county,precinct,office,district,candidate,party,votes,election_day,early_voting,av_counting_boards
Newaygo,"City of Newaygo, Precinct 1",City Mayor for City of Newaygo,,Write-in,,28,23,5,0
Newaygo,"City of Newaygo, Precinct 1",City Mayor for City of Newaygo,,Over Vote Count,,0,0,0,0
Newaygo,"City of Newaygo, Precinct 1",City Mayor for City of Newaygo,,Under Vote Count,,348,301,47,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo,,Ballots Cast,,1135,996,139,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo,,Lee Black,,552,495,57,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo,,Erin Burns,,570,508,62,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo,,Katie Walerczyk,,552,496,56,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo,,Write-in,,34,30,4,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo,,Over Vote Count,,3,0,3,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo,,Under Vote Count,,1694,1459,235,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo Partial Term Ending 12/31/2026,,Ballots Cast,,1135,996,139,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo Partial Term Ending 12/31/2026,,Delores Golliver,,692,611,81,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo Partial Term Ending 12/31/2026,,Write-in,,21,19,2,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Newaygo,"City of Newaygo, Precinct 1",City Council Member for City of Newaygo Partial Term Ending 12/31/2026,,Under Vote Count,,422,366,56,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Ballots Cast,,1135,996,139,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Tom Frisbie,,427,380,47,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Jake Miedema,,353,317,36,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Jami Schultz,,382,341,41,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Melinda Sheldon,,237,216,21,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Mary Spicer,,336,297,39,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Jamie Wiles,,302,273,29,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Write-in,,23,20,3,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Over Vote Count,,3,0,3,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public School District,,Under Vote Count,,1342,1144,198,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public Schools Partial Term Ending 12/31/2026,,Ballots Cast,,1135,996,139,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public Schools Partial Term Ending 12/31/2026,,Bruce Gracik,,768,680,88,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public Schools Partial Term Ending 12/31/2026,,Write-in,,18,17,1,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public Schools Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Newaygo,"City of Newaygo, Precinct 1",Board Member for Newaygo Public Schools Partial Term Ending 12/31/2026,,Under Vote Count,,349,299,50,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Provide That Members of the City Planning Commission Shall be Compensated in,,Ballots Cast,,1135,996,139,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Provide That Members of the City Planning Commission Shall be Compensated in,,Yes,,513,454,59,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Provide That Members of the City Planning Commission Shall be Compensated in,,No,,434,381,53,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Provide That Members of the City Planning Commission Shall be Compensated in,,Over Vote Count,,0,0,0,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Provide That Members of the City Planning Commission Shall be Compensated in,,Under Vote Count,,188,161,27,0
Newaygo,"City of Newaygo, Precinct 1","City of Newaygo Charter Amendment Proposal to Permit the Salary of any City Officer, Elective or Appointive, to be Increased or",,Ballots Cast,,1135,996,139,0
Newaygo,"City of Newaygo, Precinct 1","City of Newaygo Charter Amendment Proposal to Permit the Salary of any City Officer, Elective or Appointive, to be Increased or",,Yes,,464,412,52,0
Newaygo,"City of Newaygo, Precinct 1","City of Newaygo Charter Amendment Proposal to Permit the Salary of any City Officer, Elective or Appointive, to be Increased or",,No,,479,422,57,0
Newaygo,"City of Newaygo, Precinct 1","City of Newaygo Charter Amendment Proposal to Permit the Salary of any City Officer, Elective or Appointive, to be Increased or",,Over Vote Count,,0,0,0,0
Newaygo,"City of Newaygo, Precinct 1","City of Newaygo Charter Amendment Proposal to Permit the Salary of any City Officer, Elective or Appointive, to be Increased or",,Under Vote Count,,192,162,30,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Allow the City Council to Determine the Method of Publication of Information in,,Ballots Cast,,1135,996,139,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Allow the City Council to Determine the Method of Publication of Information in,,Yes,,553,490,63,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Allow the City Council to Determine the Method of Publication of Information in,,No,,377,334,43,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Allow the City Council to Determine the Method of Publication of Information in,,Over Vote Count,,0,0,0,0
Newaygo,"City of Newaygo, Precinct 1",City of Newaygo Charter Amendment Proposal to Allow the City Council to Determine the Method of Publication of Information in,,Under Vote Count,,205,172,33,0
Newaygo,"City of White Cloud, Precinct 1",President,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",President,,Kamala D. Harris/Tim Walz,Democrat,173,151,22,0
Newaygo,"City of White Cloud, Precinct 1",President,,Donald J. Trump/JD Vance,Republican,377,307,70,0
Newaygo,"City of White Cloud, Precinct 1",President,,Chase Oliver/Mike ter Maat,Libertarian,6,5,1,0
Newaygo,"City of White Cloud, Precinct 1",President,,Randall Terry/Stephen E. Broden,U.S. Taxpayers,1,1,0,0
Newaygo,"City of White Cloud, Precinct 1",President,,"Robert F. Kennedy, Jr./Nicole Shanahan",Natural Law,4,4,0,0
Newaygo,"City of White Cloud, Precinct 1",President,,Cornel West/Melina Abdullah,No Party Affiliation,1,0,1,0
Newaygo,"City of White Cloud, Precinct 1",President,,Write-in,,2,1,1,0
Newaygo,"City of White Cloud, Precinct 1",President,,Peter Sonski,,1,1,0,0
Newaygo,"City of White Cloud, Precinct 1",President,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",President,,Under Vote Count,,1,1,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,169,150,19,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Mike Rogers,Republican,348,277,71,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,15,12,3,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,4,4,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,3,3,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,1,1,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Write-in,,3,3,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. Senate,,Under Vote Count,,22,20,2,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,Michael Lynch,Democrat,159,142,17,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,344,274,70,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,17,13,4,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,13,11,2,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,Write-in,,3,3,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",U.S. House,2,Under Vote Count,,29,27,2,0
Newaygo,"City of White Cloud, Precinct 1",State House,101,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",State House,101,Christopher R. Crain,Democrat,162,139,23,0
Newaygo,"City of White Cloud, Precinct 1",State House,101,Joseph D. Fox,Republican,377,307,70,0
Newaygo,"City of White Cloud, Precinct 1",State House,101,Write-in,,2,2,0,0
Newaygo,"City of White Cloud, Precinct 1",State House,101,Over Vote Count,,2,2,0,0
Newaygo,"City of White Cloud, Precinct 1",State House,101,Under Vote Count,,22,20,2,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,146,128,18,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,140,123,17,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,308,243,65,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,319,253,66,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,21,16,5,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,8,8,0,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,10,9,1,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,27,24,3,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Write-in,,6,6,0,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Member of the State Board of Education,,Under Vote Count,,145,130,15,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,145,128,17,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,141,124,17,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,339,269,70,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,290,227,63,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,26,22,4,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,22,21,1,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Write-in,,6,6,0,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,161,143,18,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,144,126,18,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,134,118,16,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,326,258,68,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,307,243,64,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,22,17,5,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,15,13,2,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,11,9,2,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,7,7,0,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Write-in,,6,6,0,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,158,143,15,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,142,124,18,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,143,125,18,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,306,244,62,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,303,241,62,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,16,13,3,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,10,9,1,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,4,4,0,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,29,22,7,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,13,12,1,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Write-in,,5,5,0,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Governor of Wayne State University,,Under Vote Count,,159,141,18,0
Newaygo,"City of White Cloud, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",County Prosecuting Attorney,,Rachel Robinson,Republican,423,350,73,0
Newaygo,"City of White Cloud, Precinct 1",County Prosecuting Attorney,,Write-in,,9,9,0,0
Newaygo,"City of White Cloud, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,1,1,0,0
Newaygo,"City of White Cloud, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,132,110,22,0
Newaygo,"City of White Cloud, Precinct 1",County Sheriff,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",County Sheriff,,Bob Mendham,Republican,438,360,78,0
Newaygo,"City of White Cloud, Precinct 1",County Sheriff,,Write-in,,9,9,0,0
Newaygo,"City of White Cloud, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Sheriff,,Under Vote Count,,118,101,17,0
Newaygo,"City of White Cloud, Precinct 1",County Clerk,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",County Clerk,,Jason VanderStelt,Republican,422,348,74,0
Newaygo,"City of White Cloud, Precinct 1",County Clerk,,Write-in,,3,3,0,0
Newaygo,"City of White Cloud, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Clerk,,Under Vote Count,,140,119,21,0
Newaygo,"City of White Cloud, Precinct 1",County Treasurer,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",County Treasurer,,Jason O'Connell,Republican,421,346,75,0
Newaygo,"City of White Cloud, Precinct 1",County Treasurer,,Write-in,,5,5,0,0
Newaygo,"City of White Cloud, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Treasurer,,Under Vote Count,,139,119,20,0
Newaygo,"City of White Cloud, Precinct 1",County Register of Deeds,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",County Register of Deeds,,Stewart Sanders,Republican,421,343,78,0
Newaygo,"City of White Cloud, Precinct 1",County Register of Deeds,,Write-in,,9,9,0,0
Newaygo,"City of White Cloud, Precinct 1",County Register of Deeds,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Register of Deeds,,Under Vote Count,,135,118,17,0
Newaygo,"City of White Cloud, Precinct 1",Drain Commissioner,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Drain Commissioner,,Dale E. Twing,Republican,406,334,72,0
Newaygo,"City of White Cloud, Precinct 1",Drain Commissioner,,Write-in,,10,10,0,0
Newaygo,"City of White Cloud, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Drain Commissioner,,Under Vote Count,,149,126,23,0
Newaygo,"City of White Cloud, Precinct 1",County Commissioner 3rd District,,Ballots Cast,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Commissioner 3rd District,,Chuck Trapp,Republican,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Commissioner 3rd District,,Charles Paul Smith,No Party Affiliation,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Commissioner 3rd District,,Write-in,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Commissioner 3rd District,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",County Commissioner 3rd District,,Under Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court 8 Year Term,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,247,198,49,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,198,170,28,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-in,,6,5,1,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Vote Count,,1,1,0,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Vote Count,,113,96,17,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,226,196,30,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,200,156,44,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-in,,2,2,0,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Vote Count,,137,116,21,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,242,203,39,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,266,224,42,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Write-in,,3,3,0,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Under Vote Count,,619,510,109,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Robert D. Springstead,,370,310,60,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Write-in,,6,4,2,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Under Vote Count,,189,156,33,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Probate Court Incumbent Position,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Probate Court Incumbent Position,,Melissa Dykman,,378,314,64,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Probate Court Incumbent Position,,Write-in,,4,2,2,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Probate Court Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Judge of Probate Court Incumbent Position,,Under Vote Count,,183,154,29,0
Newaygo,"City of White Cloud, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,"Ellsworth J. Stay, Jr.",,354,297,57,0
Newaygo,"City of White Cloud, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,4,2,2,0
Newaygo,"City of White Cloud, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,207,171,36,0
Newaygo,"City of White Cloud, Precinct 1",City Mayor for City of White Cloud,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",City Mayor for City of White Cloud,,Brian J. Miller,,381,316,65,0
Newaygo,"City of White Cloud, Precinct 1",City Mayor for City of White Cloud,,Write-in,,7,4,3,0
Newaygo,"City of White Cloud, Precinct 1",City Mayor for City of White Cloud,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",City Mayor for City of White Cloud,,Under Vote Count,,177,150,27,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Herm Becker,,260,212,48,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Candice M. Dault,,224,189,35,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Jerry LeBlanc,,169,142,27,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Lori Shears,,323,271,52,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Write-in,,2,2,0,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",City Council Member for City of White Cloud,,Under Vote Count,,717,594,123,0
Newaygo,"City of White Cloud, Precinct 1",Board Member for White Cloud Public Schools,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Board Member for White Cloud Public Schools,,Megan Cruzan,,340,282,58,0
Newaygo,"City of White Cloud, Precinct 1",Board Member for White Cloud Public Schools,,Elaine A. Engel,,250,209,41,0
Newaygo,"City of White Cloud, Precinct 1",Board Member for White Cloud Public Schools,,Rhonda Hedlund,,274,228,46,0
Newaygo,"City of White Cloud, Precinct 1",Board Member for White Cloud Public Schools,,Write-in,,2,2,0,0
Newaygo,"City of White Cloud, Precinct 1",Board Member for White Cloud Public Schools,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Board Member for White Cloud Public Schools,,Under Vote Count,,829,689,140,0
Newaygo,"City of White Cloud, Precinct 1",Authorization to Convey the City of White Cloud's Sanitary Sewer System to the White Cloud/Sherman Area Utility Authority,,Ballots Cast,,565,470,95,0
Newaygo,"City of White Cloud, Precinct 1",Authorization to Convey the City of White Cloud's Sanitary Sewer System to the White Cloud/Sherman Area Utility Authority,,Yes,,273,230,43,0
Newaygo,"City of White Cloud, Precinct 1",Authorization to Convey the City of White Cloud's Sanitary Sewer System to the White Cloud/Sherman Area Utility Authority,,No,,168,133,35,0
Newaygo,"City of White Cloud, Precinct 1",Authorization to Convey the City of White Cloud's Sanitary Sewer System to the White Cloud/Sherman Area Utility Authority,,Over Vote Count,,0,0,0,0
Newaygo,"City of White Cloud, Precinct 1",Authorization to Convey the City of White Cloud's Sanitary Sewer System to the White Cloud/Sherman Area Utility Authority,,Under Vote Count,,124,107,17,0
Newaygo,"Ashland Township, Precinct 1",President,,Ballots Cast,,1546,1366,180,0
Newaygo,"Ashland Township, Precinct 1",President,,Kamala D. Harris/Tim Walz,Democrat,398,360,38,0
Newaygo,"Ashland Township, Precinct 1",President,,Donald J. Trump/JD Vance,Republican,1118,978,140,0
Newaygo,"Ashland Township, Precinct 1",President,,Chase Oliver/Mike ter Maat,Libertarian,7,6,1,0
Newaygo,"Ashland Township, Precinct 1",President,,Randall Terry/Stephen E. Broden,U.S. Taxpayers,5,4,1,0
Newaygo,"Ashland Township, Precinct 1",President,,"Robert F. Kennedy, Jr./Nicole Shanahan",Natural Law,8,8,0,0
Newaygo,"Ashland Township, Precinct 1",President,,Joseph Kishore/Jerry White,No Party Affiliation,1,1,0,0
Newaygo,"Ashland Township, Precinct 1",President,,Cornel West/Melina Abdullah,No Party Affiliation,1,1,0,0
Newaygo,"Ashland Township, Precinct 1",President,,Write-in,,2,2,0,0
Newaygo,"Ashland Township, Precinct 1",President,,Over Vote Count,,3,3,0,0
Newaygo,"Ashland Township, Precinct 1",President,,Under Vote Count,,3,3,0,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Ballots Cast,,1546,1366,180,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,398,360,38,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,1092,951,141,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,10,9,1,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,12,12,0,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,3,3,0,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,1,1,0,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Write-in,,2,2,0,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Newaygo,"Ashland Township, Precinct 1",U.S. Senate,,Under Vote Count,,28,28,0,0
Newaygo,"Ashland Township, Precinct 1",U.S. House,2,Ballots Cast,,1546,1366,180,0
