county,precinct,office,district,candidate,party,votes,election_day,early_voting,av_counting_boards
Newaygo,"Merrill Township, Precinct 1",President,,Donald J. Trump/JD Vance,Republican,319,257,62,0
Newaygo,"Merrill Township, Precinct 1",President,,"Robert F. Kennedy, Jr./Nicole Shanahan",Natural Law,2,2,0,0
Newaygo,"Merrill Township, Precinct 1",President,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",President,,Under Vote Count,,1,0,1,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,141,125,16,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,303,246,57,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,4,4,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,4,4,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,4,4,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,4,4,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Write-in,,3,3,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. Senate,,Under Vote Count,,6,4,2,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,137,122,15,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,304,246,58,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,7,7,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,8,8,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,Write-in,,3,3,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",U.S. House,2,Under Vote Count,,10,8,2,0
Newaygo,"Merrill Township, Precinct 1",State House,101,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",State House,101,Christopher R. Crain,Democrat,148,132,16,0
Newaygo,"Merrill Township, Precinct 1",State House,101,Joseph D. Fox,Republican,302,246,56,0
Newaygo,"Merrill Township, Precinct 1",State House,101,Write-in,,3,3,0,0
Newaygo,"Merrill Township, Precinct 1",State House,101,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",State House,101,Under Vote Count,,16,13,3,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,126,112,14,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,126,112,14,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,258,206,52,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,273,222,51,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,11,8,3,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,4,4,0,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,14,13,1,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,31,31,0,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,95,80,15,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,134,119,15,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,135,121,14,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,269,216,53,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,247,195,52,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,11,8,3,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,19,18,1,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Write-in,,7,7,0,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,116,104,12,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,137,123,14,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,122,109,13,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,265,211,54,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,263,211,52,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,9,6,3,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,13,12,1,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,8,8,0,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,3,3,0,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Write-in,,4,4,0,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,114,101,13,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,125,111,14,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,131,116,15,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,254,202,52,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,258,205,53,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,4,1,3,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,8,8,0,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,3,2,1,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,31,31,0,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,10,9,1,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Write-in,,7,7,0,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,107,96,11,0
Newaygo,"Merrill Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",County Prosecuting Attorney,,Rachel Robinson,Republican,335,275,60,0
Newaygo,"Merrill Township, Precinct 1",County Prosecuting Attorney,,Write-in,,16,15,1,0
Newaygo,"Merrill Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,118,104,14,0
Newaygo,"Merrill Township, Precinct 1",County Sheriff,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",County Sheriff,,Bob Mendham,Republican,342,283,59,0
Newaygo,"Merrill Township, Precinct 1",County Sheriff,,Write-in,,15,13,2,0
Newaygo,"Merrill Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Sheriff,,Under Vote Count,,112,98,14,0
Newaygo,"Merrill Township, Precinct 1",County Clerk,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",County Clerk,,Jason VanderStelt,Republican,334,274,60,0
Newaygo,"Merrill Township, Precinct 1",County Clerk,,Write-in,,16,14,2,0
Newaygo,"Merrill Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Clerk,,Under Vote Count,,119,106,13,0
Newaygo,"Merrill Township, Precinct 1",County Treasurer,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",County Treasurer,,Jason O'Connell,Republican,338,277,61,0
Newaygo,"Merrill Township, Precinct 1",County Treasurer,,Write-in,,17,15,2,0
Newaygo,"Merrill Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Treasurer,,Under Vote Count,,114,102,12,0
Newaygo,"Merrill Township, Precinct 1",County Register of Deeds,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",County Register of Deeds,,Stewart Sanders,Republican,337,277,60,0
Newaygo,"Merrill Township, Precinct 1",County Register of Deeds,,Write-in,,15,13,2,0
Newaygo,"Merrill Township, Precinct 1",County Register of Deeds,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Register of Deeds,,Under Vote Count,,117,104,13,0
Newaygo,"Merrill Township, Precinct 1",Drain Commissioner,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Drain Commissioner,,Dale E. Twing,Republican,331,272,59,0
Newaygo,"Merrill Township, Precinct 1",Drain Commissioner,,Write-in,,20,18,2,0
Newaygo,"Merrill Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Drain Commissioner,,Under Vote Count,,118,104,14,0
Newaygo,"Merrill Township, Precinct 1",County Commissioner 3rd District,,Ballots Cast,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Commissioner 3rd District,,Chuck Trapp,Republican,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Commissioner 3rd District,,Charles Paul Smith,No Party Affiliation,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Commissioner 3rd District,,Write-in,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Commissioner 3rd District,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",County Commissioner 3rd District,,Under Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Supervisor,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Supervisor,,Peter A. Morgan,Republican,331,274,57,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Supervisor,,Write-in,,30,27,3,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Supervisor,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Supervisor,,Under Vote Count,,108,93,15,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Clerk,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Clerk,,Tabatha Glezman,Democrat,255,227,28,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Clerk,,Write-in,,40,34,6,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Clerk,,Over Vote Count,,1,0,1,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Clerk,,Under Vote Count,,173,133,40,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Treasurer,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Treasurer,,Leslie Anderson,Democrat,157,138,19,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Treasurer,,Bonnie St. Amour,Republican,298,243,55,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Treasurer,,Write-in,,1,1,0,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Treasurer,,Under Vote Count,,13,12,1,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,Eric J. Anderson,Democrat,144,130,14,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,Venola Walton-Stanciel,Democrat,163,144,19,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,David A. Miedema,Republican,281,225,56,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,Harold F. Yancey Jr.,Republican,265,212,53,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,Write-in,,1,1,0,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Trustee,,Under Vote Count,,84,76,8,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,183,149,34,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,166,145,21,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-in,,11,10,1,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Vote Count,,109,90,19,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,168,146,22,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,179,148,31,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-in,,9,8,1,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Vote Count,,113,92,21,0
Newaygo,"Merrill Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,177,146,31,0
Newaygo,"Merrill Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,235,206,29,0
Newaygo,"Merrill Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Write-in,,24,21,3,0
Newaygo,"Merrill Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Under Vote Count,,502,415,87,0
Newaygo,"Merrill Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Robert D. Springstead,,278,238,40,0
Newaygo,"Merrill Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Write-in,,15,12,3,0
Newaygo,"Merrill Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Under Vote Count,,176,144,32,0
Newaygo,"Merrill Township, Precinct 1",Judge of Probate Court Incumbent Position,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Judge of Probate Court Incumbent Position,,Melissa Dykman,,276,236,40,0
Newaygo,"Merrill Township, Precinct 1",Judge of Probate Court Incumbent Position,,Write-in,,19,16,3,0
Newaygo,"Merrill Township, Precinct 1",Judge of Probate Court Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Judge of Probate Court Incumbent Position,,Under Vote Count,,174,142,32,0
Newaygo,"Merrill Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,"Ellsworth J. Stay, Jr.",,272,233,39,0
Newaygo,"Merrill Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,17,14,3,0
Newaygo,"Merrill Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,180,147,33,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,Ballots Cast,,280,240,40,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,Katena Abraham,,111,99,12,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,Marion Carter Jr.,,110,96,14,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,Mary Ann Martin,,108,95,13,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,David VanHorn,,102,91,11,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,Write-in,,13,11,2,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools 4 Year Term,,Under Vote Count,,676,568,108,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools Partial Term Ending 12/31/2026,,Ballots Cast,,280,240,40,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools Partial Term Ending 12/31/2026,,Write-in,,33,33,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Baldwin Community Schools Partial Term Ending 12/31/2026,,Under Vote Count,,247,207,40,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Big Jackson School District 4 Year Term,,Ballots Cast,,3,3,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Big Jackson School District 4 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Big Jackson School District 4 Year Term,,Under Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Big Jackson School District Partial Term Ending 12/31/2026,,Ballots Cast,,3,3,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Big Jackson School District Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for Big Jackson School District Partial Term Ending 12/31/2026,,Under Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for White Cloud Public Schools,,Ballots Cast,,186,151,35,0
Newaygo,"Merrill Township, Precinct 1",Board Member for White Cloud Public Schools,,Megan Cruzan,,100,85,15,0
Newaygo,"Merrill Township, Precinct 1",Board Member for White Cloud Public Schools,,Elaine A. Engel,,75,65,10,0
Newaygo,"Merrill Township, Precinct 1",Board Member for White Cloud Public Schools,,Rhonda Hedlund,,72,62,10,0
Newaygo,"Merrill Township, Precinct 1",Board Member for White Cloud Public Schools,,Write-in,,3,2,1,0
Newaygo,"Merrill Township, Precinct 1",Board Member for White Cloud Public Schools,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Board Member for White Cloud Public Schools,,Under Vote Count,,308,239,69,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Millage Proposal-2.349 Mills for Four Years,,Ballots Cast,,469,394,75,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Millage Proposal-2.349 Mills for Four Years,,Yes,,138,125,13,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Millage Proposal-2.349 Mills for Four Years,,No,,279,225,54,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Millage Proposal-2.349 Mills for Four Years,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Merrill Township Millage Proposal-2.349 Mills for Four Years,,Under Vote Count,,52,44,8,0
Newaygo,"Merrill Township, Precinct 1",Baldwin Community Schools School Safety and Improvement Bond Proposal,,Ballots Cast,,280,240,40,0
Newaygo,"Merrill Township, Precinct 1",Baldwin Community Schools School Safety and Improvement Bond Proposal,,Yes,,131,117,14,0
Newaygo,"Merrill Township, Precinct 1",Baldwin Community Schools School Safety and Improvement Bond Proposal,,No,,111,91,20,0
Newaygo,"Merrill Township, Precinct 1",Baldwin Community Schools School Safety and Improvement Bond Proposal,,Over Vote Count,,0,0,0,0
Newaygo,"Merrill Township, Precinct 1",Baldwin Community Schools School Safety and Improvement Bond Proposal,,Under Vote Count,,38,32,6,0
Newaygo,"Monroe Township, Precinct 1",President,,Ballots Cast,,232,190,42,0
Newaygo,"Monroe Township, Precinct 1",President,,Kamala D. Harris/Tim Walz,Democrat,58,43,15,0
Newaygo,"Monroe Township, Precinct 1",President,,Donald J. Trump/JD Vance,Republican,171,144,27,0
Newaygo,"Monroe Township, Precinct 1",President,,Chase Oliver/Mike ter Maat,Libertarian,1,1,0,0
Newaygo,"Monroe Township, Precinct 1",President,,"Robert F. Kennedy, Jr./Nicole Shanahan",Natural Law,1,1,0,0
Newaygo,"Monroe Township, Precinct 1",President,,Write-in,,1,1,0,0
Newaygo,"Monroe Township, Precinct 1",President,,Over Vote Count,,0,0,0,0
Newaygo,"Monroe Township, Precinct 1",President,,Under Vote Count,,0,0,0,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Ballots Cast,,232,190,42,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,51,39,12,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,165,137,28,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,9,8,1,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,2,1,1,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Write-in,,2,2,0,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Newaygo,"Monroe Township, Precinct 1",U.S. Senate,,Under Vote Count,,3,3,0,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,Ballots Cast,,232,190,42,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,49,37,12,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,167,139,28,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,2,2,0,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,7,6,1,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,Write-in,,2,2,0,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0,0
Newaygo,"Monroe Township, Precinct 1",U.S. House,2,Under Vote Count,,5,4,1,0
Newaygo,"Monroe Township, Precinct 1",State House,101,Ballots Cast,,232,190,42,0
Newaygo,"Monroe Township, Precinct 1",State House,101,Christopher R. Crain,Democrat,48,37,11,0
Newaygo,"Monroe Township, Precinct 1",State House,101,Joseph D. Fox,Republican,174,144,30,0
Newaygo,"Monroe Township, Precinct 1",State House,101,Write-in,,2,2,0,0
Newaygo,"Monroe Township, Precinct 1",State House,101,Over Vote Count,,0,0,0,0
Newaygo,"Monroe Township, Precinct 1",State House,101,Under Vote Count,,8,7,1,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,232,190,42,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,44,34,10,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,44,36,8,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,156,127,29,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,156,130,26,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,3,3,0,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,2,2,0,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,3,3,0,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,10,7,3,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Write-in,,2,2,0,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Newaygo,"Monroe Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,44,36,8,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,232,190,42,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,48,38,10,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,47,41,6,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,157,127,30,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,139,115,24,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,3,3,0,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,9,7,2,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Write-in,,4,4,0,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Newaygo,"Monroe Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,57,45,12,0
Newaygo,"Monroe Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,232,190,42,0
Newaygo,"Monroe Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,52,41,11,0
