county,precinct,office,district,candidate,party,election_day,absentee,early_voting_local,early_voting_county,votes
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Theodore Jones,DEM,231,262,0,55,548
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Adam Frederick Zemke,DEM,235,264,0,55,554
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Tom McMillin,REP,320,100,0,88,508
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Nikki Snyder,REP,343,116,0,89,548
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Scotty Boman,LIB,35,7,0,6,48
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Ted Gerrard,UST,8,9,0,1,18
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Christine C. Schwartz,UST,20,11,0,1,32
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Mary Anne Hering,WC,43,18,0,9,70
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Under Votes,,179,79,0,40,298
Muskegon,"City of Norton Shores, Precinct 3",Members of the State Board of Education,,Over Votes,,1,1,0,0,2
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Denise Ilitch,DEM,257,275,0,55,587
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,247,271,0,58,576
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Carl Meyers,REP,350,111,0,93,554
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Sevag Vartanian,REP,291,93,0,82,466
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Andrew Chadderdon,LIB,38,7,0,5,50
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Donna M. Oetman,UST,32,18,0,6,56
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Under Votes,,201,91,0,45,337
Muskegon,"City of Norton Shores, Precinct 3",Regent of the University of Michigan,,Over Votes,,0,1,0,0,1
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,263,278,0,57,598
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Thomas Stallworth III,DEM,226,257,0,55,538
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Mike Balow,REP,328,99,0,91,518
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Julie Maday,REP,322,117,0,87,526
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Grant T. Baker,LIB,36,6,0,3,45
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Janet M. Sanger,UST,22,14,0,1,37
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,John Paul Sanger,UST,12,7,0,6,25
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,John Anthony La Pietra,GRN,12,7,0,2,21
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Under Votes,,195,81,0,40,316
Muskegon,"City of Norton Shores, Precinct 3",Trustee of Michigan State University,,Over Votes,,0,1,0,1,2
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Rasha Demashkieh,DEM,238,259,0,56,553
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Mark T. Gaffney,DEM,238,268,0,58,564
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Michael Busuito,REP,322,101,0,89,512
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Sunny Reddy,REP,314,103,0,83,500
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Farid Ishac,LIB,19,4,0,4,27
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,William Mohr II,UST,13,9,0,2,24
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Sami Makhoul,GRN,6,4,0,0,10
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Suzanne Roehrig,WC,48,22,0,4,74
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Kathleen Oakford,NLP,5,8,0,2,15
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Under Votes,,213,88,0,46,347
Muskegon,"City of Norton Shores, Precinct 3",Governor of Wayne State University,,Over Votes,,0,1,0,0,1
Muskegon,"City of Norton Shores, Precinct 3",Prosecuting Attorney,,D. J. Hilson,DEM,447,331,0,84,862
Muskegon,"City of Norton Shores, Precinct 3",Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Prosecuting Attorney,,Under Votes,,260,103,0,88,451
Muskegon,"City of Norton Shores, Precinct 3",Prosecuting Attorney,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 3",Sheriff,,Michael J. Poulin,DEM,341,309,0,70,720
Muskegon,"City of Norton Shores, Precinct 3",Sheriff,,Max Riekse,REP,330,101,0,91,522
Muskegon,"City of Norton Shores, Precinct 3",Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Sheriff,,Under Votes,,36,24,0,11,71
Muskegon,"City of Norton Shores, Precinct 3",Sheriff,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 3",Clerk,,Karen D. Buie,DEM,303,301,0,62,666
Muskegon,"City of Norton Shores, Precinct 3",Clerk,,Eric Rothoff,REP,361,107,0,97,565
Muskegon,"City of Norton Shores, Precinct 3",Clerk,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Clerk,,Under Votes,,44,26,0,13,83
Muskegon,"City of Norton Shores, Precinct 3",Clerk,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Treasurer,,Tony Moulatsiotis,DEM,303,300,0,60,663
Muskegon,"City of Norton Shores, Precinct 3",Treasurer,,Kent Boersema,REP,367,112,0,101,580
Muskegon,"City of Norton Shores, Precinct 3",Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Treasurer,,Under Votes,,38,22,0,11,71
Muskegon,"City of Norton Shores, Precinct 3",Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Register of Deeds,,William Moulatsiotis,DEM,297,292,0,58,647
Muskegon,"City of Norton Shores, Precinct 3",Register of Deeds,,Jason M. Hall,REP,359,118,0,102,579
Muskegon,"City of Norton Shores, Precinct 3",Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Register of Deeds,,Under Votes,,52,24,0,11,87
Muskegon,"City of Norton Shores, Precinct 3",Register of Deeds,,Over Votes,,0,0,0,1,1
Muskegon,"City of Norton Shores, Precinct 3",Water Resources Commissioner,,Stephanie Barrett,DEM,300,294,0,60,654
Muskegon,"City of Norton Shores, Precinct 3",Water Resources Commissioner,,Zach Laring,REP,361,114,0,99,574
Muskegon,"City of Norton Shores, Precinct 3",Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Water Resources Commissioner,,Under Votes,,47,26,0,13,86
Muskegon,"City of Norton Shores, Precinct 3",Water Resources Commissioner,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Surveyor,,Tim DeMumbrum,DEM,429,324,0,80,833
Muskegon,"City of Norton Shores, Precinct 3",Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Surveyor,,Under Votes,,279,110,0,92,481
Muskegon,"City of Norton Shores, Precinct 3",Surveyor,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",County Commissioner 7th District,,Darrell L. Paige,DEM,281,289,0,60,630
Muskegon,"City of Norton Shores, Precinct 3",County Commissioner 7th District,,Steve Null,REP,376,115,0,97,588
Muskegon,"City of Norton Shores, Precinct 3",County Commissioner 7th District,,Under Votes,,51,30,0,15,96
Muskegon,"City of Norton Shores, Precinct 3",County Commissioner 7th District,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court 8 Year Term,,Andrew Fink,,223,79,0,52,354
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,274,211,0,61,546
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court 8 Year Term,,Under Votes,,210,144,0,59,413
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court 8 Year Term,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,295,211,0,57,563
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,211,79,0,55,345
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,202,142,0,60,404
Muskegon,"City of Norton Shores, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,0,2,0,0,2
Muskegon,"City of Norton Shores, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,293,210,0,55,558
Muskegon,"City of Norton Shores, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,303,197,0,61,561
Muskegon,"City of Norton Shores, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Under Votes,,820,461,0,228,1509
Muskegon,"City of Norton Shores, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Annette R. Smedley,,412,267,0,96,775
Muskegon,"City of Norton Shores, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Under Votes,,296,167,0,76,539
Muskegon,"City of Norton Shores, Precinct 3",Judge of Circuit Court 14th Circuit Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Judge of Probate Court Incumbent Position,,Gregory C. Pittman,,284,157,0,65,506
Muskegon,"City of Norton Shores, Precinct 3",Judge of Probate Court Incumbent Position,,Kendrah Robinson,,190,142,0,49,381
Muskegon,"City of Norton Shores, Precinct 3",Judge of Probate Court Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Judge of Probate Court Incumbent Position,,Under Votes,,234,134,0,58,426
Muskegon,"City of Norton Shores, Precinct 3",Judge of Probate Court Incumbent Position,,Over Votes,,0,1,0,0,1
Muskegon,"City of Norton Shores, Precinct 3",Judge of District Court 60th District Incumbent Position,,Raymond J. Kostrzewa,,406,263,0,90,759
Muskegon,"City of Norton Shores, Precinct 3",Judge of District Court 60th District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Judge of District Court 60th District Incumbent Position,,Under Votes,,302,171,0,82,555
Muskegon,"City of Norton Shores, Precinct 3",Judge of District Court 60th District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Donald Crandall,,402,256,0,87,745
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Asaline Scott (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Jeffrey Lee Zabrocki (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Kara Olson (W),,0,1,0,1,2
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Neal Alan Barncard (W),,1,1,0,5,7
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Under Votes,,1013,610,0,251,1874
Muskegon,"City of Norton Shores, Precinct 3",Board of Trustees Member Muskegon Community College,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Board Member Mona Shores Public Schools,,Kandace Boysen,,67,62,0,20,149
Muskegon,"City of Norton Shores, Precinct 3",Board Member Mona Shores Public Schools,,Stan Miller,,62,56,0,9,127
Muskegon,"City of Norton Shores, Precinct 3",Board Member Mona Shores Public Schools,,Under Votes,,167,108,0,53,328
Muskegon,"City of Norton Shores, Precinct 3",Board Member Mona Shores Public Schools,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 3",Board Member Muskegon Public Schools,,Kwame Kamau James,,103,75,0,27,205
Muskegon,"City of Norton Shores, Precinct 3",Board Member Muskegon Public Schools,,G. Lynnette Marks,,210,145,0,53,408
Muskegon,"City of Norton Shores, Precinct 3",Board Member Muskegon Public Schools,,Sequawanda Sherrod,,135,98,0,28,261
Muskegon,"City of Norton Shores, Precinct 3",Board Member Muskegon Public Schools,,Under Votes,,670,324,0,154,1148
Muskegon,"City of Norton Shores, Precinct 3",Board Member Muskegon Public Schools,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 4",Registered Voters,,,,,,,,3083
Muskegon,"City of Norton Shores, Precinct 4",Ballots Cast,,,,,,,,4144
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Democratic Party,DEM,209,496,0,87,792
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Republican Party,REP,444,285,0,145,874
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Libertarian Party,LIB,2,1,0,2,5
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,U.S. Taxpayers Party,UST,3,2,0,0,5
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Green Party,GRN,5,1,0,0,6
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Working Class Party,WC,8,3,0,3,14
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Natural Law Party,NLP,0,1,0,0,1
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Under Votes,,592,620,0,172,1384
Muskegon,"City of Norton Shores, Precinct 4",Straight Party,,Over Votes,,1,1,0,0,2
Muskegon,"City of Norton Shores, Precinct 4",President,,Kamala D. Harris,DEM,410,842,0,149,1401
Muskegon,"City of Norton Shores, Precinct 4",President,,Donald J. Trump,REP,819,537,0,256,1612
Muskegon,"City of Norton Shores, Precinct 4",President,,Chase Oliver,LIB,10,6,0,1,17
Muskegon,"City of Norton Shores, Precinct 4",President,,Randall Terry,UST,2,1,0,0,3
Muskegon,"City of Norton Shores, Precinct 4",President,,Jill Stein,GRN,9,1,0,0,10
Muskegon,"City of Norton Shores, Precinct 4",President,,"Robert F. Kennedy, Jr.",NLP,7,8,0,2,17
Muskegon,"City of Norton Shores, Precinct 4",President,,Joseph Kishore,NPA,0,1,0,0,1
Muskegon,"City of Norton Shores, Precinct 4",President,,Cornel West,NPA,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 4",President,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",President,,Cherunda Lynn Fox (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",President,,Claudia De la Cruz (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",President,,Jay J. Bowman (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",President,,Peter Sonski (W),,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 4",President,,Under Votes,,5,12,0,0,17
Muskegon,"City of Norton Shores, Precinct 4",President,,Over Votes,,0,2,0,1,3
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Elissa Slotkin,DEM,395,833,0,144,1372
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Mike Rogers,REP,787,531,0,248,1566
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Joseph Solis-Mullen,LIB,17,12,0,4,33
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Dave Stein,UST,13,9,0,1,23
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Douglas P. Marsh,GRN,10,5,0,2,17
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Doug Dern,NLP,4,2,0,1,7
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,James Chapman (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Under Votes,,35,17,0,9,61
Muskegon,"City of Norton Shores, Precinct 4",U.S. Senate,,Over Votes,,3,1,0,0,4
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Hillary Scholten,DEM,417,843,0,151,1411
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Paul Hudson,REP,741,495,0,240,1476
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Alex Avery,LIB,23,7,0,2,32
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Louis Palus,WC,31,16,0,5,52
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Under Votes,,50,49,0,11,110
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Over Votes,,2,0,0,0,2
Muskegon,"City of Norton Shores, Precinct 4",State House,88,Tim Meyer,DEM,384,754,0,132,1270
Muskegon,"City of Norton Shores, Precinct 4",State House,88,Greg VanWoerkom,REP,830,627,0,260,1717
Muskegon,"City of Norton Shores, Precinct 4",State House,88,Under Votes,,48,29,0,17,94
Muskegon,"City of Norton Shores, Precinct 4",State House,88,Over Votes,,2,0,0,0,2
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Theodore Jones,DEM,348,721,0,125,1194
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Adam Frederick Zemke,DEM,325,710,0,123,1158
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Tom McMillin,REP,679,493,0,226,1398
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Nikki Snyder,REP,699,536,0,230,1465
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Scotty Boman,LIB,54,25,0,12,91
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Ted Gerrard,UST,17,11,0,4,32
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Christine C. Schwartz,UST,22,19,0,1,42
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Mary Anne Hering,WC,65,49,0,14,128
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Under Votes,,319,256,0,83,658
Muskegon,"City of Norton Shores, Precinct 4",Members of the State Board of Education,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Denise Ilitch,DEM,359,739,0,135,1233
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,323,717,0,127,1167
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Carl Meyers,REP,735,517,0,238,1490
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Sevag Vartanian,REP,643,446,0,209,1298
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Andrew Chadderdon,LIB,52,36,0,6,94
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Donna M. Oetman,UST,42,43,0,4,89
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Under Votes,,374,322,0,99,795
Muskegon,"City of Norton Shores, Precinct 4",Regent of the University of Michigan,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,360,728,0,132,1220
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Thomas Stallworth III,DEM,314,678,0,124,1116
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Mike Balow,REP,693,487,0,221,1401
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Julie Maday,REP,670,511,0,221,1402
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Grant T. Baker,LIB,43,22,0,8,73
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Janet M. Sanger,UST,38,24,0,5,67
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,John Paul Sanger,UST,26,13,0,3,42
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,John Anthony La Pietra,GRN,16,18,0,2,36
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Under Votes,,368,339,0,102,809
Muskegon,"City of Norton Shores, Precinct 4",Trustee of Michigan State University,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Rasha Demashkieh,DEM,316,679,0,124,1119
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Mark T. Gaffney,DEM,333,704,0,131,1168
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Michael Busuito,REP,679,498,0,220,1397
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Sunny Reddy,REP,637,471,0,215,1323
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Farid Ishac,LIB,36,12,0,4,52
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,William Mohr II,UST,25,19,0,4,48
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Sami Makhoul,GRN,14,12,0,2,28
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Suzanne Roehrig,WC,48,46,0,9,103
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Kathleen Oakford,NLP,15,14,0,0,29
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Under Votes,,425,365,0,109,899
Muskegon,"City of Norton Shores, Precinct 4",Governor of Wayne State University,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Prosecuting Attorney,,D. J. Hilson,DEM,707,982,0,212,1901
Muskegon,"City of Norton Shores, Precinct 4",Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Prosecuting Attorney,,Under Votes,,557,428,0,197,1182
Muskegon,"City of Norton Shores, Precinct 4",Prosecuting Attorney,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Sheriff,,Michael J. Poulin,DEM,542,947,0,171,1660
Muskegon,"City of Norton Shores, Precinct 4",Sheriff,,Max Riekse,REP,644,405,0,219,1268
Muskegon,"City of Norton Shores, Precinct 4",Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Sheriff,,Under Votes,,77,58,0,18,153
Muskegon,"City of Norton Shores, Precinct 4",Sheriff,,Over Votes,,1,0,0,1,2
Muskegon,"City of Norton Shores, Precinct 4",Clerk,,Karen D. Buie,DEM,415,852,0,145,1412
Muskegon,"City of Norton Shores, Precinct 4",Clerk,,Eric Rothoff,REP,731,486,0,239,1456
Muskegon,"City of Norton Shores, Precinct 4",Clerk,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Clerk,,Under Votes,,118,72,0,25,215
Muskegon,"City of Norton Shores, Precinct 4",Clerk,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Treasurer,,Tony Moulatsiotis,DEM,464,889,0,154,1507
Muskegon,"City of Norton Shores, Precinct 4",Treasurer,,Kent Boersema,REP,712,479,0,239,1430
Muskegon,"City of Norton Shores, Precinct 4",Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Treasurer,,Under Votes,,84,42,0,15,141
Muskegon,"City of Norton Shores, Precinct 4",Treasurer,,Over Votes,,4,0,0,1,5
Muskegon,"City of Norton Shores, Precinct 4",Register of Deeds,,William Moulatsiotis,DEM,450,863,0,146,1459
Muskegon,"City of Norton Shores, Precinct 4",Register of Deeds,,Jason M. Hall,REP,717,491,0,237,1445
Muskegon,"City of Norton Shores, Precinct 4",Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Register of Deeds,,Under Votes,,97,56,0,26,179
Muskegon,"City of Norton Shores, Precinct 4",Register of Deeds,,Over Votes,,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Water Resources Commissioner,,Stephanie Barrett,DEM,424,797,0,145,1366
Muskegon,"City of Norton Shores, Precinct 4",Water Resources Commissioner,,Zach Laring,REP,729,542,0,239,1510
Muskegon,"City of Norton Shores, Precinct 4",Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Water Resources Commissioner,,Under Votes,,110,71,0,25,206
Muskegon,"City of Norton Shores, Precinct 4",Water Resources Commissioner,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 4",Surveyor,,Tim DeMumbrum,DEM,663,932,0,190,1785
Muskegon,"City of Norton Shores, Precinct 4",Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Surveyor,,Under Votes,,600,478,0,219,1297
Muskegon,"City of Norton Shores, Precinct 4",Surveyor,,Over Votes,,1,0,0,0,1
Muskegon,"City of Norton Shores, Precinct 4",County Commissioner 3rd District,,Sandra Boone-Thomas,DEM,367,747,0,137,1251
