county,precinct,office,district,candidate,party,election_day,absentee,early_voting_local,early_voting_county,votes
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Scott Adams,UST,19,7,0,5,31
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Under Votes,,70,46,0,32,148
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Over Votes,,2,1,0,0,3
Muskegon,"Muskegon Charter Township, Precinct 2",State House,87,Will Snyder,DEM,449,637,0,185,1271
Muskegon,"Muskegon Charter Township, Precinct 2",State House,87,Chip Chipman,REP,710,316,0,313,1339
Muskegon,"Muskegon Charter Township, Precinct 2",State House,87,Rich McClain,LIB,48,9,0,12,69
Muskegon,"Muskegon Charter Township, Precinct 2",State House,87,Under Votes,,69,41,0,28,138
Muskegon,"Muskegon Charter Township, Precinct 2",State House,87,Over Votes,,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Theodore Jones,DEM,369,573,0,166,1108
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Adam Frederick Zemke,DEM,348,570,0,160,1078
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Tom McMillin,REP,677,302,0,293,1272
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Nikki Snyder,REP,689,316,0,301,1306
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Scotty Boman,LIB,50,10,0,17,77
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Ted Gerrard,UST,14,6,0,3,23
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Christine C. Schwartz,UST,13,11,0,3,27
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Mary Anne Hering,WC,68,29,0,13,110
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Under Votes,,326,189,0,120,635
Muskegon,"Muskegon Charter Township, Precinct 2",Members of the State Board of Education,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Denise Ilitch,DEM,394,595,0,174,1163
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,373,574,0,165,1112
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Carl Meyers,REP,708,310,0,312,1330
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,REP,592,247,0,272,1111
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Andrew Chadderdon,LIB,54,13,0,16,83
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Donna M. Oetman,UST,38,20,0,9,67
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Under Votes,,395,247,0,128,770
Muskegon,"Muskegon Charter Township, Precinct 2",Regent of the University of Michigan,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,398,582,0,172,1152
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Thomas Stallworth III,DEM,343,559,0,162,1064
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Mike Balow,REP,673,293,0,297,1263
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Julie Maday,REP,657,289,0,282,1228
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Grant T. Baker,LIB,40,10,0,13,63
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Janet M. Sanger,UST,32,16,0,8,56
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,John Paul Sanger,UST,25,9,0,7,41
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,John Anthony La Pietra,GRN,21,11,0,6,38
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Under Votes,,365,235,0,129,729
Muskegon,"Muskegon Charter Township, Precinct 2",Trustee of Michigan State University,,Over Votes,,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Rasha Demashkieh,DEM,358,538,0,162,1058
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Mark T. Gaffney,DEM,352,567,0,162,1081
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Michael Busuito,REP,657,303,0,286,1246
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Sunny Reddy,REP,644,271,0,285,1200
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Farid Ishac,LIB,28,5,0,11,44
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,William Mohr II,UST,16,13,0,6,35
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Sami Makhoul,GRN,11,6,0,5,22
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Suzanne Roehrig,WC,49,29,0,8,86
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Kathleen Oakford,NLP,21,13,0,4,38
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Under Votes,,416,255,0,147,818
Muskegon,"Muskegon Charter Township, Precinct 2",Governor of Wayne State University,,Over Votes,,1,3,0,0,4
Muskegon,"Muskegon Charter Township, Precinct 2",Prosecuting Attorney,,D. J. Hilson,DEM,730,756,0,281,1767
Muskegon,"Muskegon Charter Township, Precinct 2",Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Prosecuting Attorney,,Under Votes,,547,247,0,257,1051
Muskegon,"Muskegon Charter Township, Precinct 2",Prosecuting Attorney,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Sheriff,,Michael J. Poulin,DEM,617,724,0,245,1586
Muskegon,"Muskegon Charter Township, Precinct 2",Sheriff,,Max Riekse,REP,603,235,0,269,1107
Muskegon,"Muskegon Charter Township, Precinct 2",Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Sheriff,,Under Votes,,57,44,0,24,125
Muskegon,"Muskegon Charter Township, Precinct 2",Sheriff,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Clerk,,Karen D. Buie,DEM,455,641,0,203,1299
Muskegon,"Muskegon Charter Township, Precinct 2",Clerk,,Eric Rothoff,REP,712,295,0,305,1312
Muskegon,"Muskegon Charter Township, Precinct 2",Clerk,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Clerk,,Under Votes,,109,67,0,30,206
Muskegon,"Muskegon Charter Township, Precinct 2",Clerk,,Over Votes,,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",Treasurer,,Tony Moulatsiotis,DEM,447,646,0,194,1287
Muskegon,"Muskegon Charter Township, Precinct 2",Treasurer,,Kent Boersema,REP,743,297,0,312,1352
Muskegon,"Muskegon Charter Township, Precinct 2",Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Treasurer,,Under Votes,,87,60,0,32,179
Muskegon,"Muskegon Charter Township, Precinct 2",Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Register of Deeds,,William Moulatsiotis,DEM,428,620,0,189,1237
Muskegon,"Muskegon Charter Township, Precinct 2",Register of Deeds,,Jason M. Hall,REP,742,303,0,309,1354
Muskegon,"Muskegon Charter Township, Precinct 2",Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Register of Deeds,,Under Votes,,107,80,0,40,227
Muskegon,"Muskegon Charter Township, Precinct 2",Register of Deeds,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Water Resources Commissioner,,Stephanie Barrett,DEM,446,627,0,187,1260
Muskegon,"Muskegon Charter Township, Precinct 2",Water Resources Commissioner,,Zach Laring,REP,728,302,0,312,1342
Muskegon,"Muskegon Charter Township, Precinct 2",Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Water Resources Commissioner,,Under Votes,,101,74,0,39,214
Muskegon,"Muskegon Charter Township, Precinct 2",Water Resources Commissioner,,Over Votes,,2,0,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 2",Surveyor,,Tim DeMumbrum,DEM,668,710,0,239,1617
Muskegon,"Muskegon Charter Township, Precinct 2",Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Surveyor,,Under Votes,,609,293,0,299,1201
Muskegon,"Muskegon Charter Township, Precinct 2",Surveyor,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",County Commissioner 5th District,,Charles Nash,DEM,415,611,0,182,1208
Muskegon,"Muskegon Charter Township, Precinct 2",County Commissioner 5th District,,Nicole Larson,REP,752,319,0,316,1387
Muskegon,"Muskegon Charter Township, Precinct 2",County Commissioner 5th District,,Under Votes,,109,73,0,40,222
Muskegon,"Muskegon Charter Township, Precinct 2",County Commissioner 5th District,,Over Votes,,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Supervisor,,Jennifer Hodges,DEM,502,693,0,205,1400
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Supervisor,,Jericho Gonzales,REP,675,250,0,297,1222
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Supervisor,,Under Votes,,100,60,0,36,196
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Supervisor,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Clerk,,Carrie Westbrook,DEM,692,734,0,260,1686
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Clerk,,Under Votes,,585,269,0,278,1132
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Clerk,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Treasurer,,Lindsay Theile,DEM,681,715,0,255,1651
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Treasurer,,Under Votes,,596,288,0,283,1167
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Jenni Bowen,DEM,422,615,0,183,1220
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Robert Grabinski,DEM,439,645,0,189,1273
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Joe Kemp,DEM,397,594,0,184,1175
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,"Dave Kieft, Jr.",DEM,393,590,0,185,1168
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Steve Browers,REP,702,299,0,291,1292
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Carolyn Jurecki,REP,686,308,0,292,1286
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Christopher Kaijala,REP,646,267,0,272,1185
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Under Votes,,1423,690,0,556,2669
Muskegon,"Muskegon Charter Township, Precinct 2",Muskegon Charter Township Trustee,,Over Votes,,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court 8 Year Term,,Andrew Fink,,420,209,0,201,830
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,409,557,0,178,1144
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court 8 Year Term,,Under Votes,,448,235,0,159,842
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court 8 Year Term,,Over Votes,,0,2,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,435,576,0,196,1207
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,386,189,0,185,760
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,455,237,0,156,848
Muskegon,"Muskegon Charter Township, Precinct 2",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,1,1,0,1,3
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,455,532,0,205,1192
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,508,512,0,216,1236
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Under Votes,,1591,962,0,655,3208
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Circuit Court 14th Circuit Incumbent Position,,Annette R. Smedley,,668,628,0,263,1559
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Circuit Court 14th Circuit Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Circuit Court 14th Circuit Incumbent Position,,Under Votes,,609,375,0,274,1258
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Circuit Court 14th Circuit Incumbent Position,,Over Votes,,0,0,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,Gregory C. Pittman,,526,438,0,221,1185
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,Kendrah Robinson,,290,330,0,136,756
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,Under Votes,,461,235,0,181,877
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of District Court 60th District Incumbent Position,,Raymond J. Kostrzewa,,668,609,0,259,1536
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of District Court 60th District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of District Court 60th District Incumbent Position,,Under Votes,,609,394,0,279,1282
Muskegon,"Muskegon Charter Township, Precinct 2",Judge of District Court 60th District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Donald Crandall,,628,590,0,238,1456
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Asaline Scott (W),,4,16,0,4,24
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Jeffrey Lee Zabrocki (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Kara Olson (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Neal Alan Barncard (W),,12,3,0,7,22
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Under Votes,,1910,1397,0,827,4134
Muskegon,"Muskegon Charter Township, Precinct 2",Board of Trustees Member Muskegon Community College,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Board Member Reeths-Puffer Schools,,Austin Aamodt,,284,310,0,122,716
Muskegon,"Muskegon Charter Township, Precinct 2",Board Member Reeths-Puffer Schools,,Christopher M. Brooks,,358,328,0,142,828
Muskegon,"Muskegon Charter Township, Precinct 2",Board Member Reeths-Puffer Schools,,David R. Muskovin,,361,373,0,183,917
Muskegon,"Muskegon Charter Township, Precinct 2",Board Member Reeths-Puffer Schools,,Zach Neumann,,301,257,0,108,666
Muskegon,"Muskegon Charter Township, Precinct 2",Board Member Reeths-Puffer Schools,,Under Votes,,1250,734,0,521,2505
Muskegon,"Muskegon Charter Township, Precinct 2",Board Member Reeths-Puffer Schools,,Over Votes,,0,2,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 3",Registered Voters,,,,,,,,2173
Muskegon,"Muskegon Charter Township, Precinct 3",Ballots Cast,,,,,,,,4062
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Democratic Party,DEM,205,332,0,96,633
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Republican Party,REP,376,151,0,181,708
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Libertarian Party,LIB,1,3,0,0,4
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,U.S. Taxpayers Party,UST,1,1,0,2,4
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Green Party,GRN,2,0,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Working Class Party,WC,8,2,0,2,12
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Natural Law Party,NLP,0,1,0,1,2
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Under Votes,,459,231,0,115,805
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Over Votes,,0,1,0,2,3
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Kamala D. Harris,DEM,347,472,0,136,955
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Donald J. Trump,REP,691,232,0,256,1179
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Chase Oliver,LIB,4,5,0,0,9
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Randall Terry,UST,0,0,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Jill Stein,GRN,4,1,0,0,5
Muskegon,"Muskegon Charter Township, Precinct 3",President,,"Robert F. Kennedy, Jr.",NLP,3,8,0,4,15
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Joseph Kishore,NPA,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Cornel West,NPA,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Cherunda Lynn Fox (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Claudia De la Cruz (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Jay J. Bowman (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Peter Sonski (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Under Votes,,3,3,0,0,6
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Over Votes,,0,0,0,2,2
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Elissa Slotkin,DEM,344,450,0,135,929
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Mike Rogers,REP,609,220,0,242,1071
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,LIB,30,17,0,1,48
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Dave Stein,UST,10,8,0,7,25
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Douglas P. Marsh,GRN,11,2,0,0,13
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Doug Dern,NLP,5,4,0,3,12
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,James Chapman (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Under Votes,,43,20,0,9,72
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. Senate,,Over Votes,,0,1,0,2,3
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. House,3,Hillary Scholten,DEM,344,473,0,142,959
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. House,3,Paul Hudson,REP,580,208,0,233,1021
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. House,3,Alex Avery,LIB,27,5,0,3,35
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. House,3,Louis Palus,WC,41,14,0,7,62
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. House,3,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. House,3,Under Votes,,60,22,0,14,96
Muskegon,"Muskegon Charter Township, Precinct 3",U.S. House,3,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",State House,87,Will Snyder,DEM,349,438,0,132,919
Muskegon,"Muskegon Charter Township, Precinct 3",State House,87,Chip Chipman,REP,581,226,0,241,1048
Muskegon,"Muskegon Charter Township, Precinct 3",State House,87,Rich McClain,LIB,51,23,0,10,84
Muskegon,"Muskegon Charter Township, Precinct 3",State House,87,Under Votes,,70,35,0,16,121
Muskegon,"Muskegon Charter Township, Precinct 3",State House,87,Over Votes,,1,0,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Theodore Jones,DEM,294,421,0,122,837
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Adam Frederick Zemke,DEM,278,407,0,115,800
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Tom McMillin,REP,547,211,0,231,989
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Nikki Snyder,REP,543,217,0,225,985
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Scotty Boman,LIB,45,16,0,5,66
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Ted Gerrard,UST,22,8,0,5,35
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Christine C. Schwartz,UST,23,15,0,5,43
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Mary Anne Hering,WC,65,28,0,20,113
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Under Votes,,287,119,0,70,476
Muskegon,"Muskegon Charter Township, Precinct 3",Members of the State Board of Education,,Over Votes,,0,1,0,0,1
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Denise Ilitch,DEM,309,432,0,128,869
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,300,417,0,125,842
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Carl Meyers,REP,567,229,0,235,1031
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Sevag Vartanian,REP,464,180,0,211,855
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Andrew Chadderdon,LIB,49,14,0,12,75
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Donna M. Oetman,UST,55,29,0,6,90
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Under Votes,,360,143,0,81,584
Muskegon,"Muskegon Charter Township, Precinct 3",Regent of the University of Michigan,,Over Votes,,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,308,432,0,122,862
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Thomas Stallworth III,DEM,267,407,0,118,792
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Mike Balow,REP,549,205,0,226,980
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Julie Maday,REP,519,215,0,223,957
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Grant T. Baker,LIB,38,9,0,7,54
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Janet M. Sanger,UST,33,18,0,8,59
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,John Paul Sanger,UST,27,16,0,7,50
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,John Anthony La Pietra,GRN,23,3,0,5,31
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Blank (W),,0,0,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Under Votes,,340,135,0,82,557
Muskegon,"Muskegon Charter Township, Precinct 3",Trustee of Michigan State University,,Over Votes,,0,2,0,0,2
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Rasha Demashkieh,DEM,266,401,0,116,783
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Mark T. Gaffney,DEM,283,420,0,122,825
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Michael Busuito,REP,523,211,0,223,957
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Sunny Reddy,REP,499,199,0,217,915
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Farid Ishac,LIB,26,7,0,3,36
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,William Mohr II,UST,21,10,0,6,37
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Sami Makhoul,GRN,23,1,0,1,25
Muskegon,"Muskegon Charter Township, Precinct 3",Governor of Wayne State University,,Suzanne Roehrig,WC,59,27,0,14,100
