county,precinct,office,district,candidate,party,election_day,early_voting,votes
Gratiot,"City of Ithaca, Precinct 1",County Treasurer,,Under Vote Count,,325,73,398
Gratiot,"City of Ithaca, Precinct 1",Register of Deeds,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,781,315,1096
Gratiot,"City of Ithaca, Precinct 1",Register of Deeds,,Write-in,,13,4,17
Gratiot,"City of Ithaca, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",Register of Deeds,,Under Vote Count,,344,81,425
Gratiot,"City of Ithaca, Precinct 1",Road Commissioner,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Road Commissioner,,John H. Wilson,Republican,783,317,1100
Gratiot,"City of Ithaca, Precinct 1",Road Commissioner,,Write-in,,12,5,17
Gratiot,"City of Ithaca, Precinct 1",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",Road Commissioner,,Under Vote Count,,343,78,421
Gratiot,"City of Ithaca, Precinct 1",Drain Commissioner,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,787,320,1107
Gratiot,"City of Ithaca, Precinct 1",Drain Commissioner,,Write-in,,13,5,18
Gratiot,"City of Ithaca, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",Drain Commissioner,,Under Vote Count,,338,75,413
Gratiot,"City of Ithaca, Precinct 1",County Commissioner 5th District,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",County Commissioner 5th District,,George Bailey,Republican,775,310,1085
Gratiot,"City of Ithaca, Precinct 1",County Commissioner 5th District,,Write-in,,13,6,19
Gratiot,"City of Ithaca, Precinct 1",County Commissioner 5th District,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",County Commissioner 5th District,,Under Vote Count,,350,84,434
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court,,Andrew Fink,,270,120,390
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,568,150,718
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court,,Write-in,,12,2,14
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court,,Over Vote Count,,1,0,1
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court,,Under Vote Count,,287,128,415
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,515,129,644
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,327,134,461
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,12,3,15
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,284,134,418
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,692,224,916
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,18,4,22
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,428,172,600
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,696,221,917
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,19,4,23
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,423,175,598
Gratiot,"City of Ithaca, Precinct 1",Judge of Probate Court,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Judge of Probate Court,,Kristin Bakker,,754,274,1028
Gratiot,"City of Ithaca, Precinct 1",Judge of Probate Court,,Write-in,,9,2,11
Gratiot,"City of Ithaca, Precinct 1",Judge of Probate Court,,Over Vote Count,,1,0,1
Gratiot,"City of Ithaca, Precinct 1",Judge of Probate Court,,Under Vote Count,,374,124,498
Gratiot,"City of Ithaca, Precinct 1",Ithaca Public School Board Member,,Ballots Cast,,1138,400,1538
Gratiot,"City of Ithaca, Precinct 1",Ithaca Public School Board Member,,Justin Seaman,,700,239,939
Gratiot,"City of Ithaca, Precinct 1",Ithaca Public School Board Member,,Write-in,,57,35,92
Gratiot,"City of Ithaca, Precinct 1",Ithaca Public School Board Member,,Corey Garbow-Gaylord Fowler,,39,19,58
Gratiot,"City of Ithaca, Precinct 1",Ithaca Public School Board Member,,Richard Jolliff,,8,10,18
Gratiot,"City of Ithaca, Precinct 1",Ithaca Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"City of Ithaca, Precinct 1",Ithaca Public School Board Member,,Under Vote Count,,1518,526,2044
Gratiot,"City of St. Louis, Precinct 1",President,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",President,,Kamala D. Harris,Democrat,592,82,674
Gratiot,"City of St. Louis, Precinct 1",President,,Donald J. Trump,Republican,948,192,1140
Gratiot,"City of St. Louis, Precinct 1",President,,Chase Oliver,Libertarian,5,1,6
Gratiot,"City of St. Louis, Precinct 1",President,,Randall Terry,U.S. Taxpayers,3,0,3
Gratiot,"City of St. Louis, Precinct 1",President,,Jill Stein,Green,5,1,6
Gratiot,"City of St. Louis, Precinct 1",President,,Robert F. Kennedy Jr.,Natural Law,13,2,15
Gratiot,"City of St. Louis, Precinct 1",President,,Joseph Kishore,No Party Affiliation,2,0,2
Gratiot,"City of St. Louis, Precinct 1",President,,Cornel West,No Party Affiliation,1,0,1
Gratiot,"City of St. Louis, Precinct 1",President,,Write-in,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",President,,Over Vote Count,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",President,,Under Vote Count,,5,0,5
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,597,77,674
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Mike Rogers,Republican,892,194,1086
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,22,0,22
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,15,1,16
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,9,1,10
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,8,1,9
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Write-in,,2,2,4
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Over Vote Count,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",U.S. Senate,,Under Vote Count,,30,2,32
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,Michael Lynch,Democrat,529,72,601
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,943,199,1142
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,28,1,29
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,29,1,30
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,Write-in,,2,0,2
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,Over Vote Count,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",U.S. House,2,Under Vote Count,,44,5,49
Gratiot,"City of St. Louis, Precinct 1",State House,92,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",State House,92,Timothy Odykirk,Democrat,570,75,645
Gratiot,"City of St. Louis, Precinct 1",State House,92,Jerry Neyer,Republican,947,195,1142
Gratiot,"City of St. Louis, Precinct 1",State House,92,Write-in,,3,2,5
Gratiot,"City of St. Louis, Precinct 1",State House,92,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",State House,92,Under Vote Count,,56,6,62
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,519,71,590
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,478,62,540
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,846,183,1029
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,861,187,1048
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,43,4,47
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,21,3,24
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,31,0,31
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,76,9,85
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Write-in,,2,1,3
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Member of the State Board of Education,,Under Vote Count,,275,36,311
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,518,69,587
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,508,67,575
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Carl Meyers,Republican,893,189,1082
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,780,174,954
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,46,9,55
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,61,6,67
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Write-in,,7,0,7
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Huwaida Arraf,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Regents of the Unversity of Michigan,,Under Vote Count,,339,42,381
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,530,71,601
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,473,61,534
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Mike Balow,Republican,839,185,1024
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Julie Maday,Republican,834,180,1014
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Grant T. Baker,Libertarian,39,8,47
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,48,0,48
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,John Paul Sanger,U.S. Taxpayers,42,2,44
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,John Anthony La Pietra,Green,16,4,20
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Write-in,,4,4,8
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Trustees of Michigan State University,,Under Vote Count,,327,41,368
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,484,64,548
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,511,69,580
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,844,176,1020
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,823,178,1001
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,24,6,30
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,21,2,23
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,21,3,24
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,56,10,66
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,23,2,25
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Write-in,,4,4,8
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Governor of Wayne State University,,Under Vote Count,,341,42,383
Gratiot,"City of St. Louis, Precinct 1",Prosecuting Attorney,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Prosecuting Attorney,,Laura M. Bever,Republican,1122,221,1343
Gratiot,"City of St. Louis, Precinct 1",Prosecuting Attorney,,Write-in,,22,6,28
Gratiot,"City of St. Louis, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Prosecuting Attorney,,Under Vote Count,,432,51,483
Gratiot,"City of St. Louis, Precinct 1",Sheriff,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Sheriff,,Tom Clark,Republican,1014,209,1223
Gratiot,"City of St. Louis, Precinct 1",Sheriff,,John Cary,No Party Affiliation,202,30,232
Gratiot,"City of St. Louis, Precinct 1",Sheriff,,Write-in,,7,2,9
Gratiot,"City of St. Louis, Precinct 1",Sheriff,,Over Vote Count,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",Sheriff,,Under Vote Count,,352,37,389
Gratiot,"City of St. Louis, Precinct 1",County Clerk,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",County Clerk,,Angie Thompson,Republican,1128,224,1352
Gratiot,"City of St. Louis, Precinct 1",County Clerk,,Write-in,,17,5,22
Gratiot,"City of St. Louis, Precinct 1",County Clerk,,Over Vote Count,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",County Clerk,,Under Vote Count,,430,49,479
Gratiot,"City of St. Louis, Precinct 1",County Treasurer,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",County Treasurer,,Terri R. Ball,Republican,1128,219,1347
Gratiot,"City of St. Louis, Precinct 1",County Treasurer,,Write-in,,22,7,29
Gratiot,"City of St. Louis, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",County Treasurer,,Under Vote Count,,426,52,478
Gratiot,"City of St. Louis, Precinct 1",Register of Deeds,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,1119,216,1335
Gratiot,"City of St. Louis, Precinct 1",Register of Deeds,,Write-in,,22,7,29
Gratiot,"City of St. Louis, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Register of Deeds,,Under Vote Count,,435,55,490
Gratiot,"City of St. Louis, Precinct 1",Road Commissioner,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Road Commissioner,,John H. Wilson,Republican,1114,216,1330
Gratiot,"City of St. Louis, Precinct 1",Road Commissioner,,Write-in,,21,7,28
Gratiot,"City of St. Louis, Precinct 1",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Road Commissioner,,Under Vote Count,,441,55,496
Gratiot,"City of St. Louis, Precinct 1",Drain Commissioner,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,1112,218,1330
Gratiot,"City of St. Louis, Precinct 1",Drain Commissioner,,Write-in,,20,6,26
Gratiot,"City of St. Louis, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Drain Commissioner,,Under Vote Count,,444,54,498
Gratiot,"City of St. Louis, Precinct 1",County Commissioner 2nd District,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",County Commissioner 2nd District,,Kevin S. Taylor,Democrat,576,78,654
Gratiot,"City of St. Louis, Precinct 1",County Commissioner 2nd District,,Jan Bunting,Republican,927,188,1115
Gratiot,"City of St. Louis, Precinct 1",County Commissioner 2nd District,,Write-in,,3,2,5
Gratiot,"City of St. Louis, Precinct 1",County Commissioner 2nd District,,Over Vote Count,,0,1,1
Gratiot,"City of St. Louis, Precinct 1",County Commissioner 2nd District,,Under Vote Count,,70,9,79
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court,,Andrew Fink,,524,102,626
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,721,100,821
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court,,Write-in,,17,9,26
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court,,Under Vote Count,,314,67,381
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,739,108,847
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,499,93,592
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,17,8,25
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,321,69,390
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,1025,175,1200
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,32,9,41
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,519,94,613
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,1031,176,1207
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,27,6,33
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,518,96,614
Gratiot,"City of St. Louis, Precinct 1",Judge of Probate Court,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Judge of Probate Court,,Kristin Bakker,,1053,187,1240
Gratiot,"City of St. Louis, Precinct 1",Judge of Probate Court,,Write-in,,28,7,35
Gratiot,"City of St. Louis, Precinct 1",Judge of Probate Court,,Over Vote Count,,1,0,1
Gratiot,"City of St. Louis, Precinct 1",Judge of Probate Court,,Under Vote Count,,494,84,578
Gratiot,"City of St. Louis, Precinct 1",Saint Louis Public School Board Member,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Saint Louis Public School Board Member,,Write-in,,189,37,226
Gratiot,"City of St. Louis, Precinct 1",Saint Louis Public School Board Member,,Carla Kay Trevino,,28,4,32
Gratiot,"City of St. Louis, Precinct 1",Saint Louis Public School Board Member,,Edward George LaBlance,,18,4,22
Gratiot,"City of St. Louis, Precinct 1",Saint Louis Public School Board Member,,Steven James Brimmer,,37,4,41
Gratiot,"City of St. Louis, Precinct 1",Saint Louis Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Saint Louis Public School Board Member,,Under Vote Count,,2963,519,3482
Gratiot,"City of St. Louis, Precinct 1",Proposed Amendment to the Charter of the City of St. Louis,,Ballots Cast,,1576,278,1854
Gratiot,"City of St. Louis, Precinct 1",Proposed Amendment to the Charter of the City of St. Louis,,Yes,,983,176,1159
Gratiot,"City of St. Louis, Precinct 1",Proposed Amendment to the Charter of the City of St. Louis,,No,,338,60,398
Gratiot,"City of St. Louis, Precinct 1",Proposed Amendment to the Charter of the City of St. Louis,,Over Vote Count,,0,0,0
Gratiot,"City of St. Louis, Precinct 1",Proposed Amendment to the Charter of the City of St. Louis,,Under Vote Count,,255,42,297
Gratiot,"Arcada Township, Precinct 1",President,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",President,,Kamala D. Harris,Democrat,301,44,345
Gratiot,"Arcada Township, Precinct 1",President,,Donald J. Trump,Republican,519,159,678
Gratiot,"Arcada Township, Precinct 1",President,,Chase Oliver,Libertarian,2,0,2
Gratiot,"Arcada Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,0
Gratiot,"Arcada Township, Precinct 1",President,,Jill Stein,Green,1,1,2
Gratiot,"Arcada Township, Precinct 1",President,,Robert F. Kennedy Jr.,Natural Law,2,1,3
Gratiot,"Arcada Township, Precinct 1",President,,Joseph Kishore,No Party Affiliation,0,0,0
Gratiot,"Arcada Township, Precinct 1",President,,Cornel West,No Party Affiliation,2,0,2
Gratiot,"Arcada Township, Precinct 1",President,,Write-in,,1,0,1
Gratiot,"Arcada Township, Precinct 1",President,,Over Vote Count,,1,0,1
Gratiot,"Arcada Township, Precinct 1",President,,Under Vote Count,,5,0,5
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,301,47,348
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,489,151,640
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,10,1,11
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,11,0,11
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,3,1,4
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,1,1,2
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Write-in,,0,0,0
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Over Vote Count,,1,0,1
Gratiot,"Arcada Township, Precinct 1",U.S. Senate,,Under Vote Count,,18,4,22
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,265,40,305
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,524,156,680
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,7,1,8
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,16,1,17
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,Write-in,,0,0,0
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",U.S. House,2,Under Vote Count,,22,7,29
Gratiot,"Arcada Township, Precinct 1",State House,92,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",State House,92,Timothy Odykirk,Democrat,284,44,328
Gratiot,"Arcada Township, Precinct 1",State House,92,Jerry Neyer,Republican,517,150,667
Gratiot,"Arcada Township, Precinct 1",State House,92,Write-in,,0,1,1
Gratiot,"Arcada Township, Precinct 1",State House,92,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",State House,92,Under Vote Count,,33,10,43
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,265,40,305
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,248,40,288
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,442,139,581
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,456,135,591
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,14,5,19
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,8,1,9
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,20,3,23
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,35,4,39
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Write-in,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,180,43,223
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,269,44,313
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,256,38,294
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Carl Meyers,Republican,464,144,608
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,405,128,533
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,25,4,29
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,30,4,34
