county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,Paul Junge,REP,176,95,104,375
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,Steve Barcelo,LIB,13,2,2,17
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,James Allen Little,UST,4,6,2,12
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,Jim Casha,GRE,7,1,1,9
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,Kathy Goodwin,WCP,25,18,7,50
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,Write-in,,2,2,1,5
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,Over Vote Count,,1,0,1,2
Saginaw,"City of Saginaw, Precinct 15",U.S. House,8,Under Vote Count,,22,10,2,34
Saginaw,"City of Saginaw, Precinct 15",State House,94,Amos O'Neal,DEM,446,398,157,1001
Saginaw,"City of Saginaw, Precinct 15",State House,94,Robert E. Zelle,REP,186,101,105,392
Saginaw,"City of Saginaw, Precinct 15",State House,94,Write-in,,4,2,4,10
Saginaw,"City of Saginaw, Precinct 15",State House,94,Over Vote Count,,1,0,1,2
Saginaw,"City of Saginaw, Precinct 15",State House,94,Under Vote Count,,39,21,7,67
Saginaw,"City of Saginaw, Precinct 15",Prosecuting Attorney,,John A. McColgan Jr.,DEM,501,422,177,1100
Saginaw,"City of Saginaw, Precinct 15",Prosecuting Attorney,,Write-in,,31,11,10,52
Saginaw,"City of Saginaw, Precinct 15",Prosecuting Attorney,,Over Vote Count,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 15",Prosecuting Attorney,,Under Vote Count,,144,88,87,319
Saginaw,"City of Saginaw, Precinct 15",Sheriff,,William L. Federspiel,DEM,457,401,171,1029
Saginaw,"City of Saginaw, Precinct 15",Sheriff,,Jason Wise,REP,182,105,93,380
Saginaw,"City of Saginaw, Precinct 15",Sheriff,,Write-in,,4,4,2,10
Saginaw,"City of Saginaw, Precinct 15",Sheriff,,Over Vote Count,,2,0,0,2
Saginaw,"City of Saginaw, Precinct 15",Sheriff,,Under Vote Count,,31,12,8,51
Saginaw,"City of Saginaw, Precinct 15",County Clerk,,Vanessa Guerra,DEM,511,432,183,1126
Saginaw,"City of Saginaw, Precinct 15",County Clerk,,Write-in,,24,10,12,46
Saginaw,"City of Saginaw, Precinct 15",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 15",County Clerk,,Under Vote Count,,141,80,79,300
Saginaw,"City of Saginaw, Precinct 15",County Treasurer,,Timothy Novak,DEM,506,431,180,1117
Saginaw,"City of Saginaw, Precinct 15",County Treasurer,,Write-in,,25,11,10,46
Saginaw,"City of Saginaw, Precinct 15",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 15",County Treasurer,,Under Vote Count,,145,80,84,309
Saginaw,"City of Saginaw, Precinct 15",Register of Deeds,,Katie Albosta Kelly,DEM,507,431,177,1115
Saginaw,"City of Saginaw, Precinct 15",Register of Deeds,,Write-in,,22,9,10,41
Saginaw,"City of Saginaw, Precinct 15",Register of Deeds,,Over Vote Count,,0,0,1,1
Saginaw,"City of Saginaw, Precinct 15",Register of Deeds,,Under Vote Count,,147,82,86,315
Saginaw,"City of Saginaw, Precinct 16",Ballots Cast,,,,825,743,314,1882
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Democratic Party,DEM,300,360,101,761
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Republican Party,REP,171,80,96,347
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Libertarian Party,LIB,1,2,1,4
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,U.S. Taxpayers Party,UST,3,0,0,3
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Green Party,GRE,4,1,0,5
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Working Class Party,WCP,11,0,2,13
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Natural Law Party,NLP,3,0,0,3
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Over Vote Count,,2,0,0,2
Saginaw,"City of Saginaw, Precinct 16",Straight Party,,Under Vote Count,,330,300,114,744
Saginaw,"City of Saginaw, Precinct 16",President,,Kamala D. Harris,DEM,456,567,167,1190
Saginaw,"City of Saginaw, Precinct 16",President,,Donald J. Trump,REP,341,161,146,648
Saginaw,"City of Saginaw, Precinct 16",President,,Chase Oliver,LIB,0,4,1,5
Saginaw,"City of Saginaw, Precinct 16",President,,Randall Terry,UST,3,1,0,4
Saginaw,"City of Saginaw, Precinct 16",President,,Jill Stein,GRE,8,1,0,9
Saginaw,"City of Saginaw, Precinct 16",President,,Robert F. Kennedy Jr.,NLP,7,2,0,9
Saginaw,"City of Saginaw, Precinct 16",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",President,,Cornel West,NPA,1,0,0,1
Saginaw,"City of Saginaw, Precinct 16",President,,Write-in,,2,4,0,6
Saginaw,"City of Saginaw, Precinct 16",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",President,,Peter Sonski,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",President,,Over Vote Count,,2,0,0,2
Saginaw,"City of Saginaw, Precinct 16",President,,Under Vote Count,,5,3,0,8
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Elissa Slotkin,DEM,449,570,172,1191
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Mike Rogers,REP,311,152,139,602
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Joseph Solis-Mullen,LIB,12,4,1,17
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Dave Stein,UST,9,5,0,14
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Douglas P. Marsh,GRE,9,2,1,12
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Doug Dern,NLP,6,1,0,7
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Write-in,,2,0,1,3
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",U.S. Senate,,Under Vote Count,,27,9,0,36
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Kristen McDonald Rivet,DEM,464,563,167,1194
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Paul Junge,REP,290,144,136,570
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Steve Barcelo,LIB,13,3,2,18
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,James Allen Little,UST,4,2,0,6
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Jim Casha,GRE,5,1,1,7
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Kathy Goodwin,WCP,23,14,4,41
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Write-in,,2,0,1,3
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",U.S. House,8,Under Vote Count,,24,16,3,43
Saginaw,"City of Saginaw, Precinct 16",State House,94,Amos O'Neal,DEM,469,571,169,1209
Saginaw,"City of Saginaw, Precinct 16",State House,94,Robert E. Zelle,REP,299,148,139,586
Saginaw,"City of Saginaw, Precinct 16",State House,94,Write-in,,7,0,0,7
Saginaw,"City of Saginaw, Precinct 16",State House,94,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",State House,94,Under Vote Count,,50,24,6,80
Saginaw,"City of Saginaw, Precinct 16",Prosecuting Attorney,,John A. McColgan Jr.,DEM,578,593,194,1365
Saginaw,"City of Saginaw, Precinct 16",Prosecuting Attorney,,Write-in,,29,9,22,60
Saginaw,"City of Saginaw, Precinct 16",Prosecuting Attorney,,Over Vote Count,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 16",Prosecuting Attorney,,Under Vote Count,,218,140,98,456
Saginaw,"City of Saginaw, Precinct 16",Sheriff,,William L. Federspiel,DEM,513,571,177,1261
Saginaw,"City of Saginaw, Precinct 16",Sheriff,,Jason Wise,REP,266,148,123,537
Saginaw,"City of Saginaw, Precinct 16",Sheriff,,Write-in,,6,2,2,10
Saginaw,"City of Saginaw, Precinct 16",Sheriff,,Over Vote Count,,1,0,0,1
Saginaw,"City of Saginaw, Precinct 16",Sheriff,,Under Vote Count,,39,22,12,73
Saginaw,"City of Saginaw, Precinct 16",County Clerk,,Vanessa Guerra,DEM,585,612,202,1399
Saginaw,"City of Saginaw, Precinct 16",County Clerk,,Write-in,,32,5,20,57
Saginaw,"City of Saginaw, Precinct 16",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",County Clerk,,Under Vote Count,,208,126,92,426
Saginaw,"City of Saginaw, Precinct 16",County Treasurer,,Timothy Novak,DEM,584,612,196,1392
Saginaw,"City of Saginaw, Precinct 16",County Treasurer,,Write-in,,32,6,18,56
Saginaw,"City of Saginaw, Precinct 16",County Treasurer,,Over Vote Count,,0,1,0,1
Saginaw,"City of Saginaw, Precinct 16",County Treasurer,,Under Vote Count,,209,124,100,433
Saginaw,"City of Saginaw, Precinct 16",Register of Deeds,,Katie Albosta Kelly,DEM,587,610,195,1392
Saginaw,"City of Saginaw, Precinct 16",Register of Deeds,,Write-in,,32,7,18,57
Saginaw,"City of Saginaw, Precinct 16",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"City of Saginaw, Precinct 16",Register of Deeds,,Under Vote Count,,206,126,101,433
Saginaw,"City of Zilwaukee, Precinct 1",Ballots Cast,,,,560,308,49,917
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Democratic Party,DEM,103,100,5,208
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Republican Party,REP,180,39,15,234
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Libertarian Party,LIB,1,1,1,3
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,1,1,0,2
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Green Party,GRE,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Working Class Party,WCP,4,0,0,4
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Over Vote Count,,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",Straight Party,,Under Vote Count,,270,167,28,465
Saginaw,"City of Zilwaukee, Precinct 1",President,,Kamala D. Harris,DEM,184,172,15,371
Saginaw,"City of Zilwaukee, Precinct 1",President,,Donald J. Trump,REP,364,131,34,529
Saginaw,"City of Zilwaukee, Precinct 1",President,,Chase Oliver,LIB,2,1,0,3
Saginaw,"City of Zilwaukee, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",President,,Jill Stein,GRE,3,0,0,3
Saginaw,"City of Zilwaukee, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,5,0,0,5
Saginaw,"City of Zilwaukee, Precinct 1",President,,Joseph Kishore,NPA,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",President,,Cornel West,NPA,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",President,,Write-in,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",President,,Peter Sonski,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",President,,Over Vote Count,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",President,,Under Vote Count,,0,4,0,4
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,193,173,15,381
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Mike Rogers,REP,334,122,33,489
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,7,1,0,8
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Dave Stein,UST,5,1,0,6
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,9,0,0,9
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,2,0,4
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Write-in,,1,1,0,2
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",U.S. Senate,,Under Vote Count,,9,8,1,18
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,218,179,15,412
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Paul Junge,REP,291,110,33,434
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Steve Barcelo,LIB,12,2,0,14
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,James Allen Little,UST,7,2,0,9
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Jim Casha,GRE,2,0,0,2
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,14,2,0,16
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Write-in,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Over Vote Count,,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",U.S. House,8,Under Vote Count,,15,13,1,29
Saginaw,"City of Zilwaukee, Precinct 1",State House,97,Mark Putnam,DEM,182,161,14,357
Saginaw,"City of Zilwaukee, Precinct 1",State House,97,Matthew Bierlein,REP,351,122,33,506
Saginaw,"City of Zilwaukee, Precinct 1",State House,97,Write-in,,2,1,0,3
Saginaw,"City of Zilwaukee, Precinct 1",State House,97,Over Vote Count,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",State House,97,Under Vote Count,,25,24,2,51
Saginaw,"City of Zilwaukee, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,321,213,19,553
Saginaw,"City of Zilwaukee, Precinct 1",Prosecuting Attorney,,Write-in,,26,3,4,33
Saginaw,"City of Zilwaukee, Precinct 1",Prosecuting Attorney,,Over Vote Count,,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",Prosecuting Attorney,,Under Vote Count,,212,92,26,330
Saginaw,"City of Zilwaukee, Precinct 1",Sheriff,,William L. Federspiel,DEM,278,202,15,495
Saginaw,"City of Zilwaukee, Precinct 1",Sheriff,,Jason Wise,REP,267,95,32,394
Saginaw,"City of Zilwaukee, Precinct 1",Sheriff,,Write-in,,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",Sheriff,,Over Vote Count,,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",Sheriff,,Under Vote Count,,13,11,2,26
Saginaw,"City of Zilwaukee, Precinct 1",County Clerk,,Vanessa Guerra,DEM,331,206,18,555
Saginaw,"City of Zilwaukee, Precinct 1",County Clerk,,Write-in,,31,5,4,40
Saginaw,"City of Zilwaukee, Precinct 1",County Clerk,,Over Vote Count,,1,0,0,1
Saginaw,"City of Zilwaukee, Precinct 1",County Clerk,,Under Vote Count,,197,97,27,321
Saginaw,"City of Zilwaukee, Precinct 1",County Treasurer,,Timothy Novak,DEM,335,208,18,561
Saginaw,"City of Zilwaukee, Precinct 1",County Treasurer,,Write-in,,29,5,4,38
Saginaw,"City of Zilwaukee, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",County Treasurer,,Under Vote Count,,196,95,27,318
Saginaw,"City of Zilwaukee, Precinct 1",Register of Deeds,,Katie Albosta Kelly,DEM,331,206,18,555
Saginaw,"City of Zilwaukee, Precinct 1",Register of Deeds,,Write-in,,26,4,3,33
Saginaw,"City of Zilwaukee, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"City of Zilwaukee, Precinct 1",Register of Deeds,,Under Vote Count,,203,98,28,329
Saginaw,"Albee Township, Precinct 1",Ballots Cast,,,,1111,0,53,1164
Saginaw,"Albee Township, Precinct 1",Straight Party,,Democratic Party,DEM,204,0,13,217
Saginaw,"Albee Township, Precinct 1",Straight Party,,Republican Party,REP,366,0,20,386
Saginaw,"Albee Township, Precinct 1",Straight Party,,Libertarian Party,LIB,2,0,0,2
Saginaw,"Albee Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,2,0,0,2
Saginaw,"Albee Township, Precinct 1",Straight Party,,Green Party,GRE,1,0,0,1
Saginaw,"Albee Township, Precinct 1",Straight Party,,Working Class Party,WCP,11,0,0,11
Saginaw,"Albee Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"Albee Township, Precinct 1",Straight Party,,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",Straight Party,,Under Vote Count,,525,0,20,545
Saginaw,"Albee Township, Precinct 1",President,,Kamala D. Harris,DEM,330,0,19,349
Saginaw,"Albee Township, Precinct 1",President,,Donald J. Trump,REP,756,0,34,790
Saginaw,"Albee Township, Precinct 1",President,,Chase Oliver,LIB,5,0,0,5
Saginaw,"Albee Township, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Saginaw,"Albee Township, Precinct 1",President,,Jill Stein,GRE,3,0,0,3
Saginaw,"Albee Township, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,6,0,0,6
Saginaw,"Albee Township, Precinct 1",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"Albee Township, Precinct 1",President,,Cornel West,NPA,3,0,0,3
Saginaw,"Albee Township, Precinct 1",President,,Write-in,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",President,,Peter Sonski,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",President,,Over Vote Count,,1,0,0,1
Saginaw,"Albee Township, Precinct 1",President,,Under Vote Count,,6,0,0,6
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,354,0,19,373
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,686,0,32,718
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,9,0,0,9
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Dave Stein,UST,12,0,1,13
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,4,0,1,5
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,6,0,0,6
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Write-in,,3,0,0,3
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",U.S. Senate,,Under Vote Count,,37,0,0,37
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,377,0,20,397
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Paul Junge,REP,642,0,29,671
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Steve Barcelo,LIB,12,0,2,14
Saginaw,"Albee Township, Precinct 1",U.S. House,8,James Allen Little,UST,8,0,2,10
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Jim Casha,GRE,4,0,0,4
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,28,0,0,28
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Write-in,,3,0,0,3
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",U.S. House,8,Under Vote Count,,37,0,0,37
Saginaw,"Albee Township, Precinct 1",State House,93,Kevin C. Seamon,DEM,325,0,19,344
Saginaw,"Albee Township, Precinct 1",State House,93,Tim Kelly,REP,706,0,34,740
Saginaw,"Albee Township, Precinct 1",State House,93,Write-in,,4,0,0,4
Saginaw,"Albee Township, Precinct 1",State House,93,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",State House,93,Under Vote Count,,76,0,0,76
Saginaw,"Albee Township, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,542,0,27,569
Saginaw,"Albee Township, Precinct 1",Prosecuting Attorney,,Write-in,,39,0,3,42
Saginaw,"Albee Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,530,0,23,553
Saginaw,"Albee Township, Precinct 1",Sheriff,,William L. Federspiel,DEM,486,0,21,507
Saginaw,"Albee Township, Precinct 1",Sheriff,,Jason Wise,REP,562,0,31,593
Saginaw,"Albee Township, Precinct 1",Sheriff,,Write-in,,2,0,0,2
Saginaw,"Albee Township, Precinct 1",Sheriff,,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",Sheriff,,Under Vote Count,,61,0,1,62
Saginaw,"Albee Township, Precinct 1",County Clerk,,Vanessa Guerra,DEM,563,0,27,590
Saginaw,"Albee Township, Precinct 1",County Clerk,,Write-in,,39,0,3,42
Saginaw,"Albee Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",County Clerk,,Under Vote Count,,509,0,23,532
Saginaw,"Albee Township, Precinct 1",County Treasurer,,Timothy Novak,DEM,577,0,26,603
Saginaw,"Albee Township, Precinct 1",County Treasurer,,Write-in,,38,0,3,41
Saginaw,"Albee Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",County Treasurer,,Under Vote Count,,496,0,24,520
Saginaw,"Albee Township, Precinct 1",Register of Deeds,,Katie Albosta Kelly,DEM,576,0,26,602
Saginaw,"Albee Township, Precinct 1",Register of Deeds,,Write-in,,38,0,3,41
Saginaw,"Albee Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"Albee Township, Precinct 1",Register of Deeds,,Under Vote Count,,497,0,24,521
Saginaw,"Birch Run Township, Precinct 1",Ballots Cast,,,,1551,1156,163,2870
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Democratic Party,DEM,146,280,15,441
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Republican Party,REP,573,315,65,953
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Libertarian Party,LIB,5,2,0,7
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,1,2,0,3
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Green Party,GRE,3,0,0,3
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Working Class Party,WCP,10,2,1,13
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Natural Law Party,NLP,1,0,0,1
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Over Vote Count,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",Straight Party,,Under Vote Count,,812,555,82,1449
Saginaw,"Birch Run Township, Precinct 1",President,,Kamala D. Harris,DEM,325,517,32,874
Saginaw,"Birch Run Township, Precinct 1",President,,Donald J. Trump,REP,1189,613,128,1930
Saginaw,"Birch Run Township, Precinct 1",President,,Chase Oliver,LIB,15,5,2,22
Saginaw,"Birch Run Township, Precinct 1",President,,Randall Terry,UST,0,1,1,2
Saginaw,"Birch Run Township, Precinct 1",President,,Jill Stein,GRE,7,2,0,9
Saginaw,"Birch Run Township, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,8,6,0,14
Saginaw,"Birch Run Township, Precinct 1",President,,Joseph Kishore,NPA,1,0,0,1
Saginaw,"Birch Run Township, Precinct 1",President,,Cornel West,NPA,1,0,0,1
Saginaw,"Birch Run Township, Precinct 1",President,,Write-in,,2,3,0,5
Saginaw,"Birch Run Township, Precinct 1",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",President,,Peter Sonski,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",President,,Over Vote Count,,0,1,0,1
Saginaw,"Birch Run Township, Precinct 1",President,,Under Vote Count,,3,8,0,11
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,343,533,35,911
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,1127,581,124,1832
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,18,5,1,24
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Dave Stein,UST,10,10,0,20
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,6,2,0,8
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,8,0,0,8
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Write-in,,7,3,0,10
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"Birch Run Township, Precinct 1",U.S. Senate,,Under Vote Count,,32,22,3,57
Saginaw,"Birch Run Township, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,413,538,37,988
Saginaw,"Birch Run Township, Precinct 1",U.S. House,8,Paul Junge,REP,1005,548,117,1670
Saginaw,"Birch Run Township, Precinct 1",U.S. House,8,Steve Barcelo,LIB,31,10,4,45
Saginaw,"Birch Run Township, Precinct 1",U.S. House,8,James Allen Little,UST,9,13,0,22
Saginaw,"Birch Run Township, Precinct 1",U.S. House,8,Jim Casha,GRE,10,3,0,13
Saginaw,"Birch Run Township, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,38,14,2,54
