county,precinct,office,district,candidate,party,early_voting,avcb,election_day,votes
Hillsdale,"Somerset Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,"Justin A. Gardella, II",,12,25,35,72
Hillsdale,"Somerset Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Melissa K. Harris,,21,49,50,120
Hillsdale,"Somerset Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Teresa Ann Keck,,22,45,58,125
Hillsdale,"Somerset Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Donald Lawless,,22,31,79,132
Hillsdale,"Somerset Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Brittney Wagler,,39,68,88,195
Hillsdale,"Somerset Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Lisa Wallace,,26,48,59,133
Hillsdale,"Somerset Township, Precinct 1",Board Member Addison Community Schools Regular Term Ending 12/31/2030,,Lauren Bailey,,56,139,144,339
Hillsdale,"Somerset Township, Precinct 1",Board Member Addison Community Schools Regular Term Ending 12/31/2028,,Kim Ford,,59,141,138,338
Hillsdale,"Somerset Township, Precinct 1",Board Member Columbia School District,,Tim Creech,,0,0,0,0
Hillsdale,"Somerset Township, Precinct 1",Board Member Columbia School District,,Tiffany Flinn,,0,0,1,1
Hillsdale,"Somerset Township, Precinct 1",Board Member Columbia School District,,Mark Holbert,,0,0,1,1
Hillsdale,"Somerset Township, Precinct 1",Board Member Hanover-Horton School District,,Leon Densmore,,32,71,68,171
Hillsdale,"Somerset Township, Precinct 1",Board Member Hanover-Horton School District,,Kristin Flick,,39,75,75,189
Hillsdale,"Somerset Township, Precinct 1",North Adams-Jerome Public Schools Sinking Fund Millage Proposal,,Yes,,24,85,94,203
Hillsdale,"Somerset Township, Precinct 1",North Adams-Jerome Public Schools Sinking Fund Millage Proposal,,No,,40,52,86,178
Hillsdale,"Somerset Township, Precinct 2",Registered Voters,,,,,,,1948
Hillsdale,"Somerset Township, Precinct 2",Ballots Cast,,,,,,,1562
Hillsdale,"Somerset Township, Precinct 2",Straight Party,,Democratic Party,DEM,15,165,78,258
Hillsdale,"Somerset Township, Precinct 2",Straight Party,,Republican Party,REP,115,194,326,635
Hillsdale,"Somerset Township, Precinct 2",Straight Party,,Libertarian Party,LIB,0,0,1,1
Hillsdale,"Somerset Township, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",Straight Party,,Green Party,GRN,1,1,1,3
Hillsdale,"Somerset Township, Precinct 2",Straight Party,,Working Class Party,WCP,1,1,0,2
Hillsdale,"Somerset Township, Precinct 2",Straight Party,,Natural Law Party,NLP,0,1,0,1
Hillsdale,"Somerset Township, Precinct 2",President,,Kamala Harris Tim Walz,DEM,36,283,167,486
Hillsdale,"Somerset Township, Precinct 2",President,,Donald J. Trump JD Vance,REP,194,308,546,"1,048"
Hillsdale,"Somerset Township, Precinct 2",President,,Chase Oliver Mike ter Maat,LIB,0,0,2,2
Hillsdale,"Somerset Township, Precinct 2",President,,Randall Terry Stephen E. Broden,UST,0,0,1,1
Hillsdale,"Somerset Township, Precinct 2",President,,Jill Stein Rudolph Ware,GRN,1,3,0,4
Hillsdale,"Somerset Township, Precinct 2",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,0,5,5,10
Hillsdale,"Somerset Township, Precinct 2",President,,Joseph Kishore Jerry White,,1,0,1,2
Hillsdale,"Somerset Township, Precinct 2",President,,Cornel West Melina Abdullah,,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,Cherunda Lynn Fox (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,Claudia De la Cruz (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,Jay J. Bowman (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,Peter Sonski (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Elissa Slotkin,DEM,40,287,176,503
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Mike Rogers,REP,187,289,521,997
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,0,4,4,8
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Dave Stein,UST,2,5,5,12
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,0,2,1,3
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,1,4,2,7
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,James Chapman (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",U.S. House,5,Libbi Urban,DEM,31,261,155,447
Hillsdale,"Somerset Township, Precinct 2",U.S. House,5,Tim Walberg,REP,189,313,540,"1,042"
Hillsdale,"Somerset Township, Precinct 2",U.S. House,5,James Bronke,GRN,6,10,7,23
Hillsdale,"Somerset Township, Precinct 2",State House,35,Don Hicks,DEM,29,267,147,443
Hillsdale,"Somerset Township, Precinct 2",State House,35,Jennifer Wortz,REP,195,302,539,"1,036"
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Theodore Jones,DEM,27,248,141,416
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Adam Frederick Zemke,DEM,26,239,120,385
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Tom McMillin,REP,176,269,482,927
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Nikki Snyder,REP,171,288,483,942
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Scotty Boman,LIB,6,10,15,31
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Ted Gerrard,UST,2,4,5,11
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Christine C. Schwartz,UST,2,7,4,13
Hillsdale,"Somerset Township, Precinct 2",Member of the State Board of Education,,Mary Anne Hering,WCP,9,19,30,58
Hillsdale,"Somerset Township, Precinct 2",Regent of the University of Michigan,,Denise Ilitch,DEM,31,256,141,428
Hillsdale,"Somerset Township, Precinct 2",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,30,241,131,402
Hillsdale,"Somerset Township, Precinct 2",Regent of the University of Michigan,,Carl Meyers,REP,174,290,500,964
Hillsdale,"Somerset Township, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,REP,164,261,430,855
Hillsdale,"Somerset Township, Precinct 2",Regent of the University of Michigan,,Andrew Chadderdon,LIB,7,12,20,39
Hillsdale,"Somerset Township, Precinct 2",Regent of the University of Michigan,,Donna M. Oetman,UST,8,13,18,39
Hillsdale,"Somerset Township, Precinct 2",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,32,247,142,421
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,"Thomas Stallworth, III",DEM,27,231,120,378
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,Mike Balow,REP,172,278,479,929
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,Julie Maday,REP,170,287,451,908
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,Grant T. Baker,LIB,2,11,17,30
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,Janet M. Sanger,UST,3,9,17,29
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,John Paul Sanger,UST,3,4,9,16
Hillsdale,"Somerset Township, Precinct 2",Trustee of Michigan State University,,John Anthony La Pietra,GRN,3,6,5,14
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Rasha Demashkieh,DEM,30,227,119,376
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Mark T. Gaffney,DEM,26,234,131,391
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Michael Busuito,REP,166,280,464,910
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Sunny Reddy,REP,168,279,459,906
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Farid Ishac,LIB,5,6,11,22
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,"William Mohr, II",UST,4,5,11,20
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Sami Makhoul,GRN,0,6,2,8
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Suzanne Roehrig,WCP,5,11,11,27
Hillsdale,"Somerset Township, Precinct 2",Governor of Wayne State University,,Kathleen Oakford,NLP,1,8,7,16
Hillsdale,"Somerset Township, Precinct 2",Prosecuting Attorney,,Jamie Wisniewski,REP,196,343,578,"1,117"
Hillsdale,"Somerset Township, Precinct 2",Sheriff,,Scott Hodshire,REP,197,344,583,"1,124"
Hillsdale,"Somerset Township, Precinct 2",Clerk,,Abe Dane,REP,194,340,569,"1,103"
Hillsdale,"Somerset Township, Precinct 2",Treasurer,,Stephenie Kyser,REP,197,338,570,"1,105"
Hillsdale,"Somerset Township, Precinct 2",Register of Deeds,,Nick Wheeler,REP,195,335,568,"1,098"
Hillsdale,"Somerset Township, Precinct 2",County Road Commissioner,,Mark Kline,REP,184,321,531,"1,036"
Hillsdale,"Somerset Township, Precinct 2",County Road Commissioner,,Michael Parney,REP,178,310,502,990
Hillsdale,"Somerset Township, Precinct 2",County Road Commissioner Partial Term Ending 12/31/2026,,Kathy Schmitt,REP,197,332,571,"1,100"
Hillsdale,"Somerset Township, Precinct 2",Drain Commissioner,,Matt Word,REP,196,330,564,"1,090"
Hillsdale,"Somerset Township, Precinct 2",Surveyor,,Michael Lodzinski,REP,199,337,569,"1,105"
Hillsdale,"Somerset Township, Precinct 2",County Commissioner 5th District,,Mary Lou Rolak,DEM,32,254,151,437
Hillsdale,"Somerset Township, Precinct 2",County Commissioner 5th District,,Brent A. Leininger,REP,184,288,510,982
Hillsdale,"Somerset Township, Precinct 2",Supervisor,,Tim Shaw,REP,190,337,578,"1,105"
Hillsdale,"Somerset Township, Precinct 2",Supervisor,,Mary Jo Meints (W),,5,6,12,23
Hillsdale,"Somerset Township, Precinct 2",Clerk,,Sharon Uyttenhove,REP,200,339,572,"1,111"
Hillsdale,"Somerset Township, Precinct 2",Treasurer,,Janet O'Shaughnessey,DEM,82,319,316,717
Hillsdale,"Somerset Township, Precinct 2",Trustee,,Steve Meckley,REP,195,353,589,"1,137"
Hillsdale,"Somerset Township, Precinct 2",Trustee,,Daniel Ray Stevick (W),,2,2,23,27
Hillsdale,"Somerset Township, Precinct 2",Trustee,,David Matthew Pumfrey (W),,2,2,21,25
Hillsdale,"Somerset Township, Precinct 2",Trustee,,Matthew James Marvin (W),,7,4,9,20
Hillsdale,"Somerset Township, Precinct 2",Justice of Supreme Court 8 Year Term,,Andrew Fink,,110,188,324,622
Hillsdale,"Somerset Township, Precinct 2",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,51,209,170,430
Hillsdale,"Somerset Township, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,59,223,248,530
Hillsdale,"Somerset Township, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,89,163,212,464
Hillsdale,"Somerset Township, Precinct 2",Judge of Court of Appeals 1st District Incumbent Position,,Kirsten Frank Kelly,,90,246,285,621
Hillsdale,"Somerset Township, Precinct 2",Judge of Court of Appeals 1st District Incumbent Position,,Michael J. Riordan,,81,193,267,541
Hillsdale,"Somerset Township, Precinct 2",Judge of Probate Court Incumbent Position,,Michelle A. Bianchi,,113,256,386,755
Hillsdale,"Somerset Township, Precinct 2",Board Member North Adams-Jerome Public Schools,,"Justin A. Gardella, II",,2,2,7,11
Hillsdale,"Somerset Township, Precinct 2",Board Member North Adams-Jerome Public Schools,,Melissa K. Harris,,4,2,2,8
Hillsdale,"Somerset Township, Precinct 2",Board Member North Adams-Jerome Public Schools,,Teresa Ann Keck,,4,2,7,13
Hillsdale,"Somerset Township, Precinct 2",Board Member North Adams-Jerome Public Schools,,Donald Lawless,,4,1,4,9
Hillsdale,"Somerset Township, Precinct 2",Board Member North Adams-Jerome Public Schools,,Brittney Wagler,,2,7,11,20
Hillsdale,"Somerset Township, Precinct 2",Board Member North Adams-Jerome Public Schools,,Lisa Wallace,,5,4,4,13
Hillsdale,"Somerset Township, Precinct 2",Board Member Addison Community Schools Regular Term Ending 12/31/2030,,Lauren Bailey,,106,259,393,758
Hillsdale,"Somerset Township, Precinct 2",Board Member Addison Community Schools Regular Term Ending 12/31/2028,,Kim Ford,,109,261,384,754
Hillsdale,"Somerset Township, Precinct 2",Board Member Columbia School District,,Tim Creech,,1,2,13,16
Hillsdale,"Somerset Township, Precinct 2",Board Member Columbia School District,,Tiffany Flinn,,1,1,5,7
Hillsdale,"Somerset Township, Precinct 2",Board Member Columbia School District,,Mark Holbert,,2,3,4,9
Hillsdale,"Somerset Township, Precinct 2",North Adams-Jerome Public Schools Sinking Fund Millage Proposal,,Yes,,2,6,10,18
Hillsdale,"Somerset Township, Precinct 2",North Adams-Jerome Public Schools Sinking Fund Millage Proposal,,No,,12,10,12,34
Hillsdale,"Wheatland Township, Precinct 1",Registered Voters,,,,,,,935
Hillsdale,"Wheatland Township, Precinct 1",Ballots Cast,,,,,,,758
Hillsdale,"Wheatland Township, Precinct 1",Straight Party,,Democratic Party,DEM,19,0,75,94
Hillsdale,"Wheatland Township, Precinct 1",Straight Party,,Republican Party,REP,57,0,269,326
Hillsdale,"Wheatland Township, Precinct 1",Straight Party,,Libertarian Party,LIB,2,0,2,4
Hillsdale,"Wheatland Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",Straight Party,,Green Party,GRN,0,0,1,1
Hillsdale,"Wheatland Township, Precinct 1",Straight Party,,Working Class Party,WCP,0,0,5,5
Hillsdale,"Wheatland Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,Kamala Harris Tim Walz,DEM,30,0,146,176
Hillsdale,"Wheatland Township, Precinct 1",President,,Donald J. Trump JD Vance,REP,86,0,476,562
Hillsdale,"Wheatland Township, Precinct 1",President,,Chase Oliver Mike ter Maat,LIB,1,0,2,3
Hillsdale,"Wheatland Township, Precinct 1",President,,Randall Terry Stephen E. Broden,UST,0,0,2,2
Hillsdale,"Wheatland Township, Precinct 1",President,,Jill Stein Rudolph Ware,GRN,0,0,3,3
Hillsdale,"Wheatland Township, Precinct 1",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,0,0,2,2
Hillsdale,"Wheatland Township, Precinct 1",President,,Joseph Kishore Jerry White,,0,0,1,1
Hillsdale,"Wheatland Township, Precinct 1",President,,Cornel West Melina Abdullah,,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,Claudia De la Cruz (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,Peter Sonski (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,29,0,145,174
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,83,0,458,541
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,2,0,8,10
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Dave Stein,UST,2,0,14,16
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,0,0,2,2
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,0,0,3,3
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",U.S. House,5,Libbi Urban,DEM,24,0,128,152
Hillsdale,"Wheatland Township, Precinct 1",U.S. House,5,Tim Walberg,REP,93,0,484,577
Hillsdale,"Wheatland Township, Precinct 1",U.S. House,5,James Bronke,GRN,0,0,9,9
Hillsdale,"Wheatland Township, Precinct 1",State House,35,Don Hicks,DEM,24,0,144,168
Hillsdale,"Wheatland Township, Precinct 1",State House,35,Jennifer Wortz,REP,91,0,462,553
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,28,0,119,147
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,26,0,114,140
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,78,0,397,475
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,82,0,395,477
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,2,0,19,21
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,0,0,13,13
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,0,0,18,18
Hillsdale,"Wheatland Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,3,0,31,34
Hillsdale,"Wheatland Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,28,0,118,146
Hillsdale,"Wheatland Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,26,0,116,142
Hillsdale,"Wheatland Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,84,0,422,506
Hillsdale,"Wheatland Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,74,0,367,441
Hillsdale,"Wheatland Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,3,0,23,26
Hillsdale,"Wheatland Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,2,0,30,32
Hillsdale,"Wheatland Township, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,28,0,116,144
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,"Thomas Stallworth, III",DEM,25,0,102,127
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,84,0,386,470
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,77,0,387,464
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,2,0,23,25
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,0,0,20,20
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,0,0,11,11
Hillsdale,"Wheatland Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,0,0,11,11
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,26,0,105,131
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,26,0,107,133
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,81,0,388,469
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,77,0,387,464
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,2,0,15,17
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,"William Mohr, II",UST,1,0,14,15
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,0,0,2,2
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,2,0,31,33
Hillsdale,"Wheatland Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,0,0,13,13
Hillsdale,"Wheatland Township, Precinct 1",Prosecuting Attorney,,Jamie Wisniewski,REP,94,0,499,593
Hillsdale,"Wheatland Township, Precinct 1",Sheriff,,Scott Hodshire,REP,93,0,511,604
Hillsdale,"Wheatland Township, Precinct 1",Clerk,,Abe Dane,REP,95,0,505,600
Hillsdale,"Wheatland Township, Precinct 1",Treasurer,,Stephenie Kyser,REP,93,0,501,594
Hillsdale,"Wheatland Township, Precinct 1",Register of Deeds,,Nick Wheeler,REP,92,0,501,593
Hillsdale,"Wheatland Township, Precinct 1",County Road Commissioner,,Mark Kline,REP,87,0,472,559
Hillsdale,"Wheatland Township, Precinct 1",County Road Commissioner,,Michael Parney,REP,89,0,430,519
Hillsdale,"Wheatland Township, Precinct 1",County Road Commissioner Partial Term Ending 12/31/2026,,Kathy Schmitt,REP,94,0,488,582
Hillsdale,"Wheatland Township, Precinct 1",Drain Commissioner,,Matt Word,REP,93,0,492,585
Hillsdale,"Wheatland Township, Precinct 1",Surveyor,,Michael Lodzinski,REP,95,0,491,586
Hillsdale,"Wheatland Township, Precinct 1",County Commissioner 5th District,,Mary Lou Rolak,DEM,27,0,152,179
Hillsdale,"Wheatland Township, Precinct 1",County Commissioner 5th District,,Brent A. Leininger,REP,84,0,444,528
Hillsdale,"Wheatland Township, Precinct 1",Supervisor,,David Stone,REP,95,0,488,583
Hillsdale,"Wheatland Township, Precinct 1",Clerk,,Dawn J. Johnson,REP,98,0,522,620
Hillsdale,"Wheatland Township, Precinct 1",Treasurer,,Laticia Letherer,REP,96,0,507,603
Hillsdale,"Wheatland Township, Precinct 1",Trustee,,Matt Dillon,REP,92,0,484,576
Hillsdale,"Wheatland Township, Precinct 1",Trustee,,Mark Reister,REP,87,0,435,522
Hillsdale,"Wheatland Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,51,0,301,352
Hillsdale,"Wheatland Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,35,0,175,210
Hillsdale,"Wheatland Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,36,0,177,213
Hillsdale,"Wheatland Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,44,0,254,298
Hillsdale,"Wheatland Township, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Kirsten Frank Kelly,,46,0,284,330
Hillsdale,"Wheatland Township, Precinct 1",Judge of Court of Appeals 1st District Incumbent Position,,Michael J. Riordan,,54,0,254,308
Hillsdale,"Wheatland Township, Precinct 1",Judge of Probate Court Incumbent Position,,Michelle A. Bianchi,,63,0,381,444
Hillsdale,"Wheatland Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,"Justin A. Gardella, II",,3,0,16,19
Hillsdale,"Wheatland Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Melissa K. Harris,,7,0,29,36
Hillsdale,"Wheatland Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Teresa Ann Keck,,6,0,30,36
Hillsdale,"Wheatland Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Donald Lawless,,8,0,29,37
Hillsdale,"Wheatland Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Brittney Wagler,,12,0,48,60
Hillsdale,"Wheatland Township, Precinct 1",Board Member North Adams-Jerome Public Schools,,Lisa Wallace,,7,0,33,40
Hillsdale,"Wheatland Township, Precinct 1",Board Member Pittsford Area Schools,,Stacy G. Gamble,,14,0,91,105
Hillsdale,"Wheatland Township, Precinct 1",Board Member Pittsford Area Schools,,Nathan Wickard,,12,0,81,93
Hillsdale,"Wheatland Township, Precinct 1",Board Member Pittsford Area Schools Partial Term Ending 12/31/2026,,Jacob Wayne Drawe (W),,0,0,0,0
Hillsdale,"Wheatland Township, Precinct 1",Board Member Addison Community Schools Regular Term Ending 12/31/2030,,Lauren Bailey,,25,0,141,166
Hillsdale,"Wheatland Township, Precinct 1",Board Member Addison Community Schools Regular Term Ending 12/31/2028,,Kim Ford,,25,0,137,162
Hillsdale,"Wheatland Township, Precinct 1",Board Member Hudson Area Schools,,Jason Borck,,8,0,84,92
Hillsdale,"Wheatland Township, Precinct 1",Board Member Hudson Area Schools,,Michelle I. Jedele,,8,0,43,51
Hillsdale,"Wheatland Township, Precinct 1",Board Member Hudson Area Schools,,Tyler Mattison,,5,0,43,48
Hillsdale,"Wheatland Township, Precinct 1",Board Member Hudson Area Schools Partial Term Ending 12/31/2028,,Ryan M. Isenhower,,8,0,74,82
Hillsdale,"Wheatland Township, Precinct 1",Board Member Hudson Area Schools Partial Term Ending 12/31/2028,,Claude J. Rowley,,5,0,38,43
Hillsdale,"Wheatland Township, Precinct 1",North Adams-Jerome Public Schools Sinking Fund Millage Proposal,,Yes,,9,0,33,42
Hillsdale,"Wheatland Township, Precinct 1",North Adams-Jerome Public Schools Sinking Fund Millage Proposal,,No,,16,0,55,71
Hillsdale,"Woodbridge Township, Precinct 1",Registered Voters,,,,,,,705
Hillsdale,"Woodbridge Township, Precinct 1",Ballots Cast,,,,,,,529
Hillsdale,"Woodbridge Township, Precinct 1",Straight Party,,Democratic Party,DEM,3,0,33,36
Hillsdale,"Woodbridge Township, Precinct 1",Straight Party,,Republican Party,REP,45,0,266,311
Hillsdale,"Woodbridge Township, Precinct 1",Straight Party,,Libertarian Party,LIB,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,1,1
Hillsdale,"Woodbridge Township, Precinct 1",Straight Party,,Green Party,GRN,0,0,1,1
Hillsdale,"Woodbridge Township, Precinct 1",Straight Party,,Working Class Party,WCP,0,0,3,3
Hillsdale,"Woodbridge Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,Kamala Harris Tim Walz,DEM,6,0,65,71
Hillsdale,"Woodbridge Township, Precinct 1",President,,Donald J. Trump JD Vance,REP,69,0,385,454
Hillsdale,"Woodbridge Township, Precinct 1",President,,Chase Oliver Mike ter Maat,LIB,0,0,1,1
Hillsdale,"Woodbridge Township, Precinct 1",President,,Randall Terry Stephen E. Broden,UST,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,Jill Stein Rudolph Ware,GRN,0,0,1,1
Hillsdale,"Woodbridge Township, Precinct 1",President,,"Robert F. Kennedy, Jr. Nicole Shanahan",NLP,0,0,2,2
Hillsdale,"Woodbridge Township, Precinct 1",President,,Joseph Kishore Jerry White,,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,Cornel West Melina Abdullah,,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,Claudia De la Cruz (W),,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,Peter Sonski (W),,0,0,0,0
Hillsdale,"Woodbridge Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,8,0,73,81
