county,office,district,party,last,first,middle,suffix,votes
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,REP,Forlini,Tony,,,1184
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,7184
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,REP,Pavlov,Phillip,,,7277
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,REP,Sanborn,Alan,,,1530
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,REP,VanAssche,David,J.,,1245
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,4988
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,REP,Forlini,Tony,,,270
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,2722
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,REP,Pavlov,Phillip,,,2253
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,REP,Sanborn,Alan,,,803
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,REP,VanAssche,David,J.,,280
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,688
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,REP,Forlini,Tony,,,145
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,1611
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,REP,Pavlov,Phillip,,,1399
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,REP,Sanborn,Alan,,,288
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,REP,VanAssche,David,J.,,214
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,864
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,REP,Trott,David,A.,,34791
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,DEM,Kumar,Anil,,,17653
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,REP,Trott,David,A.,,16430
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,DEM,Kumar,Anil,,,11696
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,REP,Jones,Jeff,,,3568
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,DEM,Dingell,Debbie,,,24431
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,REP,Jones,Jeff,,,11547
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,DEM,Dingell,Debbie,,,30615
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,REP,Gorman,Jeff,,,4894
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,DEM,"Conyers, Jr.",John,,,30971
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,DEM,Winfrey,Janice,,,19965
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,REP,Klausner,Howard,,,7977
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,DEM,Lawrence,Brenda,L.,,25524
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,DEM,Morrison,Terrance,,,1154
OAKLAND,14th District Representative in Congress 2 Year Term (1) Position,,DEM,Moss,Vanessa,,,2296
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,REP,Klausner,Howard,,,2987
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,DEM,Lawrence,Brenda,L.,,30020
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,DEM,Morrison,Terrance,,,1616
WAYNE,14th District Representative in Congress 2 Year Term (1) Position,,DEM,Moss,Vanessa,,,2957
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,REP,Franklin,Keith,,,1942
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,"Cole, Jr.",James,,,1327
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,Conyers,Ian,,,6063
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,"Durhal, Jr.",Fred,,,4482
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,Holmes,Patricia,A.,,1362
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,Olive,Vanessa,Simpson,,773
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,Pinkins,Carron,L.,,1104
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,Rayner,Ralph,R.,,602
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,Scott,H.,Helena,,1272
WAYNE,4th District State Senator Partial Term Ending 01/01/2019 (1) Position Files In WAYNE County,,DEM,Worthy,Howard,,,581
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Broman,William,,,1529
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Amos,Kameshea,M.,,211
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Banks,Brian,R.,,3293
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Gilchrist,Corey,J.,,218
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Hollowell,Keith,,,407
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Sossi,Pamela,,,2618
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Youson,Washington,,,573
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,REP,Augustine,Molly,,,414
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,REP,Murray,Anthony,Matthew,,679
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,DEM,Bell,Willie,,,1330
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,DEM,Henner,Jeremy,,,1217
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,DEM,Hunt,Angles,L.,,120
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,DEM,Jones,E.,Regina,,178
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,DEM,Scott,Bettie,Cook,,1655
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,DEM,Tate,Joseph,,,1057
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County (RECOUNT),,DEM,Tinsley-Smith,Carla,,Formerly: Carla Louise Smith,1638
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Brodersen,John,,,61
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Bonner-Archer,April,,,756
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Byrd,Wendell,L.,,3136
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Foster,Burgess,,,357
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,McKinney,Donavan,,,1059
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Mitchell,Damian,Christian,,172
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Qualls,Lee,,,140
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Williams,Al,,,1285
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Schonert,Matt,,,125
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Bell,Charles,A.,,362
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Hassan,Mohammed,,,318
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Jones,Quincy,,,1175
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Motley,Jumar,,,157
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Robinson,Rose Mary,C.,,3238
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Russell,Tracy,,,267
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Shaw,Abraham,,,76
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Patterson,Dorthy,,,59
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Durhal,Fred,,,2250
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Johnson,Cynthia,A.,,1670
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Pollard,Attie,,,115
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Black,Dennis,L.,,559
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Chang,Stephanie,,,5271
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Jackson,Deirdre,,,505
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,"Malone, Jr.",Donnie,N.,,109
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Redding,Dwayne,,,139
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Sanchez,David,,,485
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Walker-Keith,Casondria,,,376
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Barr,Gina,Alicia,,36
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Garrett,LaTanya,,,6503
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Thompson,Bernard,,,1406
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Rynicki,Jennifer,,,84
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Gay-Dagnogo,Sherry,,,7195
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Stephens,James,,,121
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Carter,Annie,,,151
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Morris,Tijuana,,,193
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Murphy,Alicia,,,242
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Phillips,William,,,95
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Pollard,Gary,S.,,1835
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Ross,Regina,,,536
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Santana,Sylvia,,,2972
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Brang,William,,,648
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Cavanagh,Mary,,,2160
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Jefferson,Elizabeth,,,403
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Love,Leslie,,,6236
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Mazur,Mary,,,553
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Pope,Robert,,,688
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Prosser,Dale,,,596
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Jones,Jewell,,,3462
WAYNE,12th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Soderquist,Erik,,,1394
WAYNE,12th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Geiss,Erika,,,4013
WAYNE,12th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Martell,Edward,F.,,1216
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Spencer,Annie,L.,,1864
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Liberati,Frank,,,3712
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Reed,Rebecca,,,1338
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Stasik,Darrell,,,1501
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Chicoine,Jeff,,,1282
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Clemente,Cara,,,2397
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Maranian,John,Anthony,,228
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Peric,Daniela,,,657
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Gerin,Terrance,Guido,,1033
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Johnson,Richard,B.,,705
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Sophiea,Paul,E.,,979
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Alsahoury,Norman,B.,,42
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Hammoud,Abdullah,,,3477
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,McDonald,Roxanne,,,1861
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Shami,Alex,,,145
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Stone,Brian,,,2641
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Zeidan,Jacklin,,,957
WAYNE,16th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Gaffka,Pat,,,683
WAYNE,16th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Morrow,Matthew,,,1093
WAYNE,16th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Kosowski,Robert,L.,,4985
MONROE,17th District Representative in State Legislature 2 Year Term (1) Position,,REP,"Bellino, Jr.",Joseph,,,2283
MONROE,17th District Representative in State Legislature 2 Year Term (1) Position,,DEM,LaVoy,Bill,,,3854
WAYNE,17th District Representative in State Legislature 2 Year Term (1) Position,,REP,"Bellino, Jr.",Joseph,,,480
WAYNE,17th District Representative in State Legislature 2 Year Term (1) Position,,DEM,LaVoy,Bill,,,1310
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Polonaise,Renata,,,4220
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Fleck,Steven,Joseph,,509
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Francis,Paul,R.,,1184
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Hertel,Kevin,,,5454
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Cox,Laura,,,5394
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,King,Steve,,,2606
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Smith,Jon,,,1881
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Neilson,Jeffrey,T.,,1834
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Noble,Jeff,,,3317
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Roosen,Chris,,,3201
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Pobur,Colleen,,,2937
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Sullivan,John,J.,,1376
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Moss,Derek,,,3278
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Pagan,Kristy,,,5258
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Bonnell,Jeff,,,2411
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Chirkun,John,,,3389
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Reid,Nicole,,,1615
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Frazier,Michael,,,382
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Howey,Bob,,,3150
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Taylor,Mike,,,580
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Berecz,Sherry,A.,,2456
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Camilleri,Darrin,,,2623
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Petrucci,Elayne,M.,,375
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Rzeppa,Steven,,,1895
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Marino,Steve,,,4992
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Smith,Arzo,F.,,191
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Smith,Daryl,L.,,1092
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Aiello,Mike,,,54
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Camphous-Peterson,Dana,,,4356
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Albers,Ronald,Simon,,1834
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Naumovski,Steve,,,2154
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Sproles,Jacqueline,,,1164
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Yanez,Henry,,,4201
OAKLAND,26th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,LeVasseur,Randy,,,3969
OAKLAND,26th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Ellison,Jim,,,6561
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Forrest,Kyle,,,1275
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Graziano,Stefan,,,922
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Wittenberg,Robert,,,9567
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Davison,Antoine,M.,,2323
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Green,Patrick,,,2517
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Kardasz,Paul,M.,,259
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Stone,Lori,M.,,1536
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Westphal,Mike,,,690
MACOMB,28th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In MACOMB County,,REP,Davison,Antoine,M.,,2149
MACOMB,28th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In MACOMB County,,DEM,Green,Patrick,,,2391
MACOMB,28th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In MACOMB County,,DEM,Kardasz,Paul,M.,,264
MACOMB,28th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In MACOMB County,,DEM,Stone,Lori,M.,,1534
MACOMB,28th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In MACOMB County,,DEM,Westphal,Mike,,,710
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Griffith,Garren,W.,,1098
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Trzos,Peter,,,837
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Greimel,Tim,,,4502
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Bogdan,Joseph,,,640
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Farrington,Diana,,,2287
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Ryan,Jackie,,,556
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Shallal,Michael,,Formerly: Michael S. Shallal,2233
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Notte,Michael,R.,,2453
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Spica,John,,,724
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Negipe,Austin,,,1093
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Valerio-Nowc,Lisa,,,2205
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Brewington,Michael,,,1263
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Sowerby,William,J.,,4561
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hornberger,Pamela,,,1549
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Shmina,Michael,,,1121
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Tranchita,Justin,,,1299
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Manley,Paul,,,2147
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hornberger,Pamela,,,1229
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Shmina,Michael,,,1129
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Tranchita,Justin,,,586
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Manley,Paul,,,738
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Carl,Colleen,,,2133
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Cusumano,Julianne,,,836
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Karafa,Charles,,,328
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Koch,Mel,,,1496
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Stoll,Steven,,,289
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Yaroch,Jeff,,,3160
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Warda,Yani,,,2841
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Brousseau,Page,,,191
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Neeley,Sheldon,A.,,5493
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Brim,Robert,,,2155
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Moss,Jeremy,,,11220
MACOMB,36th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Lucido,Peter,J.,,10459
MACOMB,36th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Young,Diane,,,2082
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Beer,Matt,,,1742
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Swoboda,Mitch,,,2316
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Greig,Christine,,,6118
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Crawford,Kathy,S.,,5266
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Lauffer,Carson,Daniel,,2359
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Dorsch,Jason,G.W.,,569
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,McCusker,Amy,,,3045
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Kesto,Klint,,,5802
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Stack,Michael,,,4518
OAKLAND,40th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,McCready,Michael,D.,,9863
OAKLAND,40th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Bedi,Nicole,,,5591
OAKLAND,41st District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Howrylak,Martin,,,5251
OAKLAND,41st District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Manier,Ryan,,,1041
OAKLAND,41st District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Peltonen,Cyndi,,,3492
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,REP,Theis,Lana,L.,,10266
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,DEM,Johnson,Timothy,,,2628
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Tedder,Jim,,,9136
