county,office,district,party,last,first,middle,votes
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,McKenzie,Scot,R.,354
CHEBOYGAN,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Chatfield,Lee,,1005
CHEBOYGAN,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Foster,Frank,,652
CHEBOYGAN,107th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Page,Jim,,424
CHIPPEWA,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Chatfield,Lee,,1874
CHIPPEWA,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Foster,Frank,,1821
CHIPPEWA,107th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Page,Jim,,1186
EMMET,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Chatfield,Lee,,2888
EMMET,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Foster,Frank,,2130
EMMET,107th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Page,Jim,,894
MACKINAC,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Chatfield,Lee,,794
MACKINAC,107th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Foster,Frank,,967
MACKINAC,107th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Page,Jim,,464
DELTA,108th District Representative in State Legislature 2 Year Term (1) Position,,Republican,McBroom,Ed,,3358
DELTA,108th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Carlson,Grant,,2325
DICKINSON,108th District Representative in State Legislature 2 Year Term (1) Position,,Republican,McBroom,Ed,,1974
DICKINSON,108th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Carlson,Grant,,718
MENOMINEE,108th District Representative in State Legislature 2 Year Term (1) Position,,Republican,McBroom,Ed,,928
MENOMINEE,108th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Carlson,Grant,,567
ALGER,109th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Mackin,Pete,,516
ALGER,109th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kivela,John,,495
LUCE,109th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Mackin,Pete,,448
LUCE,109th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kivela,John,,147
MARQUETTE,109th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Mackin,Pete,,2515
MARQUETTE,109th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kivela,John,,3809
SCHOOLCRAFT,109th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Mackin,Pete,,414
SCHOOLCRAFT,109th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kivela,John,,405
BARAGA,110th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Michaels,Bob,,466
BARAGA,110th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Dianda,Scott,,343
GOGEBIC,110th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Michaels,Bob,,544
GOGEBIC,110th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Dianda,Scott,,762
HOUGHTON,110th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Michaels,Bob,,1263
HOUGHTON,110th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Dianda,Scott,,904
IRON,110th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Michaels,Bob,,715
IRON,110th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Dianda,Scott,,571
KEWEENAW,110th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Michaels,Bob,,188
KEWEENAW,110th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Dianda,Scott,,299
MARQUETTE,110th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Michaels,Bob,,203
MARQUETTE,110th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Dianda,Scott,,300
ONTONAGON,110th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Michaels,Bob,,422
ONTONAGON,110th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Dianda,Scott,,424
