county,office,district,party,last,first,middle,votes
OAKLAND,13th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Knollenberg,Marty,,8788
OAKLAND,13th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Moss,Chuck,,4929
OAKLAND,13th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Raczkowski,Rocky,,8716
OAKLAND,13th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Fishman,Ryan,,6252
OAKLAND,13th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Peltonen,Cyndi,,7620
GENESEE,14th District State Senator 4 Year Term (1) Position,,Republican,Robertson,David,B.,5603
GENESEE,14th District State Senator 4 Year Term (1) Position,,Democratic,Terpening,Tim,,1725
GENESEE,14th District State Senator 4 Year Term (1) Position,,Democratic,Walton,Bobbie,C.,3308
OAKLAND,14th District State Senator 4 Year Term (1) Position,,Republican,Robertson,David,B.,11096
OAKLAND,14th District State Senator 4 Year Term (1) Position,,Democratic,Terpening,Tim,,2166
OAKLAND,14th District State Senator 4 Year Term (1) Position,,Democratic,Walton,Bobbie,C.,3499
OAKLAND,15th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Kowall,Mike,,11344
OAKLAND,15th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Maddock,Matt,,9721
OAKLAND,15th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Republican,Molnar,Ron,,1707
OAKLAND,15th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Crawford,Tom,,4332
OAKLAND,15th District State Senator 4 Year Term (1) Position Files In OAKLAND County,,Democratic,Smith,Michael,D.,6867
BRANCH,16th District State Senator 4 Year Term (1) Position,,Republican,Shirkey,Mike,,3731
BRANCH,16th District State Senator 4 Year Term (1) Position,,Democratic,Commet,Kevin,,1004
HILLSDALE,16th District State Senator 4 Year Term (1) Position,,Republican,Shirkey,Mike,,3926
HILLSDALE,16th District State Senator 4 Year Term (1) Position,,Democratic,Commet,Kevin,,718
JACKSON,16th District State Senator 4 Year Term (1) Position,,Republican,Shirkey,Mike,,9495
JACKSON,16th District State Senator 4 Year Term (1) Position,,Democratic,Commet,Kevin,,4544
LENAWEE,17th District State Senator 4 Year Term (1) Position,,Republican,Zorn,Dale,W.,4429
LENAWEE,17th District State Senator 4 Year Term (1) Position,,Democratic,Spade,Doug,,2705
MONROE,17th District State Senator 4 Year Term (1) Position,,Republican,Zorn,Dale,W.,8260
MONROE,17th District State Senator 4 Year Term (1) Position,,Democratic,Spade,Doug,,6583
WASHTENAW,18th District State Senator 4 Year Term (1) Position Files In WASHTENAW County,,Republican,Linden,Terry,M.,5871
WASHTENAW,18th District State Senator 4 Year Term (1) Position Files In WASHTENAW County,,Democratic,Warren,Rebekah,,22088
BARRY,19th District State Senator 4 Year Term (1) Position,,Republican,Nofs,Mike,,5382
BARRY,19th District State Senator 4 Year Term (1) Position,,Democratic,Grieves,Greg,,1389
CALHOUN,19th District State Senator 4 Year Term (1) Position,,Republican,Nofs,Mike,,8216
CALHOUN,19th District State Senator 4 Year Term (1) Position,,Democratic,Grieves,Greg,,4435
IONIA,19th District State Senator 4 Year Term (1) Position,,Republican,Nofs,Mike,,3712
IONIA,19th District State Senator 4 Year Term (1) Position,,Democratic,Grieves,Greg,,1346
KALAMAZOO,20th District State Senator 4 Year Term (1) Position Files In KALAMAZOO County,,Republican,O'Brien,Margaret,E.,11342
KALAMAZOO,20th District State Senator 4 Year Term (1) Position Files In KALAMAZOO County,,Republican,"Zuiderveen, Jr.",Ron,,3308
KALAMAZOO,20th District State Senator 4 Year Term (1) Position Files In KALAMAZOO County,,Democratic,McCann,Sean,,10384
BERRIEN,21st District State Senator 4 Year Term (1) Position,,Republican,Proos,John,,12025
BERRIEN,21st District State Senator 4 Year Term (1) Position,,Democratic,Pierman,Bette,J.,3254
CASS,21st District State Senator 4 Year Term (1) Position,,Republican,Proos,John,,2860
CASS,21st District State Senator 4 Year Term (1) Position,,Democratic,Pierman,Bette,J.,887
ST. JOSEPH,21st District State Senator 4 Year Term (1) Position,,Republican,Proos,John,,4075
ST. JOSEPH,21st District State Senator 4 Year Term (1) Position,,Democratic,Pierman,Bette,J.,905
LIVINGSTON,22nd District State Senator 4 Year Term (1) Position,,Republican,Hune,Joe,,17893
LIVINGSTON,22nd District State Senator 4 Year Term (1) Position,,Democratic,Pollesch,Shari,,5286
WASHTENAW,22nd District State Senator 4 Year Term (1) Position,,Republican,Hune,Joe,,4704
WASHTENAW,22nd District State Senator 4 Year Term (1) Position,,Democratic,Pollesch,Shari,,4416
INGHAM,23rd District State Senator 4 Year Term (1) Position Files In INGHAM County,,Republican,Whitehead,Craig,L.,9211
INGHAM,23rd District State Senator 4 Year Term (1) Position Files In INGHAM County,,Democratic,"Hertel, Jr.",Curtis,,10963
INGHAM,23rd District State Senator 4 Year Term (1) Position Files In INGHAM County,,Democratic,Hutchinson,Larry,J.,2436
INGHAM,23rd District State Senator 4 Year Term (1) Position Files In INGHAM County,,Democratic,"Leeman, Jr.",Harold,J.,2299
CLINTON,24th District State Senator 4 Year Term (1) Position,,Republican,Jones,Rick,,5808
CLINTON,24th District State Senator 4 Year Term (1) Position,,Democratic,Levey,Dawn,,2634
EATON,24th District State Senator 4 Year Term (1) Position,,Republican,Jones,Rick,,6732
EATON,24th District State Senator 4 Year Term (1) Position,,Democratic,Levey,Dawn,,4473
INGHAM,24th District State Senator 4 Year Term (1) Position,,Republican,Jones,Rick,,1242
INGHAM,24th District State Senator 4 Year Term (1) Position,,Democratic,Levey,Dawn,,792
SHIAWASSEE,24th District State Senator 4 Year Term (1) Position,,Republican,Jones,Rick,,4644
SHIAWASSEE,24th District State Senator 4 Year Term (1) Position,,Democratic,Levey,Dawn,,3038
HURON,25th District State Senator 4 Year Term (1) Position,,Republican,Pavlov,Phillip,,3735
HURON,25th District State Senator 4 Year Term (1) Position,,Democratic,Brown,Terry,L.,1523
MACOMB,25th District State Senator 4 Year Term (1) Position,,Republican,Pavlov,Phillip,,1495
MACOMB,25th District State Senator 4 Year Term (1) Position,,Democratic,Brown,Terry,L.,1078
ST. CLAIR,25th District State Senator 4 Year Term (1) Position,,Republican,Pavlov,Phillip,,10691
ST. CLAIR,25th District State Senator 4 Year Term (1) Position,,Democratic,Brown,Terry,L.,7121
SANILAC,25th District State Senator 4 Year Term (1) Position,,Republican,Pavlov,Phillip,,3285
SANILAC,25th District State Senator 4 Year Term (1) Position,,Democratic,Brown,Terry,L.,1095
ALLEGAN,26th District State Senator 4 Year Term (1) Position,,Republican,Schuitmaker,Tonya,,9859
ALLEGAN,26th District State Senator 4 Year Term (1) Position,,Democratic,Walters,Jim,,2635
KENT,26th District State Senator 4 Year Term (1) Position,,Republican,Schuitmaker,Tonya,,5636
KENT,26th District State Senator 4 Year Term (1) Position,,Democratic,Walters,Jim,,1640
VAN BUREN,26th District State Senator 4 Year Term (1) Position,,Republican,Schuitmaker,Tonya,,4497
VAN BUREN,26th District State Senator 4 Year Term (1) Position,,Democratic,Walters,Jim,,2214
GENESEE,27th District State Senator 4 Year Term (1) Position Files In GENESEE County,,Republican,Gerics,Brendt,,4370
GENESEE,27th District State Senator 4 Year Term (1) Position Files In GENESEE County,,Democratic,Ananich,Jim,,17007
KENT,28th District State Senator 4 Year Term (1) Position Files In KENT County,,Republican,Green,Kevin,,8733
KENT,28th District State Senator 4 Year Term (1) Position Files In KENT County,,Republican,MacGregor,Peter,,18397
KENT,28th District State Senator 4 Year Term (1) Position Files In KENT County,,Democratic,Havens,Deb,,6935
KENT,29th District State Senator 4 Year Term (1) Position Files In KENT County,,Republican,Hildenbrand,Dave,,21895
KENT,29th District State Senator 4 Year Term (1) Position Files In KENT County,,Democratic,Penny,Lance,,4219
KENT,29th District State Senator 4 Year Term (1) Position Files In KENT County,,Democratic,Scruggs,Michael,B.,4008
OTTAWA,30th District State Senator 4 Year Term (1) Position Files In OTTAWA County,,Republican,Meekhof,Arlan,B.,25992
OTTAWA,30th District State Senator 4 Year Term (1) Position Files In OTTAWA County,,Democratic,Howard,Sarah,,5774
BAY,31st District State Senator 4 Year Term (1) Position,,Republican,Daley,Kevin,,1785
BAY,31st District State Senator 4 Year Term (1) Position,,Republican,Green,Mike,,4496
BAY,31st District State Senator 4 Year Term (1) Position,,Republican,Phillips,L.,Jeffery,411
BAY,31st District State Senator 4 Year Term (1) Position,,Democratic,Mindykowski,Ron,,6752
LAPEER,31st District State Senator 4 Year Term (1) Position,,Republican,Daley,Kevin,,6576
LAPEER,31st District State Senator 4 Year Term (1) Position,,Republican,Green,Mike,,2423
LAPEER,31st District State Senator 4 Year Term (1) Position,,Republican,Phillips,L.,Jeffery,341
LAPEER,31st District State Senator 4 Year Term (1) Position,,Democratic,Mindykowski,Ron,,2850
TUSCOLA,31st District State Senator 4 Year Term (1) Position,,Republican,Daley,Kevin,,1512
TUSCOLA,31st District State Senator 4 Year Term (1) Position,,Republican,Green,Mike,,3726
TUSCOLA,31st District State Senator 4 Year Term (1) Position,,Republican,Phillips,L.,Jeffery,212
TUSCOLA,31st District State Senator 4 Year Term (1) Position,,Democratic,Mindykowski,Ron,,1711
GENESEE,32nd District State Senator 4 Year Term (1) Position,,Republican,Horn,Ken,,3433
GENESEE,32nd District State Senator 4 Year Term (1) Position,,Democratic,Erwin Oakes,Stacy,,1985
GENESEE,32nd District State Senator 4 Year Term (1) Position,,Democratic,Lewis,Garnet,,1690
SAGINAW,32nd District State Senator 4 Year Term (1) Position,,Republican,Horn,Ken,,14757
SAGINAW,32nd District State Senator 4 Year Term (1) Position,,Democratic,Erwin Oakes,Stacy,,9272
SAGINAW,32nd District State Senator 4 Year Term (1) Position,,Democratic,Lewis,Garnet,,5269
CLARE,33rd District State Senator 4 Year Term (1) Position,,Republican,Emmons,Judy,K.,1983
CLARE,33rd District State Senator 4 Year Term (1) Position,,Democratic,Sprague,Fred,,829
GRATIOT,33rd District State Senator 4 Year Term (1) Position,,Republican,Emmons,Judy,K.,2309
GRATIOT,33rd District State Senator 4 Year Term (1) Position,,Democratic,Sprague,Fred,,1250
ISABELLA,33rd District State Senator 4 Year Term (1) Position,,Republican,Emmons,Judy,K.,2603
ISABELLA,33rd District State Senator 4 Year Term (1) Position,,Democratic,Sprague,Fred,,1382
MECOSTA,33rd District State Senator 4 Year Term (1) Position,,Republican,Emmons,Judy,K.,2961
MECOSTA,33rd District State Senator 4 Year Term (1) Position,,Democratic,Sprague,Fred,,1003
MONTCALM,33rd District State Senator 4 Year Term (1) Position,,Republican,Emmons,Judy,K.,3811
MONTCALM,33rd District State Senator 4 Year Term (1) Position,,Democratic,Sprague,Fred,,1506
MUSKEGON,34th District State Senator 4 Year Term (1) Position,,Republican,Hansen,Goeff,,4885
MUSKEGON,34th District State Senator 4 Year Term (1) Position,,Republican,Sundquist,Nick,,2905
MUSKEGON,34th District State Senator 4 Year Term (1) Position,,Democratic,Forbes,Cathy,,6588
NEWAYGO,34th District State Senator 4 Year Term (1) Position,,Republican,Hansen,Goeff,,2307
NEWAYGO,34th District State Senator 4 Year Term (1) Position,,Republican,Sundquist,Nick,,1710
NEWAYGO,34th District State Senator 4 Year Term (1) Position,,Democratic,Forbes,Cathy,,1081
OCEANA,34th District State Senator 4 Year Term (1) Position,,Republican,Hansen,Goeff,,2011
OCEANA,34th District State Senator 4 Year Term (1) Position,,Republican,Sundquist,Nick,,923
OCEANA,34th District State Senator 4 Year Term (1) Position,,Democratic,Forbes,Cathy,,750
BENZIE,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,1698
BENZIE,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,936
CRAWFORD,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,1157
CRAWFORD,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,509
KALKASKA,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,1617
KALKASKA,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,844
LAKE,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,798
LAKE,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,644
LEELANAU,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,2475
LEELANAU,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,1223
MANISTEE,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,1805
MANISTEE,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,1423
MASON,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,2750
MASON,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,1404
MISSAUKEE,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,1808
MISSAUKEE,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,426
OGEMAW,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,1553
OGEMAW,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,1252
OSCEOLA,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,2455
OSCEOLA,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,607
ROSCOMMON,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,2912
ROSCOMMON,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,1564
WEXFORD,35th District State Senator 4 Year Term (1) Position,,Republican,Booher,Darwin,L.,2704
WEXFORD,35th District State Senator 4 Year Term (1) Position,,Democratic,Lottie,Glenn,,764
ALCONA,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,1026
ALCONA,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,659
ALPENA,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,1884
ALPENA,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,1670
ARENAC,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,986
ARENAC,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,678
GLADWIN,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,2123
GLADWIN,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,999
IOSCO,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,1761
IOSCO,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,1636
MIDLAND,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,10214
MIDLAND,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,1828
MONTMORENCY,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,962
MONTMORENCY,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,455
OSCODA,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,908
OSCODA,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,287
OTSEGO,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,2838
OTSEGO,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,1065
PRESQUE ISLE,36th District State Senator 4 Year Term (1) Position,,Republican,Stamas,Jim,,1145
PRESQUE ISLE,36th District State Senator 4 Year Term (1) Position,,Democratic,Lukasiewicz,Joe,,806
ANTRIM,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,1937
ANTRIM,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,1991
ANTRIM,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,409
ANTRIM,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,350
CHARLEVOIX,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,2254
CHARLEVOIX,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,2614
CHARLEVOIX,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,592
CHARLEVOIX,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,570
CHEBOYGAN,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,1839
CHEBOYGAN,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,1692
CHEBOYGAN,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,410
CHEBOYGAN,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,637
CHIPPEWA,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,1377
CHIPPEWA,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,1962
CHIPPEWA,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,585
CHIPPEWA,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,608
EMMET,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,2283
EMMET,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,2443
EMMET,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,507
EMMET,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,374
GD. TRAVERSE,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,4717
GD. TRAVERSE,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,7112
GD. TRAVERSE,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,1908
GD. TRAVERSE,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,1409
LUCE,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,208
LUCE,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,378
LUCE,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,44
LUCE,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,92
MACKINAC,37th District State Senator 4 Year Term (1) Position,,Republican,MacMaster,Greg,,697
MACKINAC,37th District State Senator 4 Year Term (1) Position,,Republican,Schmidt,Wayne,A.,915
MACKINAC,37th District State Senator 4 Year Term (1) Position,,Democratic,Bellfy,Phil,,165
MACKINAC,37th District State Senator 4 Year Term (1) Position,,Democratic,Schmidt,Jimmy,,306
ALGER,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,588
ALGER,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,229
ALGER,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,230
BARAGA,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,505
BARAGA,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,181
BARAGA,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,106
DELTA,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,3427
DELTA,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,1143
DELTA,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,1327
DICKINSON,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,1974
DICKINSON,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,319
DICKINSON,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,347
GOGEBIC,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,587
GOGEBIC,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,267
GOGEBIC,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,392
HOUGHTON,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,1492
HOUGHTON,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,461
HOUGHTON,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,301
IRON,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,852
IRON,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,237
IRON,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,255
KEWEENAW,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,221
KEWEENAW,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,136
KEWEENAW,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,74
MARQUETTE,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,3041
MARQUETTE,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,1860
MARQUETTE,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,1595
MENOMINEE,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,927
MENOMINEE,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,247
MENOMINEE,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,310
ONTONAGON,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,498
ONTONAGON,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,178
ONTONAGON,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,179
SCHOOLCRAFT,38th District State Senator 4 Year Term (1) Position,,Republican,Casperson,Tom,,479
SCHOOLCRAFT,38th District State Senator 4 Year Term (1) Position,,Democratic,Germain,Christopher,M.,188
SCHOOLCRAFT,38th District State Senator 4 Year Term (1) Position,,Democratic,LaMarche,Chris,,184
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Hauler,John,,2348
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Banks,Brian,,3140
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Fillmore,Paul,,152
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Gilchrist,Corey,Josef,123
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Jones,Taryn,,296
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Koester,Michael,,813
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Scott,Harry,,159
WAYNE,1st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Thompson,Rebecca,,2645
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Lamar,Daniel,J.,1783
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Casazza,Andrew,,2315
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Miller,Bill,,654
WAYNE,2nd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Tinsley Talabi,Alberta,,5413
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Brodersen,Dolores,,112
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Byrd,Wendell,L.,1775
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Davis,Jermaine,,250
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Gayles,Clarence,,1534
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Howard,Melia,,340
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Lett,Steven,W.,1050
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Pinkins,Carron,L.,1269
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Simpson Olive,Vanessa,,633
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Thomas,Dorthea,E.,480
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Jackson,Andrew,Wesley,0
WAYNE,3rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Mitchell,Damian,Christian,0
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Floyd,Edith,,189
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Hassan,Mohammed,,951
WAYNE,4th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Robinson,Rose Mary,C.,4655
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Patterson,Dorothy,,103
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Armstrong,Ja'meka,,139
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Durhal,Fred,,2360
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Johnson,Cynthia,A.,1528
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Phillips,William,,147
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Terry,Ishmail,,335
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Wells,Tonya,Renay,172
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Bridges,Tairia,,224
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Carter,Tyrone,,2820
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Chang,Stephanie,,4234
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Ejelonu,Eze,,149
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Herrada,Elena,,631
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,O'Connell,Patrick,D.,255
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Pittman,Verl,Jean,120
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Walker Keith,Casondria,,284
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,MaLone,Donnie,,0
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Republican,Bradley,David,,53
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,"Cole, Jr.",James,,1434
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Garrett,LaTanya,,3202
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Swanson,Kurt,,323
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Thompson,Bernard,,676
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,Democratic,Wells Stallworth,Nicole,,2929
