,county,precinct,office,district,party,candidate,votes
361,Arenac,Adams Township,Drain Commissioner,,REP,Larry Davis,87
362,Arenac,Arenac Township AGS,Drain Commissioner,,REP,Larry Davis,0
363,Arenac,Arenac Township SS,Drain Commissioner,,REP,Larry Davis,119
364,Arenac,AuGres Township 1A,Drain Commissioner,,REP,Larry Davis,180
365,Arenac,AuGres Township 1B,Drain Commissioner,,REP,Larry Davis,0
366,Arenac,Clayton Township,Drain Commissioner,,REP,Larry Davis,118
367,Arenac,Deep River Township 1A,Drain Commissioner,,REP,Larry Davis,326
368,Arenac,Deep River Township 1B,Drain Commissioner,,REP,Larry Davis,0
369,Arenac,Lincoln Township ,Drain Commissioner,,REP,Larry Davis,112
370,Arenac,Mason Township,Drain Commissioner,,REP,Larry Davis,82
371,Arenac,Moffatt Township,Drain Commissioner,,REP,Larry Davis,280
372,Arenac,Sims Township,Drain Commissioner,,REP,Larry Davis,243
373,Arenac,Standish Township,Drain Commissioner,,REP,Larry Davis,210
374,Arenac,Turner Township,Drain Commissioner,,REP,Larry Davis,100
375,Arenac,Whitney Twp AGS,Drain Commissioner,,REP,Larry Davis,162
376,Arenac,Whitney Twp TAS,Drain Commissioner,,REP,Larry Davis,0
377,Arenac,AuGres City,Drain Commissioner,,REP,Larry Davis,162
378,Arenac,Omer City,Drain Commissioner,,REP,Larry Davis,66
379,Arenac,Standish City,Drain Commissioner,,REP,Larry Davis,147
380,Arenac,Adams Township,County Commissioner #1,,REP,Sally Mrozinski,109
381,Arenac,Arenac Township AGS,County Commissioner #1,,REP,Sally Mrozinski,0
382,Arenac,Arenac Township SS,County Commissioner #1,,REP,Sally Mrozinski,0
383,Arenac,AuGres Township 1A,County Commissioner #1,,REP,Sally Mrozinski,0
384,Arenac,AuGres Township 1B,County Commissioner #1,,REP,Sally Mrozinski,0
385,Arenac,Clayton Township,County Commissioner #1,,REP,Sally Mrozinski,0
386,Arenac,Deep River Township 1A,County Commissioner #1,,REP,Sally Mrozinski,235
387,Arenac,Deep River Township 1B,County Commissioner #1,,REP,Sally Mrozinski,0
388,Arenac,Lincoln Township ,County Commissioner #1,,REP,Sally Mrozinski,0
389,Arenac,Mason Township,County Commissioner #1,,REP,Sally Mrozinski,0
390,Arenac,Moffatt Township,County Commissioner #1,,REP,Sally Mrozinski,284
391,Arenac,Sims Township,County Commissioner #1,,REP,Sally Mrozinski,0
392,Arenac,Standish Township,County Commissioner #1,,REP,Sally Mrozinski,0
393,Arenac,Turner Township,County Commissioner #1,,REP,Sally Mrozinski,0
394,Arenac,Whitney Twp AGS,County Commissioner #1,,REP,Sally Mrozinski,0
395,Arenac,Whitney Twp TAS,County Commissioner #1,,REP,Sally Mrozinski,0
396,Arenac,AuGres City,County Commissioner #1,,REP,Sally Mrozinski,0
397,Arenac,Omer City,County Commissioner #1,,REP,Sally Mrozinski,0
398,Arenac,Standish City,County Commissioner #1,,REP,Sally Mrozinski,0
399,Arenac,Adams Township,County Commissioner #2,,REP,Lisa Salgat,0
400,Arenac,Arenac Township AGS,County Commissioner #2,,REP,Lisa Salgat,0
401,Arenac,Arenac Township SS,County Commissioner #2,,REP,Lisa Salgat,0
402,Arenac,AuGres Township 1A,County Commissioner #2,,REP,Lisa Salgat,127
403,Arenac,AuGres Township 1B,County Commissioner #2,,REP,Lisa Salgat,0
404,Arenac,Clayton Township,County Commissioner #2,,REP,Lisa Salgat,128
405,Arenac,Deep River Township 1A,County Commissioner #2,,REP,Lisa Salgat,0
406,Arenac,Deep River Township 1B,County Commissioner #2,,REP,Lisa Salgat,0
407,Arenac,Lincoln Township ,County Commissioner #2,,REP,Lisa Salgat,0
408,Arenac,Mason Township,County Commissioner #2,,REP,Lisa Salgat,83
409,Arenac,Moffatt Township,County Commissioner #2,,REP,Lisa Salgat,0
410,Arenac,Sims Township,County Commissioner #2,,REP,Lisa Salgat,0
411,Arenac,Standish Township,County Commissioner #2,,REP,Lisa Salgat,0
412,Arenac,Turner Township,County Commissioner #2,,REP,Lisa Salgat,105
413,Arenac,Whitney Twp AGS,County Commissioner #2,,REP,Lisa Salgat,0
414,Arenac,Whitney Twp TAS,County Commissioner #2,,REP,Lisa Salgat,0
415,Arenac,AuGres City,County Commissioner #2,,REP,Lisa Salgat,0
416,Arenac,Omer City,County Commissioner #2,,REP,Lisa Salgat,0
417,Arenac,Standish City,County Commissioner #3,,REP,Lisa Salgat,0
418,Arenac,Adams Township,County Commissioner #3,,REP,Roberta Burke,0
419,Arenac,Arenac Township AGS,County Commissioner #3,,REP,Roberta Burke,0
420,Arenac,Arenac Township SS,County Commissioner #3,,REP,Roberta Burke,0
421,Arenac,AuGres Township 1A,County Commissioner #3,,REP,Roberta Burke,0
422,Arenac,AuGres Township 1B,County Commissioner #3,,REP,Roberta Burke,61
423,Arenac,Clayton Township,County Commissioner #3,,REP,Roberta Burke,0
424,Arenac,Deep River Township 1A,County Commissioner #3,,REP,Roberta Burke,0
425,Arenac,Deep River Township 1B,County Commissioner #3,,REP,Roberta Burke,0
426,Arenac,Lincoln Township ,County Commissioner #3,,REP,Roberta Burke,0
427,Arenac,Mason Township,County Commissioner #3,,REP,Roberta Burke,0
428,Arenac,Moffatt Township,County Commissioner #3,,REP,Roberta Burke,0
429,Arenac,Sims Township,County Commissioner #3,,REP,Roberta Burke,240
430,Arenac,Standish Township,County Commissioner #3,,REP,Roberta Burke,0
431,Arenac,Turner Township,County Commissioner #3,,REP,Roberta Burke,0
432,Arenac,Whitney Twp AGS,County Commissioner #3,,REP,Roberta Burke,157
433,Arenac,Whitney Twp TAS,County Commissioner #3,,REP,Roberta Burke,0
434,Arenac,AuGres City,County Commissioner #3,,REP,Roberta Burke,149
435,Arenac,Omer City,County Commissioner #3,,REP,Roberta Burke,0
436,Arenac,Standish City,County Commissioner #3,,REP,Roberta Burke,0
437,Arenac,Adams Township,County Commissioner #4,,REP,Harold Woolhiser,0
438,Arenac,Arenac Township AGS,County Commissioner #4,,REP,Harold Woolhiser,0
439,Arenac,Arenac Township SS,County Commissioner #4,,REP,Harold Woolhiser,128
440,Arenac,AuGres Township 1A,County Commissioner #4,,REP,Harold Woolhiser,0
441,Arenac,AuGres Township 1B,County Commissioner #4,,REP,Harold Woolhiser,0
442,Arenac,Clayton Township,County Commissioner #4,,REP,Harold Woolhiser,0
443,Arenac,Deep River Township 1A,County Commissioner #4,,REP,Harold Woolhiser,0
444,Arenac,Deep River Township 1B,County Commissioner #4,,REP,Harold Woolhiser,0
445,Arenac,Lincoln Township ,County Commissioner #4,,REP,Harold Woolhiser,0
446,Arenac,Mason Township,County Commissioner #4,,REP,Harold Woolhiser,0
447,Arenac,Moffatt Township,County Commissioner #4,,REP,Harold Woolhiser,0
448,Arenac,Sims Township,County Commissioner #4,,REP,Harold Woolhiser,0
449,Arenac,Standish Township,County Commissioner #4,,REP,Harold Woolhiser,238
450,Arenac,Turner Township,County Commissioner #4,,REP,Harold Woolhiser,0
451,Arenac,Whitney Twp AGS,County Commissioner #4,,REP,Harold Woolhiser,0
452,Arenac,Whitney Twp TAS,County Commissioner #4,,REP,Harold Woolhiser,0
453,Arenac,AuGres City,County Commissioner #4,,REP,Harold Woolhiser,0
454,Arenac,Omer City,County Commissioner #4,,REP,Harold Woolhiser,64
455,Arenac,Standish City,County Commissioner #4,,REP,Harold Woolhiser,0
456,Arenac,Adams Township,County Commissioner #5,,REP,James Hergott,0
457,Arenac,Arenac Township AGS,County Commissioner #5,,REP,James Hergott,0
458,Arenac,Arenac Township SS,County Commissioner #5,,REP,James Hergott,0
459,Arenac,AuGres Township 1A,County Commissioner #5,,REP,James Hergott,0
460,Arenac,AuGres Township 1B,County Commissioner #5,,REP,James Hergott,0
461,Arenac,Clayton Township,County Commissioner #5,,REP,James Hergott,0
462,Arenac,Deep River Township 1A,County Commissioner #5,,REP,James Hergott,93
463,Arenac,Deep River Township 1B,County Commissioner #5,,REP,James Hergott,78
464,Arenac,Lincoln Township ,County Commissioner #5,,REP,James Hergott,0
465,Arenac,Mason Township,County Commissioner #5,,REP,James Hergott,0
466,Arenac,Moffatt Township,County Commissioner #5,,REP,James Hergott,0
467,Arenac,Sims Township,County Commissioner #5,,REP,James Hergott,0
468,Arenac,Standish Township,County Commissioner #5,,REP,James Hergott,0
469,Arenac,Turner Township,County Commissioner #5,,REP,James Hergott,0
470,Arenac,Whitney Twp AGS,County Commissioner #5,,REP,James Hergott,0
471,Arenac,Whitney Twp TAS,County Commissioner #5,,REP,James Hergott,0
472,Arenac,AuGres City,County Commissioner #5,,REP,James Hergott,0
473,Arenac,Omer City,County Commissioner #5,,REP,James Hergott,0
474,Arenac,Standish City,County Commissioner #5,,REP,James Hergott,90
475,Arenac,Adams Township,County Commissioner #5,,REP,Jacquob Littlejohn,0
476,Arenac,Arenac Township AGS,County Commissioner #5,,REP,Jacquob Littlejohn,0
477,Arenac,Arenac Township SS,County Commissioner #5,,REP,Jacquob Littlejohn,0
478,Arenac,AuGres Township 1A,County Commissioner #5,,REP,Jacquob Littlejohn,0
479,Arenac,AuGres Township 1B,County Commissioner #5,,REP,Jacquob Littlejohn,0
480,Arenac,Clayton Township,County Commissioner #5,,REP,Jacquob Littlejohn,0
481,Arenac,Deep River Township 1A,County Commissioner #5,,REP,Jacquob Littlejohn,70
482,Arenac,Deep River Township 1B,County Commissioner #5,,REP,Jacquob Littlejohn,68
483,Arenac,Lincoln Township ,County Commissioner #5,,REP,Jacquob Littlejohn,0
484,Arenac,Mason Township,County Commissioner #5,,REP,Jacquob Littlejohn,0
485,Arenac,Moffatt Township,County Commissioner #5,,REP,Jacquob Littlejohn,0
486,Arenac,Sims Township,County Commissioner #5,,REP,Jacquob Littlejohn,0
487,Arenac,Standish Township,County Commissioner #5,,REP,Jacquob Littlejohn,0
488,Arenac,Turner Township,County Commissioner #5,,REP,Jacquob Littlejohn,0
489,Arenac,Whitney Twp AGS,County Commissioner #5,,REP,Jacquob Littlejohn,0
490,Arenac,Whitney Twp TAS,County Commissioner #5,,REP,Jacquob Littlejohn,0
491,Arenac,AuGres City,County Commissioner #5,,REP,Jacquob Littlejohn,0
492,Arenac,Omer City,County Commissioner #5,,REP,Jacquob Littlejohn,0
493,Arenac,Standish City,County Commissioner #5,,REP,Jacquob Littlejohn,101
494,Arenac,Adams Township,Supervisor,,REP,Mark Revord,100
495,Arenac,Adams Township,Clerk,,REP,Charity Sisco,98
496,Arenac,Adams Township,Treasurer,,REP,Darlene E. Wolford,90
497,Arenac,Adams Township,Trustee,,REP,Kevin Mctaggart,59
498,Arenac,Adams Township,Trustee,,REP,Lisa A. Meihls,95
499,Arenac,Arenac Township SS,Supervisor,,DEM,Timothy W. Hagley,44
500,Arenac,Arenac Township SS,Clerk,,REP,Jessica Schlanderer,138
501,Arenac,Arenac Township SS,Treasurer,,DEM,Cindy Halamar,43
502,Arenac,Arenac Township SS,Treasurer,,REP,Pamela Proulx,136
503,Arenac,Arenac Township SS,Trustee,,REP,Joe Carruthers,107
504,Arenac,Arenac Township SS,Trustee,,REP,Allen Osier,111
505,Arenac,AuGres Township 1A,Clerk,,DEM,Michael Oxley,71
506,Arenac,AuGres Township 1A,Treasurer,,REP,Patricia Tremble,184
507,Arenac,AuGres Township 1A,Trustee,,DEM,Penny Kurchak,64
508,Arenac,AuGres Township 1A,Trustee,,DEM,Norma Schwiderson - Write In,9
509,Arenac,Clayton Township,Supervisor,,REP,Byron Fogarasi,127
510,Arenac,Clayton Township,Clerk,,DEM,Katie Youmans,41
511,Arenac,Clayton Township,Clerk,,REP,Robyn Fogarasi,128
512,Arenac,Clayton Township,Treasurer,,REP,Patricia J Berrry,137
513,Arenac,Clayton Township,Trustee,,REP,Sandra K Bowen,52
514,Arenac,Clayton Township,Trustee,,REP,Billy Daniels,72
515,Arenac,Clayton Township,Trustee,,REP,Victor W. Daniels Jr,100
516,Arenac,Deep River Township 1A,Supervisor,,REP,Karlia Kroczaleski-Raymond,337
517,Arenac,Deep River Township 1A,Clerk,,DEM,Ann Marie Borushko,107
518,Arenac,Deep River Township 1A,Clerk,,REP,Casey Gwisdala - Write In,23
519,Arenac,Deep River Township 1A,Treasurer,,DEM,Carol Peistrack,108
520,Arenac,Deep River Township 1A,Trustee,,DEM,Joann Swartz,112
521,Arenac,Deep River Township 1A,Trustee,,REP,Kevin L. Kroczaleski,229
522,Arenac,Deep River Township 1A,Trustee,,REP,Matthew J. Stawowy,327
523,Arenac,Lincoln Township ,Supervisor,,DEM,Gerald Ernest Wenkel,41
524,Arenac,Lincoln Township ,Clerk,,DEM,Ardith Demo,42
525,Arenac,Lincoln Township ,Treasurer,,DEM,Judy M.   Bell,44
526,Arenac,Lincoln Township ,Trustee,,DEM,Marcella Ruszala,35
527,Arenac,Lincoln Township ,Trustee,,DEM,Noreen J. Walter,33
528,Arenac,Mason Township,Supervisor,,REP,Mark Heideman,89
529,Arenac,Mason Township,Clerk,,DEM,Darlene S. Janish,42
530,Arenac,Mason Township,Treasurer,,DEM,Shelly Everitt,41
531,Arenac,Mason Township,Trustee,,DEM,Paul T. Phelan,42
532,Arenac,Mason Township,Trustee,,REP,Jeff Piar,79
533,Arenac,Moffatt Township,Supervisor,,DEM,David James Roberts Jr,72
534,Arenac,Moffatt Township,Supervisor,,REP,Raymond L. Daniesl,325
535,Arenac,Moffatt Township,Clerk,,REP,Stefanie Kernstock,291
536,Arenac,Moffatt Township,Treasurer,,REP,Allison Chmielewski,81
537,Arenac,Moffatt Township,Treasurer,,REP,Kevin Kaczmarek,265
538,Arenac,Moffatt Township,Trustee,,REP,Lee Chard,186
539,Arenac,Moffatt Township,Trustee,,REP,Leonard B. Mezey Jr,155
540,Arenac,Moffatt Township,Trustee,,REP,Ron Vittitow,128
541,Arenac,Moffatt Township,Constable,,DEM,Pat Jedrzejczyk,73
542,Arenac,Sims Township,Supervisor,,REP,Rovert A Mackie,23
543,Arenac,Sims Township,Clerk,,REP,Judy L. Mackie,227
544,Arenac,Sims Township,Treasurer,,DEM,Sharon L. Boensch,99
545,Arenac,Sims Township,Trustee,,DEM,Lynn Richard Proulx,104
546,Arenac,Sims Township,Trustee,,REP,Michael J. De Leo,232
547,Arenac,Standish Township,Supervisor,,REP,Robert L. North,216
548,Arenac,Standish Township,Clerk,,REP,Shara Klenk,2255
549,Arenac,Standish Township,Treasurer,,REP,Susan M. Kohn,234
550,Arenac,Standish Township,Trustee,,REP,Ryan G. Klenk,155
551,Arenac,Standish Township,Trustee,,REP,Roberta Lynch,134
552,Arenac,Standish Township,Trustee,,REP,Wayne Reetz,85
553,Arenac,Turner Township,Supervisor,,REP,Herbert Keeley,93
554,Arenac,Turner Township,Clerk,,DEM,Tina Schumacher,15
555,Arenac,Turner Township,Treasurer,,REP,Colleen Rittenberg,113
556,Arenac,Turner Township,Trustee,,REP,William Kiernicki - Write In,8
557,Arenac,Turner Township,Trustee,,REP,Jim Rittenberg - Write In,13
558,Arenac,Whitney Twp AGS,Supervisor,,REP,Donald Becker,143
559,Arenac,Whitney Twp AGS,Supervisor,,REP,Serge Boulet,51
560,Arenac,Whitney Twp AGS,Clerk,,REP,Kimberly Anderson,164
561,Arenac,Whitney Twp AGS,Treasurer,,REP,John M. Gehris,163
562,Arenac,Whitney Twp AGS,Trustee,,REP,Scott Mcalindon,153
563,Arenac,Whitney Twp AGS,Trustee,,REP,Ralph S. Zimmerman,109
564,Arenac,AuGress TWP,Nan,,REP,Robert L. Cotter Ii,159
565,Arenac,Deep River Twp,Nan,,REP,Gail Schmidt,107
566,Arenac,Deep River Twp,Nan,,REP,Sherlyn Burkhardt,239
567,Arenac,Deep River Twp,Nan,,REP,Rosanne Stawowy,277
568,Arenac,Turner Twp,Nan,,REP,Ricky R. Rockwell,111
569,Arenac,Whitney TWP,Nan,,DEM,Michael H. Snyder,87
570,Arenac,City of Au Gres,Nan,,DEM,Patricia Killingbeck,43
571,Arenac,City of Standish,Nan,,DEM,Betsy Leadbetter,49
572,Arenac,City of Standish,Nan,,DEM,Janice A. Grier,47
573,Arenac,AuGres Township 1A,Road Improvement Millage Renewal,,NON,Yes,230
574,Arenac,AuGres Township 1B,Road Improvement Millage Renewal,,NON,Yes,0
575,Arenac,AuGres Township 1A,Road Improvement Millage Renewal,,NON,No,110
576,Arenac,AuGres Township 1B,Road Improvement Millage Renewal,,NON,No,0
577,Arenac,AuGres Township 1A,Mosquito Control & Suppression Millage Renewal,,NON,Yes,281
578,Arenac,AuGres Township 1B,Mosquito Control & Suppression Millage Renewal,,NON,Yes,0
579,Arenac,AuGres Township 1A,Mosquito Control & Suppression Millage Renewal,,NON,No,63
580,Arenac,AuGres Township 1B,Mosquito Control & Suppression Millage Renewal,,NON,No,0
581,Arenac,AuGres Township 1A,Road Ditching & Weed Suppression Millage Renewal,,NON,Yes,223
582,Arenac,AuGres Township 1B,Road Ditching & Weed Suppression Millage Renewal,,NON,Yes,0
583,Arenac,AuGres Township 1A,Road Ditching & Weed Suppression Millage Renewal,,NON,No,116
584,Arenac,AuGres Township 1B,Road Ditching & Weed Suppression Millage Renewal,,NON,No,0
585,Arenac,Turner Township,Proposal Fire Millage,,NON,Yes,116
586,Arenac,Turner Township,Proposal Fire Millage,,NON,No,49
587,Arenac,Whitney Township,Road Improvement Millage Renewal,,NON,Yes,220
588,Arenac,Whitney Township,Road Improvement Millage Renewal,,NON,No,94
589,Arenac,Adams Township,Arenac Co. Transportation Millage Proposal,,NON,Yes,101
590,Arenac,Adams Township,Arenac Co. Transportation Millage Proposal,,NON,No,54
591,Arenac,Arenac Township AGS,Arenac Co. Transportation Millage Proposal,,NON,Yes,0
592,Arenac,Arenac Township AGS,Arenac Co. Transportation Millage Proposal,,NON,No,0
593,Arenac,Arenac Township SS,Arenac Co. Transportation Millage Proposal,,NON,Yes,144
594,Arenac,Arenac Township SS,Arenac Co. Transportation Millage Proposal,,NON,No,88
595,Arenac,AuGres Township 1A,Arenac Co. Transportation Millage Proposal,,NON,Yes,196
596,Arenac,AuGres Township 1A,Arenac Co. Transportation Millage Proposal,,NON,No,141
597,Arenac,AuGres Township 1B,Arenac Co. Transportation Millage Proposal,,NON,Yes,0
598,Arenac,AuGres Township 1B,Arenac Co. Transportation Millage Proposal,,NON,No,0
599,Arenac,Clayton Township,Arenac Co. Transportation Millage Proposal,,NON,Yes,100
600,Arenac,Clayton Township,Arenac Co. Transportation Millage Proposal,,NON,No,106
601,Arenac,Deep River Township 1A,Arenac Co. Transportation Millage Proposal,,NON,Yes,384
602,Arenac,Deep River Township 1A,Arenac Co. Transportation Millage Proposal,,NON,No,242
603,Arenac,Deep River Township 1B,Arenac Co. Transportation Millage Proposal,,NON,Yes,0
604,Arenac,Deep River Township 1B,Arenac Co. Transportation Millage Proposal,,NON,No,0
605,Arenac,Lincoln Township ,Arenac Co. Transportation Millage Proposal,,NON,Yes,149
606,Arenac,Lincoln Township ,Arenac Co. Transportation Millage Proposal,,NON,No,93
607,Arenac,Mason Township,Arenac Co. Transportation Millage Proposal,,NON,Yes,83
608,Arenac,Mason Township,Arenac Co. Transportation Millage Proposal,,NON,No,88
609,Arenac,Moffatt Township,Arenac Co. Transportation Millage Proposal,,NON,Yes,272
610,Arenac,Moffatt Township,Arenac Co. Transportation Millage Proposal,,NON,No,189
611,Arenac,Sims Township,Arenac Co. Transportation Millage Proposal,,NON,Yes,234
612,Arenac,Sims Township,Arenac Co. Transportation Millage Proposal,,NON,No,185
613,Arenac,Standish Township,Arenac Co. Transportation Millage Proposal,,NON,Yes,281
614,Arenac,Standish Township,Arenac Co. Transportation Millage Proposal,,NON,No,178
615,Arenac,Turner Township,Arenac Co. Transportation Millage Proposal,,NON,Yes,101
616,Arenac,Turner Township,Arenac Co. Transportation Millage Proposal,,NON,No,63
617,Arenac,Whitney Twp AGS,Arenac Co. Transportation Millage Proposal,,NON,Yes,177
618,Arenac,Whitney Twp AGS,Arenac Co. Transportation Millage Proposal,,NON,No,150
619,Arenac,Whitney Twp TAS,Arenac Co. Transportation Millage Proposal,,NON,Yes,0
620,Arenac,Whitney Twp TAS,Arenac Co. Transportation Millage Proposal,,NON,No,0
621,Arenac,AuGres City,Arenac Co. Transportation Millage Proposal,,NON,Yes,169
622,Arenac,AuGres City,Arenac Co. Transportation Millage Proposal,,NON,No,107
623,Arenac,Omer City,Arenac Co. Transportation Millage Proposal,,NON,Yes,70
624,Arenac,Omer City,Arenac Co. Transportation Millage Proposal,,NON,No,30
625,Arenac,Standish City,Arenac Co. Transportation Millage Proposal,,NON,Yes,196
626,Arenac,Standish City,Arenac Co. Transportation Millage Proposal,,NON,No,107
627,Arenac,Adams Township,Arenac Co. Ambulance Service Millage,,NON,Yes,101
628,Arenac,Adams Township,Arenac Co. Ambulance Service Millage,,NON,No,40
629,Arenac,Arenac Township AGS,Arenac Co. Ambulance Service Millage,,NON,Yes,0
630,Arenac,Arenac Township AGS,Arenac Co. Ambulance Service Millage,,NON,No,0
631,Arenac,Arenac Township SS,Arenac Co. Ambulance Service Millage,,NON,Yes,155
632,Arenac,Arenac Township SS,Arenac Co. Ambulance Service Millage,,NON,No,77
633,Arenac,AuGres Township 1A,Arenac Co. Ambulance Service Millage,,NON,Yes,277
634,Arenac,AuGres Township 1A,Arenac Co. Ambulance Service Millage,,NON,No,64
635,Arenac,AuGres Township 1B,Arenac Co. Ambulance Service Millage,,NON,Yes,0
636,Arenac,AuGres Township 1B,Arenac Co. Ambulance Service Millage,,NON,No,0
637,Arenac,Clayton Township,Arenac Co. Ambulance Service Millage,,NON,Yes,147
638,Arenac,Clayton Township,Arenac Co. Ambulance Service Millage,,NON,No,62
639,Arenac,Deep River Township 1A,Arenac Co. Ambulance Service Millage,,NON,Yes,459
640,Arenac,Deep River Township 1A,Arenac Co. Ambulance Service Millage,,NON,No,161
641,Arenac,Deep River Township 1B,Arenac Co. Ambulance Service Millage,,NON,Yes,0
642,Arenac,Deep River Township 1B,Arenac Co. Ambulance Service Millage,,NON,No,0
643,Arenac,Lincoln Township ,Arenac Co. Ambulance Service Millage,,NON,Yes,178
644,Arenac,Lincoln Township ,Arenac Co. Ambulance Service Millage,,NON,No,64
645,Arenac,Mason Township,Arenac Co. Ambulance Service Millage,,NON,Yes,119
646,Arenac,Mason Township,Arenac Co. Ambulance Service Millage,,NON,No,54
647,Arenac,Moffatt Township,Arenac Co. Ambulance Service Millage,,NON,Yes,323
648,Arenac,Moffatt Township,Arenac Co. Ambulance Service Millage,,NON,No,140
649,Arenac,Sims Township,Arenac Co. Ambulance Service Millage,,NON,Yes,326
650,Arenac,Sims Township,Arenac Co. Ambulance Service Millage,,NON,No,97
651,Arenac,Standish Township,Arenac Co. Ambulance Service Millage,,NON,Yes,333
652,Arenac,Standish Township,Arenac Co. Ambulance Service Millage,,NON,No,125
653,Arenac,Turner Township,Arenac Co. Ambulance Service Millage,,NON,Yes,127
654,Arenac,Turner Township,Arenac Co. Ambulance Service Millage,,NON,No,39
655,Arenac,Whitney Twp AGS,Arenac Co. Ambulance Service Millage,,NON,Yes,249
656,Arenac,Whitney Twp AGS,Arenac Co. Ambulance Service Millage,,NON,No,80
657,Arenac,Whitney Twp TAS,Arenac Co. Ambulance Service Millage,,NON,Yes,0
658,Arenac,Whitney Twp TAS,Arenac Co. Ambulance Service Millage,,NON,No,0
659,Arenac,AuGres City,Arenac Co. Ambulance Service Millage,,NON,Yes,255
660,Arenac,AuGres City,Arenac Co. Ambulance Service Millage,,NON,No,62
661,Arenac,Omer City,Arenac Co. Ambulance Service Millage,,NON,Yes,76
662,Arenac,Omer City,Arenac Co. Ambulance Service Millage,,NON,No,23
663,Arenac,Standish City,Arenac Co. Ambulance Service Millage,,NON,Yes,214
664,Arenac,Standish City,Arenac Co. Ambulance Service Millage,,NON,No,90
665,Arenac,Adams Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,106
666,Arenac,Adams Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,47
667,Arenac,Arenac Township AGS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,0
668,Arenac,Arenac Township AGS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,0
669,Arenac,Arenac Township SS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,160
670,Arenac,Arenac Township SS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,74
671,Arenac,AuGres Township 1A,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,258
672,Arenac,AuGres Township 1A,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,84
673,Arenac,AuGres Township 1B,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,0
674,Arenac,AuGres Township 1B,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,0
675,Arenac,Clayton Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,148
676,Arenac,Clayton Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,59
677,Arenac,Deep River Township 1A,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,413
678,Arenac,Deep River Township 1A,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,210
679,Arenac,Deep River Township 1B,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,0
680,Arenac,Deep River Township 1B,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,0
681,Arenac,Lincoln Township ,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,181
682,Arenac,Lincoln Township ,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,60
683,Arenac,Mason Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,93
684,Arenac,Mason Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,80
685,Arenac,Moffatt Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,318
686,Arenac,Moffatt Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,145
687,Arenac,Sims Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,315
688,Arenac,Sims Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,106
689,Arenac,Standish Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,316
690,Arenac,Standish Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,141
691,Arenac,Turner Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,109
692,Arenac,Turner Township,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,57
693,Arenac,Whitney Twp AGS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,227
694,Arenac,Whitney Twp AGS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,102
695,Arenac,Whitney Twp TAS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,0
696,Arenac,Whitney Twp TAS,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,0
697,Arenac,AuGres City,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,202
698,Arenac,AuGres City,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,80
699,Arenac,Omer City,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,72
700,Arenac,Omer City,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,26
701,Arenac,Standish City,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,Yes,223
702,Arenac,Standish City,Arenac Co. Renewal Of Sheriff Road Patrol Millage,,NON,No,78
703,Arenac,Adams Township,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,111
