county,precinct,office,district,candidate,party,absentee,election_day,votes
Macomb,CLINTON TOWNSHIP 20,U.S. House,10,Marlinga,DEM,302,196,498
Macomb,CLINTON TOWNSHIP 20,U.S. House,10,James,REP,204,313,517
Macomb,CLINTON TOWNSHIP 20,U.S. House,10,Saliba,LIB,8,13,21
Macomb,CLINTON TOWNSHIP 21,U.S. House,10,Ballots Cast,,,,1042
Macomb,CLINTON TOWNSHIP 21,U.S. House,10,Kirby,WC,9,14,23
Macomb,CLINTON TOWNSHIP 21,U.S. House,10,Marlinga,DEM,272,276,548
Macomb,CLINTON TOWNSHIP 21,U.S. House,10,James,REP,157,293,450
Macomb,CLINTON TOWNSHIP 21,U.S. House,10,Saliba,LIB,0,3,3
Macomb,CLINTON TOWNSHIP 22,U.S. House,10,Ballots Cast,,,,1160
Macomb,CLINTON TOWNSHIP 22,U.S. House,10,Kirby,WC,8,6,14
Macomb,CLINTON TOWNSHIP 22,U.S. House,10,Marlinga,DEM,260,205,465
Macomb,CLINTON TOWNSHIP 22,U.S. House,10,James,REP,248,388,636
Macomb,CLINTON TOWNSHIP 22,U.S. House,10,Saliba,LIB,3,8,11
Macomb,CLINTON TOWNSHIP 23,U.S. House,10,Ballots Cast,,,,1191
Macomb,CLINTON TOWNSHIP 23,U.S. House,10,Kirby,WC,5,7,12
Macomb,CLINTON TOWNSHIP 23,U.S. House,10,Marlinga,DEM,326,143,469
Macomb,CLINTON TOWNSHIP 23,U.S. House,10,James,REP,290,379,669
Macomb,CLINTON TOWNSHIP 23,U.S. House,10,Saliba,LIB,4,7,11
Macomb,CLINTON TOWNSHIP 24,U.S. House,10,Ballots Cast,,,,583
Macomb,CLINTON TOWNSHIP 24,U.S. House,10,Kirby,WC,3,3,6
Macomb,CLINTON TOWNSHIP 24,U.S. House,10,Marlinga,DEM,127,96,223
Macomb,CLINTON TOWNSHIP 24,U.S. House,10,James,REP,121,215,336
Macomb,CLINTON TOWNSHIP 24,U.S. House,10,Saliba,LIB,8,3,11
Macomb,CLINTON TOWNSHIP 25,U.S. House,10,Ballots Cast,,,,979
Macomb,CLINTON TOWNSHIP 25,U.S. House,10,Kirby,WC,8,2,10
Macomb,CLINTON TOWNSHIP 25,U.S. House,10,Marlinga,DEM,206,183,389
Macomb,CLINTON TOWNSHIP 25,U.S. House,10,James,REP,239,312,551
Macomb,CLINTON TOWNSHIP 25,U.S. House,10,Saliba,LIB,3,5,8
Macomb,CLINTON TOWNSHIP 26,U.S. House,10,Ballots Cast,,,,1102
Macomb,CLINTON TOWNSHIP 26,U.S. House,10,Kirby,WC,11,11,22
Macomb,CLINTON TOWNSHIP 26,U.S. House,10,Marlinga,DEM,305,333,638
Macomb,CLINTON TOWNSHIP 26,U.S. House,10,James,REP,130,272,402
Macomb,CLINTON TOWNSHIP 26,U.S. House,10,Saliba,LIB,3,8,11
Macomb,CLINTON TOWNSHIP 27,U.S. House,10,Ballots Cast,,,,976
Macomb,CLINTON TOWNSHIP 27,U.S. House,10,Kirby,WC,15,16,31
Macomb,CLINTON TOWNSHIP 27,U.S. House,10,Marlinga,DEM,258,207,465
Macomb,CLINTON TOWNSHIP 27,U.S. House,10,James,REP,166,286,452
Macomb,CLINTON TOWNSHIP 27,U.S. House,10,Saliba,LIB,7,9,16
Macomb,CLINTON TOWNSHIP 28,U.S. House,10,Ballots Cast,,,,1268
Macomb,CLINTON TOWNSHIP 28,U.S. House,10,Kirby,WC,10,15,25
Macomb,CLINTON TOWNSHIP 28,U.S. House,10,Marlinga,DEM,324,359,683
Macomb,CLINTON TOWNSHIP 28,U.S. House,10,James,REP,163,362,525
Macomb,CLINTON TOWNSHIP 28,U.S. House,10,Saliba,LIB,8,3,11
Macomb,CLINTON TOWNSHIP 29,U.S. House,10,Ballots Cast,,,,694
Macomb,CLINTON TOWNSHIP 29,U.S. House,10,Kirby,WC,5,2,7
Macomb,CLINTON TOWNSHIP 29,U.S. House,10,Marlinga,DEM,151,146,297
Macomb,CLINTON TOWNSHIP 29,U.S. House,10,James,REP,157,217,374
Macomb,CLINTON TOWNSHIP 29,U.S. House,10,Saliba,LIB,1,2,3
Macomb,CLINTON TOWNSHIP 30,U.S. House,10,Ballots Cast,,,,1099
Macomb,CLINTON TOWNSHIP 30,U.S. House,10,Kirby,WC,10,7,17
Macomb,CLINTON TOWNSHIP 30,U.S. House,10,Marlinga,DEM,314,225,539
Macomb,CLINTON TOWNSHIP 30,U.S. House,10,James,REP,201,302,503
Macomb,CLINTON TOWNSHIP 30,U.S. House,10,Saliba,LIB,5,3,8
Macomb,CLINTON TOWNSHIP 31,U.S. House,10,Ballots Cast,,,,796
Macomb,CLINTON TOWNSHIP 31,U.S. House,10,Kirby,WC,7,3,10
Macomb,CLINTON TOWNSHIP 31,U.S. House,10,Marlinga,DEM,195,153,348
Macomb,CLINTON TOWNSHIP 31,U.S. House,10,James,REP,147,280,427
Macomb,CLINTON TOWNSHIP 31,U.S. House,10,Saliba,LIB,0,3,3
Macomb,CLINTON TOWNSHIP 32,U.S. House,10,Ballots Cast,,,,903
Macomb,CLINTON TOWNSHIP 32,U.S. House,10,Kirby,WC,7,12,19
Macomb,CLINTON TOWNSHIP 32,U.S. House,10,Marlinga,DEM,183,170,353
Macomb,CLINTON TOWNSHIP 32,U.S. House,10,James,REP,172,314,486
Macomb,CLINTON TOWNSHIP 32,U.S. House,10,Saliba,LIB,2,10,12
Macomb,CLINTON TOWNSHIP 33,U.S. House,10,Ballots Cast,,,,1090
Macomb,CLINTON TOWNSHIP 33,U.S. House,10,Kirby,WC,6,18,24
Macomb,CLINTON TOWNSHIP 33,U.S. House,10,Marlinga,DEM,217,298,515
Macomb,CLINTON TOWNSHIP 33,U.S. House,10,James,REP,141,369,510
Macomb,CLINTON TOWNSHIP 33,U.S. House,10,Saliba,LIB,4,8,12
Macomb,CLINTON TOWNSHIP 34,U.S. House,10,Ballots Cast,,,,899
Macomb,CLINTON TOWNSHIP 34,U.S. House,10,Kirby,WC,9,19,28
Macomb,CLINTON TOWNSHIP 34,U.S. House,10,Marlinga,DEM,211,294,505
Macomb,CLINTON TOWNSHIP 34,U.S. House,10,James,REP,86,252,338
Macomb,CLINTON TOWNSHIP 34,U.S. House,10,Saliba,LIB,1,12,13
Macomb,CLINTON TOWNSHIP 35,U.S. House,10,Ballots Cast,,,,1276
Macomb,CLINTON TOWNSHIP 35,U.S. House,10,Kirby,WC,9,17,26
Macomb,CLINTON TOWNSHIP 35,U.S. House,10,Marlinga,DEM,253,343,596
Macomb,CLINTON TOWNSHIP 35,U.S. House,10,James,REP,152,440,592
Macomb,CLINTON TOWNSHIP 35,U.S. House,10,Saliba,LIB,6,13,19
Macomb,CLINTON TOWNSHIP 36,U.S. House,10,Ballots Cast,,,,585
Macomb,CLINTON TOWNSHIP 36,U.S. House,10,Kirby,WC,4,5,9
Macomb,CLINTON TOWNSHIP 36,U.S. House,10,Marlinga,DEM,119,129,248
Macomb,CLINTON TOWNSHIP 36,U.S. House,10,James,REP,69,233,302
Macomb,CLINTON TOWNSHIP 36,U.S. House,10,Saliba,LIB,3,7,10
Macomb,CLINTON TOWNSHIP 37,U.S. House,10,Ballots Cast,,,,1316
Macomb,CLINTON TOWNSHIP 37,U.S. House,10,Kirby,WC,11,12,23
Macomb,CLINTON TOWNSHIP 37,U.S. House,10,Marlinga,DEM,317,343,660
Macomb,CLINTON TOWNSHIP 37,U.S. House,10,James,REP,186,390,576
Macomb,CLINTON TOWNSHIP 37,U.S. House,10,Saliba,LIB,3,13,16
Macomb,CLINTON TOWNSHIP 38,U.S. House,10,Ballots Cast,,,,1064
Macomb,CLINTON TOWNSHIP 38,U.S. House,10,Kirby,WC,14,15,29
Macomb,CLINTON TOWNSHIP 38,U.S. House,10,Marlinga,DEM,282,377,659
Macomb,CLINTON TOWNSHIP 38,U.S. House,10,James,REP,115,220,335
Macomb,CLINTON TOWNSHIP 38,U.S. House,10,Saliba,LIB,2,11,13
Macomb,CLINTON TOWNSHIP 39,U.S. House,10,Ballots Cast,,,,1021
Macomb,CLINTON TOWNSHIP 39,U.S. House,10,Kirby,WC,12,35,47
Macomb,CLINTON TOWNSHIP 39,U.S. House,10,Marlinga,DEM,226,267,493
Macomb,CLINTON TOWNSHIP 39,U.S. House,10,James,REP,104,334,438
Macomb,CLINTON TOWNSHIP 39,U.S. House,10,Saliba,LIB,6,12,18
Macomb,CLINTON TOWNSHIP 40,U.S. House,10,Ballots Cast,,,,1057
Macomb,CLINTON TOWNSHIP 40,U.S. House,10,Kirby,WC,7,28,35
Macomb,CLINTON TOWNSHIP 40,U.S. House,10,Marlinga,DEM,211,292,503
Macomb,CLINTON TOWNSHIP 40,U.S. House,10,James,REP,116,355,471
Macomb,CLINTON TOWNSHIP 40,U.S. House,10,Saliba,LIB,6,12,18
Macomb,CLINTON TOWNSHIP 41,U.S. House,10,Ballots Cast,,,,673
Macomb,CLINTON TOWNSHIP 41,U.S. House,10,Kirby,WC,8,9,17
Macomb,CLINTON TOWNSHIP 41,U.S. House,10,Marlinga,DEM,191,358,549
Macomb,CLINTON TOWNSHIP 41,U.S. House,10,James,REP,18,56,74
Macomb,CLINTON TOWNSHIP 41,U.S. House,10,Saliba,LIB,3,6,9
Macomb,CLINTON TOWNSHIP 42,U.S. House,10,Ballots Cast,,,,1249
Macomb,CLINTON TOWNSHIP 42,U.S. House,10,Kirby,WC,6,29,35
Macomb,CLINTON TOWNSHIP 42,U.S. House,10,Marlinga,DEM,313,278,591
Macomb,CLINTON TOWNSHIP 42,U.S. House,10,James,REP,179,388,567
Macomb,CLINTON TOWNSHIP 42,U.S. House,10,Saliba,LIB,7,8,15
Macomb,EASTPOINTE 01,U.S. House,10,Ballots Cast,,,,765
Macomb,EASTPOINTE 01,U.S. House,10,Kirby,WC,10,15,25
Macomb,EASTPOINTE 01,U.S. House,10,Marlinga,DEM,234,327,561
Macomb,EASTPOINTE 01,U.S. House,10,James,REP,55,103,158
Macomb,EASTPOINTE 01,U.S. House,10,Saliba,LIB,0,6,6
Macomb,EASTPOINTE 02,U.S. House,10,Ballots Cast,,,,1083
Macomb,EASTPOINTE 02,U.S. House,10,Kirby,WC,19,26,45
Macomb,EASTPOINTE 02,U.S. House,10,Marlinga,DEM,358,409,767
Macomb,EASTPOINTE 02,U.S. House,10,James,REP,100,140,240
Macomb,EASTPOINTE 02,U.S. House,10,Saliba,LIB,4,7,11
Macomb,EASTPOINTE 03,U.S. House,10,Ballots Cast,,,,1000
Macomb,EASTPOINTE 03,U.S. House,10,Kirby,WC,10,22,32
Macomb,EASTPOINTE 03,U.S. House,10,Marlinga,DEM,269,373,642
Macomb,EASTPOINTE 03,U.S. House,10,James,REP,92,191,283
Macomb,EASTPOINTE 03,U.S. House,10,Saliba,LIB,8,9,17
Macomb,EASTPOINTE 04,U.S. House,10,Ballots Cast,,,,985
Macomb,EASTPOINTE 04,U.S. House,10,Kirby,WC,12,19,31
Macomb,EASTPOINTE 04,U.S. House,10,Marlinga,DEM,296,337,633
Macomb,EASTPOINTE 04,U.S. House,10,James,REP,104,179,283
Macomb,EASTPOINTE 04,U.S. House,10,Saliba,LIB,6,4,10
Macomb,EASTPOINTE 05,U.S. House,10,Ballots Cast,,,,979
Macomb,EASTPOINTE 05,U.S. House,10,Kirby,WC,7,19,26
Macomb,EASTPOINTE 05,U.S. House,10,Marlinga,DEM,234,422,656
Macomb,EASTPOINTE 05,U.S. House,10,James,REP,65,188,253
Macomb,EASTPOINTE 05,U.S. House,10,Saliba,LIB,4,17,21
Macomb,EASTPOINTE 06,U.S. House,10,Ballots Cast,,,,996
Macomb,EASTPOINTE 06,U.S. House,10,Kirby,WC,5,25,30
Macomb,EASTPOINTE 06,U.S. House,10,Marlinga,DEM,293,394,687
Macomb,EASTPOINTE 06,U.S. House,10,James,REP,91,144,235
Macomb,EASTPOINTE 06,U.S. House,10,Saliba,LIB,4,10,14
Macomb,EASTPOINTE 07,U.S. House,10,Ballots Cast,,,,885
Macomb,EASTPOINTE 07,U.S. House,10,Kirby,WC,10,20,30
Macomb,EASTPOINTE 07,U.S. House,10,Marlinga,DEM,299,438,737
Macomb,EASTPOINTE 07,U.S. House,10,James,REP,50,49,99
Macomb,EASTPOINTE 07,U.S. House,10,Saliba,LIB,1,2,3
Macomb,EASTPOINTE 08,U.S. House,10,Ballots Cast,,,,1077
Macomb,EASTPOINTE 08,U.S. House,10,Kirby,WC,15,34,49
Macomb,EASTPOINTE 08,U.S. House,10,Marlinga,DEM,407,470,877
Macomb,EASTPOINTE 08,U.S. House,10,James,REP,66,47,113
Macomb,EASTPOINTE 08,U.S. House,10,Saliba,LIB,4,6,10
Macomb,EASTPOINTE 09,U.S. House,10,Ballots Cast,,,,821
Macomb,EASTPOINTE 09,U.S. House,10,Kirby,WC,5,14,19
Macomb,EASTPOINTE 09,U.S. House,10,Marlinga,DEM,316,360,676
Macomb,EASTPOINTE 09,U.S. House,10,James,REP,43,65,108
Macomb,EASTPOINTE 09,U.S. House,10,Saliba,LIB,2,3,5
Macomb,EASTPOINTE 10,U.S. House,10,Ballots Cast,,,,755
Macomb,EASTPOINTE 10,U.S. House,10,Kirby,WC,11,19,30
Macomb,EASTPOINTE 10,U.S. House,10,Marlinga,DEM,199,313,512
Macomb,EASTPOINTE 10,U.S. House,10,James,REP,65,127,192
Macomb,EASTPOINTE 10,U.S. House,10,Saliba,LIB,2,9,11
Macomb,EASTPOINTE 11,U.S. House,10,Ballots Cast,,,,932
Macomb,EASTPOINTE 11,U.S. House,10,Kirby,WC,5,20,25
Macomb,EASTPOINTE 11,U.S. House,10,Marlinga,DEM,274,377,651
Macomb,EASTPOINTE 11,U.S. House,10,James,REP,81,148,229
Macomb,EASTPOINTE 11,U.S. House,10,Saliba,LIB,2,4,6
Macomb,EASTPOINTE 12,U.S. House,10,Ballots Cast,,,,1322
Macomb,EASTPOINTE 12,U.S. House,10,Kirby,WC,11,27,38
Macomb,EASTPOINTE 12,U.S. House,10,Marlinga,DEM,440,469,909
Macomb,EASTPOINTE 12,U.S. House,10,James,REP,133,196,329
Macomb,EASTPOINTE 12,U.S. House,10,Saliba,LIB,9,2,11
Macomb,EASTPOINTE 13,U.S. House,10,Ballots Cast,,,,491
Macomb,EASTPOINTE 13,U.S. House,10,Kirby,WC,5,10,15
Macomb,EASTPOINTE 13,U.S. House,10,Marlinga,DEM,181,202,383
Macomb,EASTPOINTE 13,U.S. House,10,James,REP,48,33,81
Macomb,EASTPOINTE 13,U.S. House,10,Saliba,LIB,0,2,2
Macomb,EASTPOINTE 14,U.S. House,10,Ballots Cast,,,,934
Macomb,EASTPOINTE 14,U.S. House,10,Kirby,WC,6,10,16
Macomb,EASTPOINTE 14,U.S. House,10,Marlinga,DEM,337,377,714
Macomb,EASTPOINTE 14,U.S. House,10,James,REP,85,97,182
Macomb,EASTPOINTE 14,U.S. House,10,Saliba,LIB,3,2,5
Macomb,FRASER 01,U.S. House,10,Ballots Cast,,,,806
Macomb,FRASER 01,U.S. House,10,Kirby,WC,9,5,14
Macomb,FRASER 01,U.S. House,10,Marlinga,DEM,145,191,336
Macomb,FRASER 01,U.S. House,10,James,REP,108,310,418
Macomb,FRASER 01,U.S. House,10,Saliba,LIB,2,8,10
Macomb,FRASER 02,U.S. House,10,Ballots Cast,,,,1245
Macomb,FRASER 02,U.S. House,10,Kirby,WC,7,9,16
Macomb,FRASER 02,U.S. House,10,Marlinga,DEM,251,269,520
Macomb,FRASER 02,U.S. House,10,James,REP,255,420,675
Macomb,FRASER 02,U.S. House,10,Saliba,LIB,2,7,9
Macomb,FRASER 03,U.S. House,10,Ballots Cast,,,,1353
Macomb,FRASER 03,U.S. House,10,Kirby,WC,9,20,29
Macomb,FRASER 03,U.S. House,10,Marlinga,DEM,332,334,666
Macomb,FRASER 03,U.S. House,10,James,REP,169,433,602
Macomb,FRASER 03,U.S. House,10,Saliba,LIB,8,10,18
Macomb,FRASER 04,U.S. House,10,Ballots Cast,,,,1159
Macomb,FRASER 04,U.S. House,10,Kirby,WC,15,7,22
Macomb,FRASER 04,U.S. House,10,Marlinga,DEM,245,317,562
Macomb,FRASER 04,U.S. House,10,James,REP,142,375,517
Macomb,FRASER 04,U.S. House,10,Saliba,LIB,2,9,11
Macomb,FRASER 05,U.S. House,10,Ballots Cast,,,,432
Macomb,FRASER 05,U.S. House,10,Kirby,WC,1,8,9
Macomb,FRASER 05,U.S. House,10,Marlinga,DEM,94,115,209
Macomb,FRASER 05,U.S. House,10,James,REP,50,148,198
Macomb,FRASER 05,U.S. House,10,Saliba,LIB,0,0,0
Macomb,FRASER 06,U.S. House,10,Ballots Cast,,,,1354
Macomb,FRASER 06,U.S. House,10,Kirby,WC,8,9,17
Macomb,FRASER 06,U.S. House,10,Marlinga,DEM,354,236,590
Macomb,FRASER 06,U.S. House,10,James,REP,257,423,680
Macomb,FRASER 06,U.S. House,10,Saliba,LIB,7,8,15
Macomb,FRASER 07,U.S. House,10,Ballots Cast,,,,727
Macomb,FRASER 07,U.S. House,10,Kirby,WC,5,5,10
Macomb,FRASER 07,U.S. House,10,Marlinga,DEM,198,195,393
Macomb,FRASER 07,U.S. House,10,James,REP,105,185,290
Macomb,FRASER 07,U.S. House,10,Saliba,LIB,3,6,9
Macomb,GROSSE POINTE SHORES 03,U.S. House,10,Ballots Cast,,,,56
Macomb,GROSSE POINTE SHORES 03,U.S. House,10,Kirby,WC,,0,0
Macomb,GROSSE POINTE SHORES 03,U.S. House,10,Marlinga,DEM,,15,15
Macomb,GROSSE POINTE SHORES 03,U.S. House,10,James,REP,,40,40
Macomb,GROSSE POINTE SHORES 03,U.S. House,10,Saliba,LIB,,0,0
Macomb,HARRISON TOWNSHIP 01,U.S. House,10,Ballots Cast,,,,1131
Macomb,HARRISON TOWNSHIP 01,U.S. House,10,Kirby,WC,3,15,18
Macomb,HARRISON TOWNSHIP 01,U.S. House,10,Marlinga,DEM,275,231,506
Macomb,HARRISON TOWNSHIP 01,U.S. House,10,James,REP,215,350,565
Macomb,HARRISON TOWNSHIP 01,U.S. House,10,Saliba,LIB,2,16,18
Macomb,HARRISON TOWNSHIP 02,U.S. House,10,Ballots Cast,,,,1426
Macomb,HARRISON TOWNSHIP 02,U.S. House,10,Kirby,WC,14,15,29
Macomb,HARRISON TOWNSHIP 02,U.S. House,10,Marlinga,DEM,410,302,712
Macomb,HARRISON TOWNSHIP 02,U.S. House,10,James,REP,272,356,628
Macomb,HARRISON TOWNSHIP 02,U.S. House,10,Saliba,LIB,7,8,15
Macomb,HARRISON TOWNSHIP 03,U.S. House,10,Ballots Cast,,,,1263
Macomb,HARRISON TOWNSHIP 03,U.S. House,10,Kirby,WC,7,13,20
Macomb,HARRISON TOWNSHIP 03,U.S. House,10,Marlinga,DEM,242,194,436
Macomb,HARRISON TOWNSHIP 03,U.S. House,10,James,REP,268,497,765
Macomb,HARRISON TOWNSHIP 03,U.S. House,10,Saliba,LIB,11,7,18
Macomb,HARRISON TOWNSHIP 04,U.S. House,10,Ballots Cast,,,,1399
Macomb,HARRISON TOWNSHIP 04,U.S. House,10,Kirby,WC,13,12,25
Macomb,HARRISON TOWNSHIP 04,U.S. House,10,Marlinga,DEM,299,239,538
Macomb,HARRISON TOWNSHIP 04,U.S. House,10,James,REP,309,468,777
Macomb,HARRISON TOWNSHIP 04,U.S. House,10,Saliba,LIB,4,6,10
Macomb,HARRISON TOWNSHIP 05,U.S. House,10,Ballots Cast,,,,1385
Macomb,HARRISON TOWNSHIP 05,U.S. House,10,Kirby,WC,4,7,11
Macomb,HARRISON TOWNSHIP 05,U.S. House,10,Marlinga,DEM,230,124,354
Macomb,HARRISON TOWNSHIP 05,U.S. House,10,James,REP,446,526,972
Macomb,HARRISON TOWNSHIP 05,U.S. House,10,Saliba,LIB,6,9,15
Macomb,HARRISON TOWNSHIP 06,U.S. House,10,Ballots Cast,,,,1423
Macomb,HARRISON TOWNSHIP 06,U.S. House,10,Kirby,WC,5,18,23
Macomb,HARRISON TOWNSHIP 06,U.S. House,10,Marlinga,DEM,331,295,626
Macomb,HARRISON TOWNSHIP 06,U.S. House,10,James,REP,301,417,718
Macomb,HARRISON TOWNSHIP 06,U.S. House,10,Saliba,LIB,9,6,15
Macomb,HARRISON TOWNSHIP 07,U.S. House,10,Ballots Cast,,,,1325
Macomb,HARRISON TOWNSHIP 07,U.S. House,10,Kirby,WC,10,7,17
Macomb,HARRISON TOWNSHIP 07,U.S. House,10,Marlinga,DEM,269,223,492
Macomb,HARRISON TOWNSHIP 07,U.S. House,10,James,REP,320,446,766
Macomb,HARRISON TOWNSHIP 07,U.S. House,10,Saliba,LIB,5,8,13
Macomb,HARRISON TOWNSHIP 08,U.S. House,10,Ballots Cast,,,,870
Macomb,HARRISON TOWNSHIP 08,U.S. House,10,Kirby,WC,7,19,26
Macomb,HARRISON TOWNSHIP 08,U.S. House,10,Marlinga,DEM,229,247,476
Macomb,HARRISON TOWNSHIP 08,U.S. House,10,James,REP,103,235,338
Macomb,HARRISON TOWNSHIP 08,U.S. House,10,Saliba,LIB,0,6,6
Macomb,HARRISON TOWNSHIP 09,U.S. House,10,Ballots Cast,,,,1231
Macomb,HARRISON TOWNSHIP 09,U.S. House,10,Kirby,WC,8,4,12
Macomb,HARRISON TOWNSHIP 09,U.S. House,10,Marlinga,DEM,237,149,386
Macomb,HARRISON TOWNSHIP 09,U.S. House,10,James,REP,347,445,792
Macomb,HARRISON TOWNSHIP 09,U.S. House,10,Saliba,LIB,4,4,8
Macomb,HARRISON TOWNSHIP 10,U.S. House,10,Ballots Cast,,,,1143
Macomb,HARRISON TOWNSHIP 10,U.S. House,10,Kirby,WC,6,8,14
Macomb,HARRISON TOWNSHIP 10,U.S. House,10,Marlinga,DEM,214,190,404
Macomb,HARRISON TOWNSHIP 10,U.S. House,10,James,REP,261,421,682
Macomb,HARRISON TOWNSHIP 10,U.S. House,10,Saliba,LIB,2,13,15
Macomb,MACOMB TOWNSHIP 01,U.S. House,10,Ballots Cast,,,,1222
Macomb,MACOMB TOWNSHIP 01,U.S. House,10,Kirby,WC,5,6,11
Macomb,MACOMB TOWNSHIP 01,U.S. House,10,Marlinga,DEM,310,209,519
Macomb,MACOMB TOWNSHIP 01,U.S. House,10,James,REP,233,405,638
Macomb,MACOMB TOWNSHIP 01,U.S. House,10,Saliba,LIB,2,8,10
Macomb,MACOMB TOWNSHIP 02,U.S. House,10,Ballots Cast,,,,1103
Macomb,MACOMB TOWNSHIP 02,U.S. House,10,Kirby,WC,10,19,29
Macomb,MACOMB TOWNSHIP 02,U.S. House,10,Marlinga,DEM,219,268,487
Macomb,MACOMB TOWNSHIP 02,U.S. House,10,James,REP,175,370,545
Macomb,MACOMB TOWNSHIP 02,U.S. House,10,Saliba,LIB,4,12,16
Macomb,MACOMB TOWNSHIP 03,U.S. House,10,Ballots Cast,,,,1497
Macomb,MACOMB TOWNSHIP 03,U.S. House,10,Kirby,WC,4,7,11
Macomb,MACOMB TOWNSHIP 03,U.S. House,10,Marlinga,DEM,339,258,597
Macomb,MACOMB TOWNSHIP 03,U.S. House,10,James,REP,237,594,831
Macomb,MACOMB TOWNSHIP 03,U.S. House,10,Saliba,LIB,4,14,18
Macomb,MACOMB TOWNSHIP 04,U.S. House,10,Ballots Cast,,,,876
Macomb,MACOMB TOWNSHIP 04,U.S. House,10,Kirby,WC,5,1,6
Macomb,MACOMB TOWNSHIP 04,U.S. House,10,Marlinga,DEM,222,131,353
Macomb,MACOMB TOWNSHIP 04,U.S. House,10,James,REP,213,285,498
Macomb,MACOMB TOWNSHIP 04,U.S. House,10,Saliba,LIB,3,1,4
Macomb,MACOMB TOWNSHIP 10,U.S. House,10,Ballots Cast,,,,1717
Macomb,MACOMB TOWNSHIP 10,U.S. House,10,Kirby,WC,6,9,15
Macomb,MACOMB TOWNSHIP 10,U.S. House,10,Marlinga,DEM,401,287,688
Macomb,MACOMB TOWNSHIP 10,U.S. House,10,James,REP,324,630,954
Macomb,MACOMB TOWNSHIP 10,U.S. House,10,Saliba,LIB,6,7,13
Macomb,MACOMB TOWNSHIP 11,U.S. House,10,Ballots Cast,,,,1303
Macomb,MACOMB TOWNSHIP 11,U.S. House,10,Kirby,WC,7,12,19
Macomb,MACOMB TOWNSHIP 11,U.S. House,10,Marlinga,DEM,272,218,490
Macomb,MACOMB TOWNSHIP 11,U.S. House,10,James,REP,261,478,739
Macomb,MACOMB TOWNSHIP 11,U.S. House,10,Saliba,LIB,4,8,12
Macomb,MACOMB TOWNSHIP 15,U.S. House,10,Ballots Cast,,,,1631
Macomb,MACOMB TOWNSHIP 15,U.S. House,10,Kirby,WC,5,14,19
Macomb,MACOMB TOWNSHIP 15,U.S. House,10,Marlinga,DEM,275,244,519
Macomb,MACOMB TOWNSHIP 15,U.S. House,10,James,REP,324,717,1041
Macomb,MACOMB TOWNSHIP 15,U.S. House,10,Saliba,LIB,2,9,11
Macomb,MACOMB TOWNSHIP 16,U.S. House,10,Ballots Cast,,,,1285
Macomb,MACOMB TOWNSHIP 16,U.S. House,10,Kirby,WC,4,14,18
Macomb,MACOMB TOWNSHIP 16,U.S. House,10,Marlinga,DEM,256,188,444
Macomb,MACOMB TOWNSHIP 16,U.S. House,10,James,REP,256,523,779
Macomb,MACOMB TOWNSHIP 16,U.S. House,10,Saliba,LIB,2,6,8
Macomb,MOUNT CLEMENS 01,U.S. House,10,Ballots Cast,,,,611
Macomb,MOUNT CLEMENS 01,U.S. House,10,Kirby,WC,5,10,15
Macomb,MOUNT CLEMENS 01,U.S. House,10,Marlinga,DEM,185,263,448
Macomb,MOUNT CLEMENS 01,U.S. House,10,James,REP,20,103,123
Macomb,MOUNT CLEMENS 01,U.S. House,10,Saliba,LIB,2,11,13
Macomb,MOUNT CLEMENS 02,U.S. House,10,Ballots Cast,,,,902
Macomb,MOUNT CLEMENS 02,U.S. House,10,Kirby,WC,6,17,23
Macomb,MOUNT CLEMENS 02,U.S. House,10,Marlinga,DEM,210,255,465
Macomb,MOUNT CLEMENS 02,U.S. House,10,James,REP,83,296,379
Macomb,MOUNT CLEMENS 02,U.S. House,10,Saliba,LIB,5,14,19
Macomb,MOUNT CLEMENS 03,U.S. House,10,Ballots Cast,,,,1325
Macomb,MOUNT CLEMENS 03,U.S. House,10,Kirby,WC,12,21,33
Macomb,MOUNT CLEMENS 03,U.S. House,10,Marlinga,DEM,277,424,701
Macomb,MOUNT CLEMENS 03,U.S. House,10,James,REP,125,415,540
Macomb,MOUNT CLEMENS 03,U.S. House,10,Saliba,LIB,7,10,17
Macomb,MOUNT CLEMENS 04,U.S. House,10,Ballots Cast,,,,670
Macomb,MOUNT CLEMENS 04,U.S. House,10,Kirby,WC,7,9,16
Macomb,MOUNT CLEMENS 04,U.S. House,10,Marlinga,DEM,179,198,377
Macomb,MOUNT CLEMENS 04,U.S. House,10,James,REP,61,190,251
Macomb,MOUNT CLEMENS 04,U.S. House,10,Saliba,LIB,1,12,13
Macomb,MOUNT CLEMENS 06,U.S. House,10,Ballots Cast,,,,1242
Macomb,MOUNT CLEMENS 06,U.S. House,10,Kirby,WC,17,24,41
Macomb,MOUNT CLEMENS 06,U.S. House,10,Marlinga,DEM,349,434,783
Macomb,MOUNT CLEMENS 06,U.S. House,10,James,REP,102,268,370
Macomb,MOUNT CLEMENS 06,U.S. House,10,Saliba,LIB,4,15,19
Macomb,MOUNT CLEMENS 09,U.S. House,10,Ballots Cast,,,,1117
Macomb,MOUNT CLEMENS 09,U.S. House,10,Kirby,WC,5,10,15
Macomb,MOUNT CLEMENS 09,U.S. House,10,Marlinga,DEM,262,230,492
Macomb,MOUNT CLEMENS 09,U.S. House,10,James,REP,144,415,559
