id,county,precinct,office,district,candidate,party,election_day,absentee,votes
7309,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Christopher Yates,,206,155,361
7310,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Cast Votes,,206,155,361
7311,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Undervotes,,213,122,335
7312,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Overvotes,,0,0,0
7313,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Rejected write-in votes,,3,7,10
7314,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Unresolved write-in votes,,0,0,0
7317,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Kathleen A. Feeney,,176,156,332
7318,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Raymond P. Voet,,78,51,129
7319,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Cast Votes,,254,207,461
7320,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Undervotes,,167,77,244
7321,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Overvotes,,0,0,0
7322,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Rejected write-in votes,,1,0,1
7323,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Unresolved write-in votes,,0,0,0
7325,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit Incumbent Position,,Kent D. Engle,,162,125,287
7326,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit Incumbent Position,,Karen Jongekrijg Miedema,,157,141,298
7327,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit Incumbent Position,,Cast Votes,,319,266,585
7328,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit Incumbent Position,,Undervotes,,518,300,818
7329,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit Incumbent Position,,Overvotes,,0,0,0
7330,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit Incumbent Position,,Rejected write-in votes,,7,2,9
7331,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit Incumbent Position,,Unresolved write-in votes,,0,0,0
7333,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit New Judgeship,,Paul Kraus,,150,112,262
7334,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit New Judgeship,,Mercedes Watts,,120,112,232
7335,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit New Judgeship,,Cast Votes,,270,224,494
7336,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit New Judgeship,,Undervotes,,149,59,208
7337,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit New Judgeship,,Overvotes,,0,0,0
7338,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit New Judgeship,,Rejected write-in votes,,3,1,4
7339,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of Circuit Court 20th Circuit New Judgeship,,Unresolved write-in votes,,0,0,0
7342,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of District Court 58th District Incumbent Position,,Judy K. Mulder,,200,142,342
7343,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of District Court 58th District Incumbent Position,,Cast Votes,,200,142,342
7344,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of District Court 58th District Incumbent Position,,Undervotes,,215,137,352
7345,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of District Court 58th District Incumbent Position,,Overvotes,,0,0,0
7346,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of District Court 58th District Incumbent Position,,Rejected write-in votes,,7,5,12
7347,Ottawa,"City of Holland, Ward 2, Precinct 5",Judge of District Court 58th District Incumbent Position,,Unresolved write-in votes,,0,0,0
7349,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Chris Arendshorst,,130,75,205
7350,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Bree Austin-Roberts,,130,117,247
7351,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Linda A. Falstad,,115,128,243
7352,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Lois Mulder,,184,183,367
7353,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Katie Staroba,,98,55,153
7354,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Laurie Van't Hof,,87,37,124
7355,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Cast Votes,,744,595,1339
7356,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Undervotes,,515,255,770
7357,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Overvotes,,1,0,1
7358,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Rejected write-in votes,,4,2,6
7359,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools 6 Year Term,,Unresolved write-in votes,,0,0,0
7361,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools Partial Term Ending 12/31/2024,,Elizabeth Colburn,,215,164,379
7362,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools Partial Term Ending 12/31/2024,,Cast Votes,,215,164,379
7363,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools Partial Term Ending 12/31/2024,,Undervotes,,202,114,316
7364,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools Partial Term Ending 12/31/2024,,Overvotes,,1,0,1
7365,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools Partial Term Ending 12/31/2024,,Rejected write-in votes,,4,6,10
7366,Ottawa,"City of Holland, Ward 2, Precinct 5",Board Member Holland Public Schools Partial Term Ending 12/31/2024,,Unresolved write-in votes,,0,0,0
7369,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-1,,Yes,,285,231,516
7370,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-1,,No,,112,43,155
7371,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-1,,Cast Votes,,397,274,671
7372,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-1,,Undervotes,,25,9,34
7373,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-1,,Overvotes,,0,1,1
7374,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-1,,Rejected write-in votes,,0,0,0
7375,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-1,,Unresolved write-in votes,,0,0,0
7377,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-2,,Yes,,256,229,485
7378,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-2,,No,,143,46,189
7379,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-2,,Cast Votes,,399,275,674
7380,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-2,,Undervotes,,23,9,32
7381,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-2,,Overvotes,,0,0,0
7382,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-2,,Rejected write-in votes,,0,0,0
7383,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-2,,Unresolved write-in votes,,0,0,0
7385,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-3,,Yes,,232,207,439
7386,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-3,,No,,182,70,252
7387,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-3,,Cast Votes,,414,277,691
7388,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-3,,Undervotes,,8,7,15
7389,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-3,,Overvotes,,0,0,0
7390,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-3,,Rejected write-in votes,,0,0,0
7391,Ottawa,"City of Holland, Ward 2, Precinct 5",Proposal 22-3,,Unresolved write-in votes,,0,0,0
7394,Ottawa,"City of Holland, Ward 2, Precinct 5","City of Holland Proposition To Authorize The Sale Of 4036 Hillside Trail, Laketown Township",,Yes,,214,183,397
7395,Ottawa,"City of Holland, Ward 2, Precinct 5","City of Holland Proposition To Authorize The Sale Of 4036 Hillside Trail, Laketown Township",,No,,146,70,216
7396,Ottawa,"City of Holland, Ward 2, Precinct 5","City of Holland Proposition To Authorize The Sale Of 4036 Hillside Trail, Laketown Township",,Cast Votes,,360,253,613
7397,Ottawa,"City of Holland, Ward 2, Precinct 5","City of Holland Proposition To Authorize The Sale Of 4036 Hillside Trail, Laketown Township",,Undervotes,,61,31,92
7398,Ottawa,"City of Holland, Ward 2, Precinct 5","City of Holland Proposition To Authorize The Sale Of 4036 Hillside Trail, Laketown Township",,Overvotes,,1,0,1
7399,Ottawa,"City of Holland, Ward 2, Precinct 5","City of Holland Proposition To Authorize The Sale Of 4036 Hillside Trail, Laketown Township",,Rejected write-in votes,,0,0,0
7400,Ottawa,"City of Holland, Ward 2, Precinct 5","City of Holland Proposition To Authorize The Sale Of 4036 Hillside Trail, Laketown Township",,Unresolved write-in votes,,0,0,0
7402,Ottawa,"City of Holland, Ward 2, Precinct 5",School District of the City of Holland Operating Millage Proposal,,Yes,,236,197,433
7403,Ottawa,"City of Holland, Ward 2, Precinct 5",School District of the City of Holland Operating Millage Proposal,,No,,122,70,192
7404,Ottawa,"City of Holland, Ward 2, Precinct 5",School District of the City of Holland Operating Millage Proposal,,Cast Votes,,358,267,625
7405,Ottawa,"City of Holland, Ward 2, Precinct 5",School District of the City of Holland Operating Millage Proposal,,Undervotes,,64,17,81
7406,Ottawa,"City of Holland, Ward 2, Precinct 5",School District of the City of Holland Operating Millage Proposal,,Overvotes,,0,0,0
7407,Ottawa,"City of Holland, Ward 2, Precinct 5",School District of the City of Holland Operating Millage Proposal,,Rejected write-in votes,,0,0,0
7408,Ottawa,"City of Holland, Ward 2, Precinct 5",School District of the City of Holland Operating Millage Proposal,,Unresolved write-in votes,,0,0,0
7411,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Democratic Party,DEM,263,179,442
7412,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Republican Party,REP,136,23,159
7413,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Libertarian Party,LIB,4,2,6
7414,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,U.S. Taxpayers Party,UST,1,0,1
7415,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Working Class Party,WC,3,1,4
7416,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Green Party,GRE,1,0,1
7417,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Natural Law Party,NAL,0,1,1
7418,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Cast Votes,,408,206,614
7419,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Undervotes,,315,124,439
7420,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Overvotes,,0,0,0
7421,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Rejected write-in votes,,0,0,0
7422,Ottawa,"City of Holland, Ward 3, Precinct 6",Straight Party,,Unresolved write-in votes,,0,0,0
7425,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,479,280,759
7426,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Tudor M. Dixon Shane Hernandez,REP,223,39,262
7427,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Mary Buzuma Brian Ellison,LIB,14,5,19
7428,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Donna Brandenburg Mellissa Carone,UST,1,0,1
7429,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Kevin Hogan Destiny Clayton,GRE,4,0,4
7430,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Daryl M. Simpson Doug Dern,NAL,0,3,3
7431,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Bob Scott (W),,0,0,0
7432,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
7433,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Ervin Joseph Lamie (W),,0,0,0
7434,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
7435,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Evan S. Space (W),,0,0,0
7436,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Joseph Irving (W),,0,0,0
7437,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Joseph Michael Hunt (W),,0,0,0
7438,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Joyce Priscilla Gipson (W),,0,0,0
7439,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Justin Paul Blackburn (W),,0,0,0
7440,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Michael David Kelley (W),,0,0,0
7441,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Michael Ray Deck (W),,0,0,0
7442,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Cast Votes,,721,327,1048
7443,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Undervotes,,1,3,4
7444,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Overvotes,,1,0,1
7445,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Rejected write-in votes,,0,0,0
7446,Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Unresolved write-in votes,,0,0,0
7449,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Jocelyn Benson,DEM,470,280,750
7450,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Kristina Elaine Karamo,REP,210,39,249
7451,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Gregory Scott Stempfle,LIB,19,4,23
7452,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Christine C. Schwartz,UST,3,0,3
7453,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,2,5
7454,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Cast Votes,,705,325,1030
7455,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Undervotes,,17,5,22
7456,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Overvotes,,1,0,1
7457,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Rejected write-in votes,,0,0,0
7458,Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Unresolved write-in votes,,0,0,0
7460,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Dana Nessel,DEM,455,273,728
7461,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Matthew DePerno,REP,215,41,256
7462,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Joseph W. McHugh Jr.,LIB,26,7,33
7463,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Gerald T. Van Sickle,UST,5,2,7
7464,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Cast Votes,,701,323,1024
7465,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Undervotes,,21,6,27
7466,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Overvotes,,1,0,1
7467,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Rejected write-in votes,,0,1,1
7468,Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Unresolved write-in votes,,0,0,0
7470,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Joseph Alfonso,DEM,433,265,698
7471,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Bill Huizenga,REP,246,56,302
7472,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Lorence Wenke,LIB,24,4,28
7473,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Curtis Michael Clark,UST,4,1,5
7474,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Cast Votes,,707,326,1033
7475,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Undervotes,,16,4,20
7476,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Overvotes,,0,0,0
7477,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Rejected write-in votes,,0,0,0
7478,Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Unresolved write-in votes,,0,0,0
7481,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Kim S. Nagy,DEM,431,272,703
7482,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Roger Victory,REP,229,47,276
7483,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Jessica L. Fox,LIB,41,5,46
7484,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Cast Votes,,701,324,1025
7485,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Undervotes,,21,6,27
7486,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Overvotes,,0,0,0
7487,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Rejected write-in votes,,1,0,1
7488,Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Unresolved write-in votes,,0,0,0
7490,Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Larry D. Jackson,DEM,445,268,713
7491,Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Nancy De Boer,REP,256,54,310
7492,Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Cast Votes,,701,322,1023
7493,Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Undervotes,,21,8,29
7494,Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Overvotes,,1,0,1
7495,Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Rejected write-in votes,,0,0,0
7496,Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Unresolved write-in votes,,0,0,0
7498,Ottawa,"City of Holland, Ward 3, Precinct 6",Member of the State Board of Education,,Pamela Pugh,DEM,415,260,675
7499,Ottawa,"City of Holland, Ward 3, Precinct 6",Member of the State Board of Education,,Mitchell Robinson,DEM,381,262,643
7500,Ottawa,"City of Holland, Ward 3, Precinct 6",Member of the State Board of Education,,Tamara D. Carlone,REP,217,43,260
7501,Ottawa,"City of Holland, Ward 3, Precinct 6",Member of the State Board of Education,,Linda Lee Tarver,REP,203,42,245
7502,Ottawa,"City of Holland, Ward 3, Precinct 6",Member of the State Board of Education,,Donna Gundle-Krieg,LIB,25,4,29
