county,precinct,office,district,candidate,party,votes,election_day,absentee
Bay,"Monitor Twp., Pct 3",President,,Write-In,,3,2,1
Bay,"Monitor Twp., Pct 3",U.S. Senate,,Gary Peters,DEM,469,122,347
Bay,"Monitor Twp., Pct 3",U.S. Senate,,John James,REP,830,479,351
Bay,"Monitor Twp., Pct 3",U.S. Senate,,Valerie L. Willis,UTP,12,4,8
Bay,"Monitor Twp., Pct 3",U.S. Senate,,Marcia Squier,GRN,3,2,1
Bay,"Monitor Twp., Pct 3",U.S. Senate,,Doug Dern,NLP,0,0,0
Bay,"Monitor Twp., Pct 3",U.S. Senate,,Write-In,,2,2,0
Bay,"Monitor Twp., Pct 3",U.S. House,5,Daniel T. Kildee,DEM,473,126,347
Bay,"Monitor Twp., Pct 3",U.S. House,5,Tim Kelly,REP,785,448,337
Bay,"Monitor Twp., Pct 3",U.S. House,5,James Harris,LIB,13,7,6
Bay,"Monitor Twp., Pct 3",U.S. House,5,Kathy Goodwin,WCP,21,10,11
Bay,"Monitor Twp., Pct 3",U.S. House,5,Write-In,,1,1,0
Bay,"Monitor Twp., Pct 3",State Representative,96,Brian K. Elder,DEM,448,127,321
Bay,"Monitor Twp., Pct 3",State Representative,96,Timothy Beson,REP,863,478,385
Bay,"Monitor Twp., Pct 3",State Representative,96,Write-In,,4,3,1
Bay,"Monitor Twp., Pct 4",Registered Voters,,,,1331,,
Bay,"Monitor Twp., Pct 4",Ballots Cast,,,,1075,291,784
Bay,"Monitor Twp., Pct 4",Ballots Cast Blank,,,,0,0,0
Bay,"Monitor Twp., Pct 4",Straight Party,,Democratic Party,DEM,246,40,206
Bay,"Monitor Twp., Pct 4",Straight Party,,Republican Party,REP,209,86,123
Bay,"Monitor Twp., Pct 4",Straight Party,,Libertarian Party,LIB,3,3,0
Bay,"Monitor Twp., Pct 4",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Monitor Twp., Pct 4",Straight Party,,Working Class Party,WCP,2,1,1
Bay,"Monitor Twp., Pct 4",Straight Party,,Green Party,GRN,1,1,0
Bay,"Monitor Twp., Pct 4",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Monitor Twp., Pct 4",President,,Joseph R. Biden,DEM,530,93,437
Bay,"Monitor Twp., Pct 4",President,,Donald J. Trump,REP,526,186,340
Bay,"Monitor Twp., Pct 4",President,,Jo Jorgensen,LIB,9,7,2
Bay,"Monitor Twp., Pct 4",President,,Don Blankenship,UTP,0,0,0
Bay,"Monitor Twp., Pct 4",President,,Howie Hawkins,GRN,4,2,2
Bay,"Monitor Twp., Pct 4",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Monitor Twp., Pct 4",President,,Write-In,,0,0,0
Bay,"Monitor Twp., Pct 4",U.S. Senate,,Gary Peters,DEM,525,89,436
Bay,"Monitor Twp., Pct 4",U.S. Senate,,John James,REP,507,181,326
Bay,"Monitor Twp., Pct 4",U.S. Senate,,Valerie L. Willis,UTP,10,7,3
Bay,"Monitor Twp., Pct 4",U.S. Senate,,Marcia Squier,GRN,7,6,1
Bay,"Monitor Twp., Pct 4",U.S. Senate,,Doug Dern,NLP,1,0,1
Bay,"Monitor Twp., Pct 4",U.S. Senate,,Write-In,,1,0,1
Bay,"Monitor Twp., Pct 4",U.S. House,5,Daniel T. Kildee,DEM,534,94,440
Bay,"Monitor Twp., Pct 4",U.S. House,5,Tim Kelly,REP,490,173,317
Bay,"Monitor Twp., Pct 4",U.S. House,5,James Harris,LIB,13,10,3
Bay,"Monitor Twp., Pct 4",U.S. House,5,Kathy Goodwin,WCP,12,6,6
Bay,"Monitor Twp., Pct 4",U.S. House,5,Write-In,,0,0,0
Bay,"Monitor Twp., Pct 4",State Representative,96,Brian K. Elder,DEM,505,100,405
Bay,"Monitor Twp., Pct 4",State Representative,96,Timothy Beson,REP,546,184,362
Bay,"Monitor Twp., Pct 4",State Representative,96,Write-In,,0,0,0
Bay,"Monitor Twp., Pct 5",Registered Voters,,,,1868,,
Bay,"Monitor Twp., Pct 5",Ballots Cast,,,,1503,668,835
Bay,"Monitor Twp., Pct 5",Ballots Cast Blank,,,,0,0,0
Bay,"Monitor Twp., Pct 5",Straight Party,,Democratic Party,DEM,247,49,198
Bay,"Monitor Twp., Pct 5",Straight Party,,Republican Party,REP,337,193,144
Bay,"Monitor Twp., Pct 5",Straight Party,,Libertarian Party,LIB,6,3,3
Bay,"Monitor Twp., Pct 5",Straight Party,,U.S. Taxpayers Party,UTP,5,0,5
Bay,"Monitor Twp., Pct 5",Straight Party,,Working Class Party,WCP,3,2,1
Bay,"Monitor Twp., Pct 5",Straight Party,,Green Party,GRN,0,0,0
Bay,"Monitor Twp., Pct 5",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Monitor Twp., Pct 5",President,,Joseph R. Biden,DEM,555,132,423
Bay,"Monitor Twp., Pct 5",President,,Donald J. Trump,REP,919,524,395
Bay,"Monitor Twp., Pct 5",President,,Jo Jorgensen,LIB,16,10,6
Bay,"Monitor Twp., Pct 5",President,,Don Blankenship,UTP,2,1,1
Bay,"Monitor Twp., Pct 5",President,,Howie Hawkins,GRN,3,1,2
Bay,"Monitor Twp., Pct 5",President,,Rocky De La Fuente,NLP,1,0,1
Bay,"Monitor Twp., Pct 5",President,,Write-In,,1,0,1
Bay,"Monitor Twp., Pct 5",U.S. Senate,,Gary Peters,DEM,565,147,418
Bay,"Monitor Twp., Pct 5",U.S. Senate,,John James,REP,887,498,389
Bay,"Monitor Twp., Pct 5",U.S. Senate,,Valerie L. Willis,UTP,6,3,3
Bay,"Monitor Twp., Pct 5",U.S. Senate,,Marcia Squier,GRN,7,4,3
Bay,"Monitor Twp., Pct 5",U.S. Senate,,Doug Dern,NLP,5,3,2
Bay,"Monitor Twp., Pct 5",U.S. Senate,,Write-In,,2,2,0
Bay,"Monitor Twp., Pct 5",U.S. House,5,Daniel T. Kildee,DEM,577,151,426
Bay,"Monitor Twp., Pct 5",U.S. House,5,Tim Kelly,REP,837,469,368
Bay,"Monitor Twp., Pct 5",U.S. House,5,James Harris,LIB,22,14,8
Bay,"Monitor Twp., Pct 5",U.S. House,5,Kathy Goodwin,WCP,21,8,13
Bay,"Monitor Twp., Pct 5",U.S. House,5,Write-In,,2,2,0
Bay,"Monitor Twp., Pct 5",State Representative,96,Brian K. Elder,DEM,538,141,397
Bay,"Monitor Twp., Pct 5",State Representative,96,Timothy Beson,REP,917,507,410
Bay,"Monitor Twp., Pct 5",State Representative,96,Write-In,,2,2,0
Bay,"Monitor Twp., Pct 6",Registered Voters,,,,1043,,
Bay,"Monitor Twp., Pct 6",Ballots Cast,,,,852,342,510
Bay,"Monitor Twp., Pct 6",Ballots Cast Blank,,,,0,0,0
Bay,"Monitor Twp., Pct 6",Straight Party,,Democratic Party,DEM,155,31,124
Bay,"Monitor Twp., Pct 6",Straight Party,,Republican Party,REP,207,111,96
Bay,"Monitor Twp., Pct 6",Straight Party,,Libertarian Party,LIB,1,1,0
Bay,"Monitor Twp., Pct 6",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Monitor Twp., Pct 6",Straight Party,,Working Class Party,WCP,1,1,0
Bay,"Monitor Twp., Pct 6",Straight Party,,Green Party,GRN,0,0,0
Bay,"Monitor Twp., Pct 6",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Monitor Twp., Pct 6",President,,Joseph R. Biden,DEM,330,74,256
Bay,"Monitor Twp., Pct 6",President,,Donald J. Trump,REP,507,264,243
Bay,"Monitor Twp., Pct 6",President,,Jo Jorgensen,LIB,5,2,3
Bay,"Monitor Twp., Pct 6",President,,Don Blankenship,UTP,0,0,0
Bay,"Monitor Twp., Pct 6",President,,Howie Hawkins,GRN,1,0,1
Bay,"Monitor Twp., Pct 6",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Monitor Twp., Pct 6",President,,Write-In,,3,0,3
Bay,"Monitor Twp., Pct 6",U.S. Senate,,Gary Peters,DEM,346,81,265
Bay,"Monitor Twp., Pct 6",U.S. Senate,,John James,REP,481,255,226
Bay,"Monitor Twp., Pct 6",U.S. Senate,,Valerie L. Willis,UTP,5,1,4
Bay,"Monitor Twp., Pct 6",U.S. Senate,,Marcia Squier,GRN,6,1,5
Bay,"Monitor Twp., Pct 6",U.S. Senate,,Doug Dern,NLP,2,0,2
Bay,"Monitor Twp., Pct 6",U.S. Senate,,Write-In,,0,0,0
Bay,"Monitor Twp., Pct 6",U.S. House,5,Daniel T. Kildee,DEM,344,79,265
Bay,"Monitor Twp., Pct 6",U.S. House,5,Tim Kelly,REP,465,240,225
Bay,"Monitor Twp., Pct 6",U.S. House,5,James Harris,LIB,5,3,2
Bay,"Monitor Twp., Pct 6",U.S. House,5,Kathy Goodwin,WCP,15,9,6
Bay,"Monitor Twp., Pct 6",U.S. House,5,Write-In,,0,0,0
Bay,"Monitor Twp., Pct 6",State Representative,96,Brian K. Elder,DEM,305,73,232
Bay,"Monitor Twp., Pct 6",State Representative,96,Timothy Beson,REP,528,263,265
Bay,"Monitor Twp., Pct 6",State Representative,96,Write-In,,3,1,2
Bay,"Mt. Forest Twp., Pct 1",Registered Voters,,,,1156,,
,"Mt. Forest Twp., Pct 1",Ballots Cast,,,,824,824,0
Bay,"Mt. Forest Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Mt. Forest Twp., Pct 1",Straight Party,,Democratic Party,DEM,122,122,0
Bay,"Mt. Forest Twp., Pct 1",Straight Party,,Republican Party,REP,260,260,0
Bay,"Mt. Forest Twp., Pct 1",Straight Party,,Libertarian Party,LIB,5,5,0
Bay,"Mt. Forest Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,1,1,0
Bay,"Mt. Forest Twp., Pct 1",Straight Party,,Working Class Party,WCP,5,5,0
Bay,"Mt. Forest Twp., Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Mt. Forest Twp., Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Mt. Forest Twp., Pct 1",President,,Joseph R. Biden,DEM,228,228,0
Bay,"Mt. Forest Twp., Pct 1",President,,Donald J. Trump,REP,583,583,0
Bay,"Mt. Forest Twp., Pct 1",President,,Jo Jorgensen,LIB,9,9,0
Bay,"Mt. Forest Twp., Pct 1",President,,Don Blankenship,UTP,1,1,0
Bay,"Mt. Forest Twp., Pct 1",President,,Howie Hawkins,GRN,1,1,0
Bay,"Mt. Forest Twp., Pct 1",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Mt. Forest Twp., Pct 1",President,,Write-In,,0,0,0
Bay,"Mt. Forest Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,273,273,0
Bay,"Mt. Forest Twp., Pct 1",U.S. Senate,,John James,REP,518,518,0
Bay,"Mt. Forest Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,10,10,0
Bay,"Mt. Forest Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,3,3,0
Bay,"Mt. Forest Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,5,5,0
Bay,"Mt. Forest Twp., Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Mt. Forest Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,262,262,0
Bay,"Mt. Forest Twp., Pct 1",U.S. House,5,Tim Kelly,REP,507,507,0
Bay,"Mt. Forest Twp., Pct 1",U.S. House,5,James Harris,LIB,10,10,0
Bay,"Mt. Forest Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,25,25,0
Bay,"Mt. Forest Twp., Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Mt. Forest Twp., Pct 1",State Representative,98,Sarah Schulz,DEM,244,244,0
Bay,"Mt. Forest Twp., Pct 1",State Representative,98,Annette Glenn,REP,552,552,0
Bay,"Mt. Forest Twp., Pct 1",State Representative,98,Write-In,,2,2,0
Bay,"Pinconning Twp., Pct 1",Registered Voters,,,,1889,,
Bay,"Pinconning Twp., Pct 1",Ballots Cast,,,,1406,1406,0
Bay,"Pinconning Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Pinconning Twp., Pct 1",Straight Party,,Democratic Party,DEM,235,235,0
Bay,"Pinconning Twp., Pct 1",Straight Party,,Republican Party,REP,448,448,0
Bay,"Pinconning Twp., Pct 1",Straight Party,,Libertarian Party,LIB,8,8,0
Bay,"Pinconning Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,5,5,0
Bay,"Pinconning Twp., Pct 1",Straight Party,,Working Class Party,WCP,7,7,0
Bay,"Pinconning Twp., Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Pinconning Twp., Pct 1",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Pinconning Twp., Pct 1",President,,Joseph R. Biden,DEM,445,445,0
Bay,"Pinconning Twp., Pct 1",President,,Donald J. Trump,REP,940,940,0
Bay,"Pinconning Twp., Pct 1",President,,Jo Jorgensen,LIB,13,13,0
Bay,"Pinconning Twp., Pct 1",President,,Don Blankenship,UTP,2,2,0
Bay,"Pinconning Twp., Pct 1",President,,Howie Hawkins,GRN,0,0,0
Bay,"Pinconning Twp., Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Pinconning Twp., Pct 1",President,,Write-In,,0,0,0
Bay,"Pinconning Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,502,502,0
Bay,"Pinconning Twp., Pct 1",U.S. Senate,,John James,REP,851,851,0
Bay,"Pinconning Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,15,15,0
Bay,"Pinconning Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,2,2,0
Bay,"Pinconning Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,7,7,0
Bay,"Pinconning Twp., Pct 1",U.S. Senate,,Write-In,,0,0,0
Bay,"Pinconning Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,501,501,0
Bay,"Pinconning Twp., Pct 1",U.S. House,5,Tim Kelly,REP,805,805,0
Bay,"Pinconning Twp., Pct 1",U.S. House,5,James Harris,LIB,25,25,0
Bay,"Pinconning Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,34,34,0
Bay,"Pinconning Twp., Pct 1",U.S. House,5,Write-In,,1,1,0
Bay,"Pinconning Twp., Pct 1",State Representative,98,Sarah Schulz,DEM,451,451,0
Bay,"Pinconning Twp., Pct 1",State Representative,98,Annette Glenn,REP,906,906,0
Bay,"Pinconning Twp., Pct 1",State Representative,98,Write-In,,2,2,0
Bay,"Portsmouth Twp., Pct 1",Registered Voters,,,,1221,,
Bay,"Portsmouth Twp., Pct 1",Ballots Cast,,,,920,451,469
Bay,"Portsmouth Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Portsmouth Twp., Pct 1",Straight Party,,Democratic Party,DEM,185,46,139
Bay,"Portsmouth Twp., Pct 1",Straight Party,,Republican Party,REP,202,137,65
Bay,"Portsmouth Twp., Pct 1",Straight Party,,Libertarian Party,LIB,4,3,1
Bay,"Portsmouth Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Portsmouth Twp., Pct 1",Straight Party,,Working Class Party,WCP,4,2,2
Bay,"Portsmouth Twp., Pct 1",Straight Party,,Green Party,GRN,0,0,0
Bay,"Portsmouth Twp., Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Portsmouth Twp., Pct 1",President,,Joseph R. Biden,DEM,366,100,266
Bay,"Portsmouth Twp., Pct 1",President,,Donald J. Trump,REP,540,343,197
Bay,"Portsmouth Twp., Pct 1",President,,Jo Jorgensen,LIB,7,5,2
Bay,"Portsmouth Twp., Pct 1",President,,Don Blankenship,UTP,1,0,1
Bay,"Portsmouth Twp., Pct 1",President,,Howie Hawkins,GRN,2,1,1
Bay,"Portsmouth Twp., Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Portsmouth Twp., Pct 1",President,,Write-In,,1,0,1
Bay,"Portsmouth Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,397,119,278
Bay,"Portsmouth Twp., Pct 1",U.S. Senate,,John James,REP,483,312,171
Bay,"Portsmouth Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,7,4,3
Bay,"Portsmouth Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,9,4,5
Bay,"Portsmouth Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,2,2,0
Bay,"Portsmouth Twp., Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Portsmouth Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,404,123,281
Bay,"Portsmouth Twp., Pct 1",U.S. House,5,Tim Kelly,REP,467,297,170
Bay,"Portsmouth Twp., Pct 1",U.S. House,5,James Harris,LIB,6,6,0
Bay,"Portsmouth Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,23,12,11
Bay,"Portsmouth Twp., Pct 1",U.S. House,5,Write-In,,2,2,0
Bay,"Portsmouth Twp., Pct 1",State Representative,96,Brian K. Elder,DEM,376,119,257
Bay,"Portsmouth Twp., Pct 1",State Representative,96,Timothy Beson,REP,526,323,203
Bay,"Portsmouth Twp., Pct 1",State Representative,96,Write-In,,3,3,0
Bay,"Portsmouth Twp., Pct 2",Registered Voters,,,,1653,,
Bay,"Portsmouth Twp., Pct 2",Ballots Cast,,,,1188,521,667
Bay,"Portsmouth Twp., Pct 2",Ballots Cast Blank,,,,0,0,0
Bay,"Portsmouth Twp., Pct 2",Straight Party,,Democratic Party,DEM,265,68,197
Bay,"Portsmouth Twp., Pct 2",Straight Party,,Republican Party,REP,276,173,103
Bay,"Portsmouth Twp., Pct 2",Straight Party,,Libertarian Party,LIB,3,3,0
Bay,"Portsmouth Twp., Pct 2",Straight Party,,U.S. Taxpayers Party,UTP,1,0,1
Bay,"Portsmouth Twp., Pct 2",Straight Party,,Working Class Party,WCP,3,2,1
Bay,"Portsmouth Twp., Pct 2",Straight Party,,Green Party,GRN,0,0,0
Bay,"Portsmouth Twp., Pct 2",Straight Party,,Natural Law Party,NLP,1,0,1
Bay,"Portsmouth Twp., Pct 2",President,,Joseph R. Biden,DEM,509,127,382
Bay,"Portsmouth Twp., Pct 2",President,,Donald J. Trump,REP,656,378,278
Bay,"Portsmouth Twp., Pct 2",President,,Jo Jorgensen,LIB,13,12,1
Bay,"Portsmouth Twp., Pct 2",President,,Don Blankenship,UTP,1,0,1
Bay,"Portsmouth Twp., Pct 2",President,,Howie Hawkins,GRN,3,1,2
Bay,"Portsmouth Twp., Pct 2",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Portsmouth Twp., Pct 2",President,,Write-In,,1,0,1
Bay,"Portsmouth Twp., Pct 2",U.S. Senate,,Gary Peters,DEM,547,149,398
Bay,"Portsmouth Twp., Pct 2",U.S. Senate,,John James,REP,599,350,249
Bay,"Portsmouth Twp., Pct 2",U.S. Senate,,Valerie L. Willis,UTP,9,7,2
Bay,"Portsmouth Twp., Pct 2",U.S. Senate,,Marcia Squier,GRN,5,2,3
Bay,"Portsmouth Twp., Pct 2",U.S. Senate,,Doug Dern,NLP,3,3,0
Bay,"Portsmouth Twp., Pct 2",U.S. Senate,,Write-In,,1,0,1
Bay,"Portsmouth Twp., Pct 2",U.S. House,5,Daniel T. Kildee,DEM,551,148,403
Bay,"Portsmouth Twp., Pct 2",U.S. House,5,Tim Kelly,REP,570,334,236
Bay,"Portsmouth Twp., Pct 2",U.S. House,5,James Harris,LIB,12,7,5
Bay,"Portsmouth Twp., Pct 2",U.S. House,5,Kathy Goodwin,WCP,19,15,4
Bay,"Portsmouth Twp., Pct 2",U.S. House,5,Write-In,,1,1,0
Bay,"Portsmouth Twp., Pct 2",State Representative,96,Brian K. Elder,DEM,526,153,373
Bay,"Portsmouth Twp., Pct 2",State Representative,96,Timothy Beson,REP,633,356,277
Bay,"Portsmouth Twp., Pct 2",State Representative,96,Write-In,,3,2,1
Bay,"Williams Twp., Pct 1",Registered Voters,,,,2043,,
Bay,"Williams Twp., Pct 1",Ballots Cast,,,,1609,862,747
Bay,"Williams Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Williams Twp., Pct 1",Straight Party,,Democratic Party,DEM,226,82,144
Bay,"Williams Twp., Pct 1",Straight Party,,Republican Party,REP,392,281,111
Bay,"Williams Twp., Pct 1",Straight Party,,Libertarian Party,LIB,3,3,0
Bay,"Williams Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Williams Twp., Pct 1",Straight Party,,Working Class Party,WCP,0,0,0
Bay,"Williams Twp., Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Williams Twp., Pct 1",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Williams Twp., Pct 1",President,,Joseph R. Biden,DEM,543,172,371
Bay,"Williams Twp., Pct 1",President,,Donald J. Trump,REP,1020,664,356
Bay,"Williams Twp., Pct 1",President,,Jo Jorgensen,LIB,23,20,3
Bay,"Williams Twp., Pct 1",President,,Don Blankenship,UTP,3,0,3
Bay,"Williams Twp., Pct 1",President,,Howie Hawkins,GRN,5,1,4
Bay,"Williams Twp., Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Williams Twp., Pct 1",President,,Write-In,,6,2,4
Bay,"Williams Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,546,181,365
Bay,"Williams Twp., Pct 1",U.S. Senate,,John James,REP,1006,648,358
Bay,"Williams Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,14,7,7
Bay,"Williams Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,6,5,1
Bay,"Williams Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,5,5,0
Bay,"Williams Twp., Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Williams Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,547,181,366
Bay,"Williams Twp., Pct 1",U.S. House,5,Tim Kelly,REP,937,607,330
Bay,"Williams Twp., Pct 1",U.S. House,5,James Harris,LIB,34,26,8
Bay,"Williams Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,33,15,18
Bay,"Williams Twp., Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Williams Twp., Pct 1",State Representative,98,Sarah Schulz,DEM,518,182,336
Bay,"Williams Twp., Pct 1",State Representative,98,Annette Glenn,REP,1030,649,381
Bay,"Williams Twp., Pct 1",State Representative,98,Write-In,,6,5,1
Bay,"Williams Twp., Pct 2",Registered Voters,,,,1542,,
Bay,"Williams Twp., Pct 2",Ballots Cast,,,,1107,595,512
Bay,"Williams Twp., Pct 2",Ballots Cast Blank,,,,0,0,0
Bay,"Williams Twp., Pct 2",Straight Party,,Democratic Party,DEM,198,76,122
Bay,"Williams Twp., Pct 2",Straight Party,,Republican Party,REP,340,222,118
Bay,"Williams Twp., Pct 2",Straight Party,,Libertarian Party,LIB,5,4,1
Bay,"Williams Twp., Pct 2",Straight Party,,U.S. Taxpayers Party,UTP,2,2,0
Bay,"Williams Twp., Pct 2",Straight Party,,Working Class Party,WCP,4,4,0
Bay,"Williams Twp., Pct 2",Straight Party,,Green Party,GRN,1,1,0
Bay,"Williams Twp., Pct 2",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Williams Twp., Pct 2",President,,Joseph R. Biden,DEM,436,148,288
Bay,"Williams Twp., Pct 2",President,,Donald J. Trump,REP,658,438,220
Bay,"Williams Twp., Pct 2",President,,Jo Jorgensen,LIB,9,6,3
Bay,"Williams Twp., Pct 2",President,,Don Blankenship,UTP,1,1,0
Bay,"Williams Twp., Pct 2",President,,Howie Hawkins,GRN,3,2,1
Bay,"Williams Twp., Pct 2",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Williams Twp., Pct 2",President,,Write-In,,0,0,0
Bay,"Williams Twp., Pct 2",U.S. Senate,,Gary Peters,DEM,453,159,294
Bay,"Williams Twp., Pct 2",U.S. Senate,,John James,REP,626,420,206
Bay,"Williams Twp., Pct 2",U.S. Senate,,Valerie L. Willis,UTP,9,6,3
Bay,"Williams Twp., Pct 2",U.S. Senate,,Marcia Squier,GRN,8,4,4
Bay,"Williams Twp., Pct 2",U.S. Senate,,Doug Dern,NLP,2,1,1
Bay,"Williams Twp., Pct 2",U.S. Senate,,Write-In,,1,1,0
Bay,"Williams Twp., Pct 2",U.S. House,5,Daniel T. Kildee,DEM,454,158,296
Bay,"Williams Twp., Pct 2",U.S. House,5,Tim Kelly,REP,583,393,190
Bay,"Williams Twp., Pct 2",U.S. House,5,James Harris,LIB,25,20,5
Bay,"Williams Twp., Pct 2",U.S. House,5,Kathy Goodwin,WCP,21,11,10
Bay,"Williams Twp., Pct 2",U.S. House,5,Write-In,,2,1,1
Bay,"Williams Twp., Pct 2",State Representative,98,Sarah Schulz,DEM,429,155,274
Bay,"Williams Twp., Pct 2",State Representative,98,Annette Glenn,REP,659,430,229
Bay,"Williams Twp., Pct 2",State Representative,98,Write-In,,3,3,0
Bay,"Williams Twp., Pct 3",Registered Voters,,,,548,,
Bay,"Williams Twp., Pct 3",Ballots Cast,,,,449,257,192
Bay,"Williams Twp., Pct 3",Ballots Cast Blank,,,,0,0,0
Bay,"Williams Twp., Pct 3",Straight Party,,Democratic Party,DEM,56,19,37
Bay,"Williams Twp., Pct 3",Straight Party,,Republican Party,REP,113,79,34
Bay,"Williams Twp., Pct 3",Straight Party,,Libertarian Party,LIB,0,0,0
Bay,"Williams Twp., Pct 3",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Williams Twp., Pct 3",Straight Party,,Working Class Party,WCP,0,0,0
Bay,"Williams Twp., Pct 3",Straight Party,,Green Party,GRN,0,0,0
Bay,"Williams Twp., Pct 3",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Williams Twp., Pct 3",President,,Joseph R. Biden,DEM,151,54,97
Bay,"Williams Twp., Pct 3",President,,Donald J. Trump,REP,287,196,91
Bay,"Williams Twp., Pct 3",President,,Jo Jorgensen,LIB,9,7,2
Bay,"Williams Twp., Pct 3",President,,Don Blankenship,UTP,0,0,0
Bay,"Williams Twp., Pct 3",President,,Howie Hawkins,GRN,0,0,0
Bay,"Williams Twp., Pct 3",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Williams Twp., Pct 3",President,,Write-In,,0,0,0
Bay,"Williams Twp., Pct 3",U.S. Senate,,Gary Peters,DEM,167,64,103
Bay,"Williams Twp., Pct 3",U.S. Senate,,John James,REP,267,186,81
Bay,"Williams Twp., Pct 3",U.S. Senate,,Valerie L. Willis,UTP,1,0,1
Bay,"Williams Twp., Pct 3",U.S. Senate,,Marcia Squier,GRN,1,1,0
Bay,"Williams Twp., Pct 3",U.S. Senate,,Doug Dern,NLP,2,0,2
Bay,"Williams Twp., Pct 3",U.S. Senate,,Write-In,,0,0,0
Bay,"Williams Twp., Pct 3",U.S. House,5,Daniel T. Kildee,DEM,178,72,106
Bay,"Williams Twp., Pct 3",U.S. House,5,Tim Kelly,REP,239,163,76
Bay,"Williams Twp., Pct 3",U.S. House,5,James Harris,LIB,8,6,2
Bay,"Williams Twp., Pct 3",U.S. House,5,Kathy Goodwin,WCP,5,4,1
Bay,"Williams Twp., Pct 3",U.S. House,5,Write-In,,0,0,0
Bay,"Williams Twp., Pct 3",State Representative,98,Sarah Schulz,DEM,149,57,92
Bay,"Williams Twp., Pct 3",State Representative,98,Annette Glenn,REP,287,195,92
Bay,"Williams Twp., Pct 3",State Representative,98,Write-In,,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Registered Voters,,,,128,,
Bay,"Midland City, Ward 1, Pct 6",Ballots Cast,,,,0,0,0
