county,precinct,office,distrcit,party,candidate,votes
Branch,Quincy Township Precinct 1,Secretary of State,,REP,Kristina Elaine Karamo,335
Branch,Quincy Township Precinct 2,Secretary of State,,REP,Kristina Elaine Karamo,616
Branch,Sherwood Township Precinct 1,Secretary of State,,REP,Kristina Elaine Karamo,461
Branch,Union Township Precinct 1,Secretary of State,,REP,Kristina Elaine Karamo,670
Branch,Algansee Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,7
Branch,Batavia Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,9
Branch,Bethel Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,6
Branch,Bronson Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,7
Branch,Butler Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,6
Branch,California Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,3
Branch,City of Bronson Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,10
Branch,City of Coldwater Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,4
Branch,City of Coldwater Precinct 2,Secretary of State,,LIB,Gregory Scott Stempfle,12
Branch,City of Coldwater Precinct 3,Secretary of State,,LIB,Gregory Scott Stempfle,18
Branch,City of Coldwater Precinct 4,Secretary of State,,LIB,Gregory Scott Stempfle,15
Branch,Coldwater Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,16
Branch,Gilead Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,3
Branch,Girard Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,12
Branch,Kinderhook Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,6
Branch,Matteson Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,4
Branch,Noble Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,4
Branch,Ovid Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,16
Branch,Quincy Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,8
Branch,Quincy Township Precinct 2,Secretary of State,,LIB,Gregory Scott Stempfle,5
Branch,Sherwood Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,10
Branch,Union Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,17
Branch,Algansee Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,7
Branch,Batavia Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,7
Branch,Bethel Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,5
Branch,Bronson Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,9
Branch,Butler Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,6
Branch,California Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,6
Branch,City of Bronson Precinct 1,Secretary of State,,UST,Christine C. Schwartz,8
Branch,City of Coldwater Precinct 1,Secretary of State,,UST,Christine C. Schwartz,9
Branch,City of Coldwater Precinct 2,Secretary of State,,UST,Christine C. Schwartz,9
Branch,City of Coldwater Precinct 3,Secretary of State,,UST,Christine C. Schwartz,13
Branch,City of Coldwater Precinct 4,Secretary of State,,UST,Christine C. Schwartz,3
Branch,Coldwater Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,14
Branch,Gilead Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,1
Branch,Girard Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,10
Branch,Kinderhook Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,3
Branch,Matteson Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,3
Branch,Noble Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,0
Branch,Ovid Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,7
Branch,Quincy Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,4
Branch,Quincy Township Precinct 2,Secretary of State,,UST,Christine C. Schwartz,10
Branch,Sherwood Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,16
Branch,Union Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,23
Branch,Algansee Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,1
Branch,Batavia Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,2
Branch,Bethel Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,1
Branch,Bronson Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,0
Branch,Butler Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,0
Branch,California Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,0
Branch,City of Bronson Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,8
Branch,City of Coldwater Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,6
Branch,City of Coldwater Precinct 2,Secretary of State,,GRN,Larry James Hutchinson Jr.,5
Branch,City of Coldwater Precinct 3,Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Branch,City of Coldwater Precinct 4,Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Branch,Coldwater Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,6
Branch,Gilead Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,0
Branch,Girard Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Branch,Kinderhook Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Branch,Matteson Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,0
Branch,Noble Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,1
Branch,Ovid Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Branch,Quincy Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,1
Branch,Quincy Township Precinct 2,Secretary of State,,GRN,Larry James Hutchinson Jr.,8
Branch,Sherwood Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Branch,Union Township Precinct 1,Secretary of State,,GRN,Larry James Hutchinson Jr.,5
Branch,Algansee Township Precinct 1,Secretary of State,,Write In,,1
Branch,Batavia Township Precinct 1,Secretary of State,,Write In,,0
Branch,Bethel Township Precinct 1,Secretary of State,,Write In,,1
Branch,Bronson Township Precinct 1,Secretary of State,,Write In,,1
Branch,Butler Township Precinct 1,Secretary of State,,Write In,,1
Branch,California Township Precinct 1,Secretary of State,,Write In,,0
Branch,City of Bronson Precinct 1,Secretary of State,,Write In,,2
Branch,City of Coldwater Precinct 1,Secretary of State,,Write In,,1
Branch,City of Coldwater Precinct 2,Secretary of State,,Write In,,1
Branch,City of Coldwater Precinct 3,Secretary of State,,Write In,,2
Branch,City of Coldwater Precinct 4,Secretary of State,,Write In,,2
Branch,Coldwater Township Precinct 1,Secretary of State,,Write In,,2
Branch,Gilead Township Precinct 1,Secretary of State,,Write In,,0
Branch,Girard Township Precinct 1,Secretary of State,,Write In,,0
Branch,Kinderhook Township Precinct 1,Secretary of State,,Write In,,0
Branch,Matteson Township Precinct 1,Secretary of State,,Write In,,0
Branch,Noble Township Precinct 1,Secretary of State,,Write In,,0
Branch,Ovid Township Precinct 1,Secretary of State,,Write In,,1
Branch,Quincy Township Precinct 1,Secretary of State,,Write In,,0
Branch,Quincy Township Precinct 2,Secretary of State,,Write In,,1
Branch,Sherwood Township Precinct 1,Secretary of State,,Write In,,1
Branch,Union Township Precinct 1,Secretary of State,,Write In,,3
Branch,Algansee Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,181
Branch,Batavia Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,122
Branch,Bethel Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,110
Branch,Bronson Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,103
Branch,Butler Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,121
Branch,California Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,37
Branch,City of Bronson Precinct 1,U.S. House,5,DEM,Bart Goldberg,178
Branch,City of Coldwater Precinct 1,U.S. House,5,DEM,Bart Goldberg,229
Branch,City of Coldwater Precinct 2,U.S. House,5,DEM,Bart Goldberg,325
Branch,City of Coldwater Precinct 3,U.S. House,5,DEM,Bart Goldberg,454
Branch,City of Coldwater Precinct 4,U.S. House,5,DEM,Bart Goldberg,254
Branch,Coldwater Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,380
Branch,Gilead Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,72
Branch,Girard Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,222
Branch,Kinderhook Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,182
Branch,Matteson Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,165
Branch,Noble Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,38
Branch,Ovid Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,331
Branch,Quincy Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,135
Branch,Quincy Township Precinct 2,U.S. House,5,DEM,Bart Goldberg,257
Branch,Sherwood Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,195
Branch,Union Township Precinct 1,U.S. House,5,DEM,Bart Goldberg,307
Branch,Algansee Township Precinct 1,U.S. House,5,REP,Tim Walberg,609
Branch,Batavia Township Precinct 1,U.S. House,5,REP,Tim Walberg,387
Branch,Bethel Township Precinct 1,U.S. House,5,REP,Tim Walberg,350
Branch,Bronson Township Precinct 1,U.S. House,5,REP,Tim Walberg,460
Branch,Butler Township Precinct 1,U.S. House,5,REP,Tim Walberg,359
Branch,California Township Precinct 1,U.S. House,5,REP,Tim Walberg,147
Branch,City of Bronson Precinct 1,U.S. House,5,REP,Tim Walberg,389
Branch,City of Coldwater Precinct 1,U.S. House,5,REP,Tim Walberg,354
Branch,City of Coldwater Precinct 2,U.S. House,5,REP,Tim Walberg,569
Branch,City of Coldwater Precinct 3,U.S. House,5,REP,Tim Walberg,726
Branch,City of Coldwater Precinct 4,U.S. House,5,REP,Tim Walberg,423
Branch,Coldwater Township Precinct 1,U.S. House,5,REP,Tim Walberg,"1,129"
Branch,Gilead Township Precinct 1,U.S. House,5,REP,Tim Walberg,205
Branch,Girard Township Precinct 1,U.S. House,5,REP,Tim Walberg,633
Branch,Kinderhook Township Precinct 1,U.S. House,5,REP,Tim Walberg,549
Branch,Matteson Township Precinct 1,U.S. House,5,REP,Tim Walberg,370
Branch,Noble Township Precinct 1,U.S. House,5,REP,Tim Walberg,171
Branch,Ovid Township Precinct 1,U.S. House,5,REP,Tim Walberg,947
Branch,Quincy Township Precinct 1,U.S. House,5,REP,Tim Walberg,384
Branch,Quincy Township Precinct 2,U.S. House,5,REP,Tim Walberg,705
Branch,Sherwood Township Precinct 1,U.S. House,5,REP,Tim Walberg,524
Branch,Union Township Precinct 1,U.S. House,5,REP,Tim Walberg,774
Branch,Algansee Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,12
Branch,Batavia Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,10
Branch,Bethel Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,5
Branch,Bronson Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,9
Branch,Butler Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,6
Branch,California Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,1
Branch,City of Bronson Precinct 1,U.S. House,5,LIB,Norman M. Peterson,11
Branch,City of Coldwater Precinct 1,U.S. House,5,LIB,Norman M. Peterson,17
Branch,City of Coldwater Precinct 2,U.S. House,5,LIB,Norman M. Peterson,11
Branch,City of Coldwater Precinct 3,U.S. House,5,LIB,Norman M. Peterson,25
Branch,City of Coldwater Precinct 4,U.S. House,5,LIB,Norman M. Peterson,17
Branch,Coldwater Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,26
Branch,Gilead Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,4
Branch,Girard Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,13
Branch,Kinderhook Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,10
Branch,Matteson Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,6
Branch,Noble Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,4
Branch,Ovid Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,15
Branch,Quincy Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,8
Branch,Quincy Township Precinct 2,U.S. House,5,LIB,Norman M. Peterson,7
Branch,Sherwood Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,6
Branch,Union Township Precinct 1,U.S. House,5,LIB,Norman M. Peterson,21
Branch,Algansee Township Precinct 1,U.S. House,5,UST,Ezra Scott,7
Branch,Batavia Township Precinct 1,U.S. House,5,UST,Ezra Scott,4
Branch,Bethel Township Precinct 1,U.S. House,5,UST,Ezra Scott,5
Branch,Bronson Township Precinct 1,U.S. House,5,UST,Ezra Scott,10
Branch,Butler Township Precinct 1,U.S. House,5,UST,Ezra Scott,8
Branch,California Township Precinct 1,U.S. House,5,UST,Ezra Scott,3
Branch,City of Bronson Precinct 1,U.S. House,5,UST,Ezra Scott,14
Branch,City of Coldwater Precinct 1,U.S. House,5,UST,Ezra Scott,10
Branch,City of Coldwater Precinct 2,U.S. House,5,UST,Ezra Scott,11
Branch,City of Coldwater Precinct 3,U.S. House,5,UST,Ezra Scott,11
Branch,City of Coldwater Precinct 4,U.S. House,5,UST,Ezra Scott,7
Branch,Coldwater Township Precinct 1,U.S. House,5,UST,Ezra Scott,15
Branch,Gilead Township Precinct 1,U.S. House,5,UST,Ezra Scott,1
Branch,Girard Township Precinct 1,U.S. House,5,UST,Ezra Scott,7
Branch,Kinderhook Township Precinct 1,U.S. House,5,UST,Ezra Scott,6
Branch,Matteson Township Precinct 1,U.S. House,5,UST,Ezra Scott,0
Branch,Noble Township Precinct 1,U.S. House,5,UST,Ezra Scott,1
Branch,Ovid Township Precinct 1,U.S. House,5,UST,Ezra Scott,5
Branch,Quincy Township Precinct 1,U.S. House,5,UST,Ezra Scott,4
Branch,Quincy Township Precinct 2,U.S. House,5,UST,Ezra Scott,6
Branch,Sherwood Township Precinct 1,U.S. House,5,UST,Ezra Scott,7
Branch,Union Township Precinct 1,U.S. House,5,UST,Ezra Scott,11
Branch,Algansee Township Precinct 1,U.S. House,5,Write In,,0
Branch,Batavia Township Precinct 1,U.S. House,5,Write In,,0
Branch,Bethel Township Precinct 1,U.S. House,5,Write In,,0
Branch,Bronson Township Precinct 1,U.S. House,5,Write In,,2
Branch,Butler Township Precinct 1,U.S. House,5,Write In,,0
Branch,California Township Precinct 1,U.S. House,5,Write In,,0
Branch,City of Bronson Precinct 1,U.S. House,5,Write In,,2
Branch,City of Coldwater Precinct 1,U.S. House,5,Write In,,1
Branch,City of Coldwater Precinct 2,U.S. House,5,Write In,,2
Branch,City of Coldwater Precinct 3,U.S. House,5,Write In,,2
Branch,City of Coldwater Precinct 4,U.S. House,5,Write In,,1
Branch,Coldwater Township Precinct 1,U.S. House,5,Write In,,3
Branch,Gilead Township Precinct 1,U.S. House,5,Write In,,0
Branch,Girard Township Precinct 1,U.S. House,5,Write In,,2
Branch,Kinderhook Township Precinct 1,U.S. House,5,Write In,,0
Branch,Matteson Township Precinct 1,U.S. House,5,Write In,,0
Branch,Noble Township Precinct 1,U.S. House,5,Write In,,0
Branch,Ovid Township Precinct 1,U.S. House,5,Write In,,3
Branch,Quincy Township Precinct 1,U.S. House,5,Write In,,1
Branch,Quincy Township Precinct 2,U.S. House,5,Write In,,1
Branch,Sherwood Township Precinct 1,U.S. House,5,Write In,,1
Branch,Union Township Precinct 1,U.S. House,5,Write In,,3
Branch,Algansee Township Precinct 1,Attorney General,,DEM,Dana Nessel,217
Branch,Batavia Township Precinct 1,Attorney General,,DEM,Dana Nessel,154
Branch,Bethel Township Precinct 1,Attorney General,,DEM,Dana Nessel,126
Branch,Bronson Township Precinct 1,Attorney General,,DEM,Dana Nessel,143
Branch,Butler Township Precinct 1,Attorney General,,DEM,Dana Nessel,155
Branch,California Township Precinct 1,Attorney General,,DEM,Dana Nessel,47
Branch,City of Bronson Precinct 1,Attorney General,,DEM,Dana Nessel,206
Branch,City of Coldwater Precinct 1,Attorney General,,DEM,Dana Nessel,253
Branch,City of Coldwater Precinct 2,Attorney General,,DEM,Dana Nessel,378
Branch,City of Coldwater Precinct 3,Attorney General,,DEM,Dana Nessel,537
Branch,City of Coldwater Precinct 4,Attorney General,,DEM,Dana Nessel,292
Branch,Coldwater Township Precinct 1,Attorney General,,DEM,Dana Nessel,492
Branch,Gilead Township Precinct 1,Attorney General,,DEM,Dana Nessel,91
Branch,Girard Township Precinct 1,Attorney General,,DEM,Dana Nessel,265
Branch,Kinderhook Township Precinct 1,Attorney General,,DEM,Dana Nessel,226
Branch,Matteson Township Precinct 1,Attorney General,,DEM,Dana Nessel,191
Branch,Noble Township Precinct 1,Attorney General,,DEM,Dana Nessel,43
Branch,Ovid Township Precinct 1,Attorney General,,DEM,Dana Nessel,413
Branch,Quincy Township Precinct 1,Attorney General,,DEM,Dana Nessel,165
Branch,Quincy Township Precinct 2,Attorney General,,DEM,Dana Nessel,330
Branch,Sherwood Township Precinct 1,Attorney General,,DEM,Dana Nessel,229
Branch,Union Township Precinct 1,Attorney General,,DEM,Dana Nessel,372
Branch,Algansee Township Precinct 1,Attorney General,,REP,Matthew DePerno,575
Branch,Batavia Township Precinct 1,Attorney General,,REP,Matthew DePerno,352
Branch,Bethel Township Precinct 1,Attorney General,,REP,Matthew DePerno,330
Branch,Bronson Township Precinct 1,Attorney General,,REP,Matthew DePerno,417
Branch,Butler Township Precinct 1,Attorney General,,REP,Matthew DePerno,317
Branch,California Township Precinct 1,Attorney General,,REP,Matthew DePerno,131
Branch,City of Bronson Precinct 1,Attorney General,,REP,Matthew DePerno,362
Branch,City of Coldwater Precinct 1,Attorney General,,REP,Matthew DePerno,330
Branch,City of Coldwater Precinct 2,Attorney General,,REP,Matthew DePerno,508
Branch,City of Coldwater Precinct 3,Attorney General,,REP,Matthew DePerno,645
Branch,City of Coldwater Precinct 4,Attorney General,,REP,Matthew DePerno,373
Branch,Coldwater Township Precinct 1,Attorney General,,REP,Matthew DePerno,"1,034"
Branch,Gilead Township Precinct 1,Attorney General,,REP,Matthew DePerno,189
Branch,Girard Township Precinct 1,Attorney General,,REP,Matthew DePerno,576
Branch,Kinderhook Township Precinct 1,Attorney General,,REP,Matthew DePerno,501
Branch,Matteson Township Precinct 1,Attorney General,,REP,Matthew DePerno,338
Branch,Noble Township Precinct 1,Attorney General,,REP,Matthew DePerno,164
Branch,Ovid Township Precinct 1,Attorney General,,REP,Matthew DePerno,858
Branch,Quincy Township Precinct 1,Attorney General,,REP,Matthew DePerno,348
Branch,Quincy Township Precinct 2,Attorney General,,REP,Matthew DePerno,625
Branch,Sherwood Township Precinct 1,Attorney General,,REP,Matthew DePerno,482
Branch,Union Township Precinct 1,Attorney General,,REP,Matthew DePerno,693
Branch,Algansee Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,8
Branch,Batavia Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,5
Branch,Bethel Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,4
Branch,Bronson Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,11
Branch,Butler Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,9
Branch,California Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,2
Branch,City of Bronson Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,18
Branch,City of Coldwater Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,10
Branch,City of Coldwater Precinct 2,Attorney General,,LIB,Joseph W. McHugh Jr.,18
Branch,City of Coldwater Precinct 3,Attorney General,,LIB,Joseph W. McHugh Jr.,20
Branch,City of Coldwater Precinct 4,Attorney General,,LIB,Joseph W. McHugh Jr.,19
Branch,Coldwater Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,16
Branch,Gilead Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,1
Branch,Girard Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,17
Branch,Kinderhook Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,11
Branch,Matteson Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,5
Branch,Noble Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,4
Branch,Ovid Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,18
Branch,Quincy Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,9
Branch,Quincy Township Precinct 2,Attorney General,,LIB,Joseph W. McHugh Jr.,7
Branch,Sherwood Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,16
Branch,Union Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,23
Branch,Algansee Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,3
Branch,Batavia Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,7
Branch,Bethel Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,6
Branch,Bronson Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,7
Branch,Butler Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,10
Branch,California Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,6
Branch,City of Bronson Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,8
Branch,City of Coldwater Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,9
Branch,City of Coldwater Precinct 2,Attorney General,,UST,Gerald T. Van Sickle,11
Branch,City of Coldwater Precinct 3,Attorney General,,UST,Gerald T. Van Sickle,7
Branch,City of Coldwater Precinct 4,Attorney General,,UST,Gerald T. Van Sickle,7
Branch,Coldwater Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,9
Branch,Gilead Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,1
Branch,Girard Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,7
Branch,Kinderhook Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,6
Branch,Matteson Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,9
Branch,Noble Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,1
Branch,Ovid Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,12
Branch,Quincy Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,5
Branch,Quincy Township Precinct 2,Attorney General,,UST,Gerald T. Van Sickle,10
Branch,Sherwood Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,10
Branch,Union Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,21
Branch,Algansee Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,194
Branch,Batavia Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,120
Branch,Bethel Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,110
Branch,Bronson Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,106
Branch,Butler Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,127
Branch,California Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,42
Branch,City of Bronson Precinct 1,State Senate,17,DEM,Scott Rex Starr,182
Branch,City of Coldwater Precinct 1,State Senate,17,DEM,Scott Rex Starr,244
Branch,City of Coldwater Precinct 2,State Senate,17,DEM,Scott Rex Starr,350
Branch,City of Coldwater Precinct 3,State Senate,17,DEM,Scott Rex Starr,503
Branch,City of Coldwater Precinct 4,State Senate,17,DEM,Scott Rex Starr,276
Branch,Coldwater Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,416
Branch,Gilead Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,77
Branch,Girard Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,224
Branch,Kinderhook Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,201
Branch,Matteson Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,168
Branch,Noble Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,41
Branch,Ovid Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,352
Branch,Quincy Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,145
Branch,Quincy Township Precinct 2,State Senate,17,DEM,Scott Rex Starr,277
Branch,Sherwood Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,205
Branch,Union Township Precinct 1,State Senate,17,DEM,Scott Rex Starr,327
Branch,Algansee Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,608
Branch,Batavia Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,401
Branch,Bethel Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,358
Branch,Bronson Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,473
Branch,Butler Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,361
Branch,California Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,140
Branch,City of Bronson Precinct 1,State Senate,17,REP,Jonathan Lindsey,404
Branch,City of Coldwater Precinct 1,State Senate,17,REP,Jonathan Lindsey,360
Branch,City of Coldwater Precinct 2,State Senate,17,REP,Jonathan Lindsey,554
Branch,City of Coldwater Precinct 3,State Senate,17,REP,Jonathan Lindsey,709
Branch,City of Coldwater Precinct 4,State Senate,17,REP,Jonathan Lindsey,421
Branch,Coldwater Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,"1,124"
Branch,Gilead Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,207
Branch,Girard Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,637
Branch,Kinderhook Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,541
Branch,Matteson Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,371
Branch,Noble Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,173
Branch,Ovid Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,938
Branch,Quincy Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,382
Branch,Quincy Township Precinct 2,State Senate,17,REP,Jonathan Lindsey,686
Branch,Sherwood Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,529
Branch,Union Township Precinct 1,State Senate,17,REP,Jonathan Lindsey,765
Branch,Algansee Township Precinct 1,State Senate,17,Write In,,1
Branch,Batavia Township Precinct 1,State Senate,17,Write In,,2
Branch,Bethel Township Precinct 1,State Senate,17,Write In,,2
Branch,Bronson Township Precinct 1,State Senate,17,Write In,,4
Branch,Butler Township Precinct 1,State Senate,17,Write In,,4
Branch,California Township Precinct 1,State Senate,17,Write In,,2
Branch,City of Bronson Precinct 1,State Senate,17,Write In,,3
Branch,City of Coldwater Precinct 1,State Senate,17,Write In,,2
Branch,City of Coldwater Precinct 2,State Senate,17,Write In,,5
Branch,City of Coldwater Precinct 3,State Senate,17,Write In,,8
Branch,City of Coldwater Precinct 4,State Senate,17,Write In,,1
Branch,Coldwater Township Precinct 1,State Senate,17,Write In,,3
Branch,Gilead Township Precinct 1,State Senate,17,Write In,,0
Branch,Girard Township Precinct 1,State Senate,17,Write In,,2
Branch,Kinderhook Township Precinct 1,State Senate,17,Write In,,2
Branch,Matteson Township Precinct 1,State Senate,17,Write In,,1
Branch,Noble Township Precinct 1,State Senate,17,Write In,,0
Branch,Ovid Township Precinct 1,State Senate,17,Write In,,5
Branch,Quincy Township Precinct 1,State Senate,17,Write In,,0
Branch,Quincy Township Precinct 2,State Senate,17,Write In,,2
Branch,Sherwood Township Precinct 1,State Senate,17,Write In,,1
Branch,Union Township Precinct 1,State Senate,17,Write In,,8
