county,precinct,office,vote_type,district,party,candidate,votes
Monroe,"Monroe Township, Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Monroe Township, Precinct 2",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Monroe Township, Precinct 3",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Monroe Township, Precinct 4",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Monroe Township, Precinct 5",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Monroe Township, Precinct 6",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Raisinville Township, Precinct1",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Raisinville Township, Precinct2",Governor,Election Day,,NLP,Daryl M. Simpson,3
Monroe,"Summerfield Township,Precinct 1",Governor,Election Day,,NLP,Daryl M. Simpson,1
Monroe,"Whiteford Township, Precinct1",Governor,Election Day,,NLP,Daryl M. Simpson,2
Monroe,"Whiteford Township, Precinct2",Governor,Election Day,,NLP,Daryl M. Simpson,0
Monroe,"Ash Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Ash Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Ash Township, Precinct 3",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Bedford Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 3",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 4",Governor,Absentee,,NLP,Daryl M. Simpson,2
Monroe,"Bedford Township, Precinct 5",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 6",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 7",Governor,Absentee,,NLP,Daryl M. Simpson,2
Monroe,"Bedford Township, Precinct 8",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 9",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 10",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 11",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 12",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 13",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Bedford Township, Precinct 14",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Berlin Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Berlin Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Berlin Township, Precinct 3",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Berlin Township, Precinct 4",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Luna Pier, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Milan, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Monroe, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Monroe, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Monroe, Precinct 3N",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Monroe, Precinct 3S",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Monroe, Precinct 4",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"City of Monroe, Precinct 5",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"City of Monroe, Precinct 6",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"City of Petersburg, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Dundee Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Dundee Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,2
Monroe,"Dundee Township, Precinct 3",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Erie Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Erie Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Exeter Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Exeter Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Frenchtown Township,Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,2
Monroe,"Frenchtown Township,Precinct 3",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 4",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 5",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Frenchtown Township,Precinct 6",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Frenchtown Township,Precinct 7",Governor,Absentee,,NLP,Daryl M. Simpson,2
Monroe,"Frenchtown Township,Precinct 8",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Frenchtown Township,Precinct 9",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Ida Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Ida Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"La Salle Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"La Salle Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"London Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Milan Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Monroe Township, Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Monroe Township, Precinct 2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Monroe Township, Precinct 3",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Monroe Township, Precinct 4",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Monroe Township, Precinct 5",Governor,Absentee,,NLP,Daryl M. Simpson,2
Monroe,"Monroe Township, Precinct 6",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Raisinville Township, Precinct1",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Raisinville Township, Precinct2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Summerfield Township,Precinct 1",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Whiteford Township, Precinct1",Governor,Absentee,,NLP,Daryl M. Simpson,1
Monroe,"Whiteford Township, Precinct2",Governor,Absentee,,NLP,Daryl M. Simpson,0
Monroe,"Ash Township, Precinct 1",Governor,Election Day,,,Write-in,3
Monroe,"Ash Township, Precinct 2",Governor,Election Day,,,Write-in,2
Monroe,"Ash Township, Precinct 3",Governor,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 2",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 3",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 4",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 5",Governor,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 6",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 7",Governor,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 8",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 9",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 10",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 11",Governor,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 12",Governor,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 13",Governor,Election Day,,,Write-in,2
Monroe,"Bedford Township, Precinct 14",Governor,Election Day,,,Write-in,0
Monroe,"Berlin Township, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Berlin Township, Precinct 2",Governor,Election Day,,,Write-in,2
Monroe,"Berlin Township, Precinct 3",Governor,Election Day,,,Write-in,0
Monroe,"Berlin Township, Precinct 4",Governor,Election Day,,,Write-in,3
Monroe,"City of Luna Pier, Precinct 1",Governor,Election Day,,,Write-in,1
Monroe,"City of Milan, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"City of Monroe, Precinct 1",Governor,Election Day,,,Write-in,1
Monroe,"City of Monroe, Precinct 2",Governor,Election Day,,,Write-in,2
Monroe,"City of Monroe, Precinct 3N",Governor,Election Day,,,Write-in,1
Monroe,"City of Monroe, Precinct 3S",Governor,Election Day,,,Write-in,0
Monroe,"City of Monroe, Precinct 4",Governor,Election Day,,,Write-in,2
Monroe,"City of Monroe, Precinct 5",Governor,Election Day,,,Write-in,5
Monroe,"City of Monroe, Precinct 6",Governor,Election Day,,,Write-in,1
Monroe,"City of Petersburg, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Dundee Township, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Dundee Township, Precinct 2",Governor,Election Day,,,Write-in,1
Monroe,"Dundee Township, Precinct 3",Governor,Election Day,,,Write-in,0
Monroe,"Erie Township, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Erie Township, Precinct 2",Governor,Election Day,,,Write-in,0
Monroe,"Exeter Township, Precinct 1",Governor,Election Day,,,Write-in,2
Monroe,"Exeter Township, Precinct 2",Governor,Election Day,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 2",Governor,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 3",Governor,Election Day,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 4",Governor,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 5",Governor,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 6",Governor,Election Day,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 7",Governor,Election Day,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 8",Governor,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 9",Governor,Election Day,,,Write-in,0
Monroe,"Ida Township, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Ida Township, Precinct 2",Governor,Election Day,,,Write-in,0
Monroe,"La Salle Township, Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"La Salle Township, Precinct 2",Governor,Election Day,,,Write-in,1
Monroe,"London Township, Precinct 1",Governor,Election Day,,,Write-in,4
Monroe,"Milan Township, Precinct 1",Governor,Election Day,,,Write-in,4
Monroe,"Monroe Township, Precinct 1",Governor,Election Day,,,Write-in,1
Monroe,"Monroe Township, Precinct 2",Governor,Election Day,,,Write-in,1
Monroe,"Monroe Township, Precinct 3",Governor,Election Day,,,Write-in,3
Monroe,"Monroe Township, Precinct 4",Governor,Election Day,,,Write-in,3
Monroe,"Monroe Township, Precinct 5",Governor,Election Day,,,Write-in,1
Monroe,"Monroe Township, Precinct 6",Governor,Election Day,,,Write-in,0
Monroe,"Raisinville Township, Precinct1",Governor,Election Day,,,Write-in,0
Monroe,"Raisinville Township, Precinct2",Governor,Election Day,,,Write-in,1
Monroe,"Summerfield Township,Precinct 1",Governor,Election Day,,,Write-in,0
Monroe,"Whiteford Township, Precinct1",Governor,Election Day,,,Write-in,1
Monroe,"Whiteford Township, Precinct2",Governor,Election Day,,,Write-in,0
Monroe,"Ash Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Ash Township, Precinct 2",Governor,Absentee,,,Write-in,1
Monroe,"Ash Township, Precinct 3",Governor,Absentee,,,Write-in,1
Monroe,"Bedford Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 2",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 3",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 4",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 5",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 6",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 7",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 8",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 9",Governor,Absentee,,,Write-in,1
Monroe,"Bedford Township, Precinct 10",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 11",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 12",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 13",Governor,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 14",Governor,Absentee,,,Write-in,0
Monroe,"Berlin Township, Precinct 1",Governor,Absentee,,,Write-in,1
Monroe,"Berlin Township, Precinct 2",Governor,Absentee,,,Write-in,0
Monroe,"Berlin Township, Precinct 3",Governor,Absentee,,,Write-in,0
Monroe,"Berlin Township, Precinct 4",Governor,Absentee,,,Write-in,2
Monroe,"City of Luna Pier, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"City of Milan, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 1",Governor,Absentee,,,Write-in,1
Monroe,"City of Monroe, Precinct 2",Governor,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 3N",Governor,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 3S",Governor,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 4",Governor,Absentee,,,Write-in,2
Monroe,"City of Monroe, Precinct 5",Governor,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 6",Governor,Absentee,,,Write-in,1
Monroe,"City of Petersburg, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Dundee Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Dundee Township, Precinct 2",Governor,Absentee,,,Write-in,0
Monroe,"Dundee Township, Precinct 3",Governor,Absentee,,,Write-in,0
Monroe,"Erie Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Erie Township, Precinct 2",Governor,Absentee,,,Write-in,0
Monroe,"Exeter Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Exeter Township, Precinct 2",Governor,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 2",Governor,Absentee,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 3",Governor,Absentee,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 4",Governor,Absentee,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 5",Governor,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 6",Governor,Absentee,,,Write-in,4
Monroe,"Frenchtown Township,Precinct 7",Governor,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 8",Governor,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 9",Governor,Absentee,,,Write-in,0
Monroe,"Ida Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Ida Township, Precinct 2",Governor,Absentee,,,Write-in,1
Monroe,"La Salle Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"La Salle Township, Precinct 2",Governor,Absentee,,,Write-in,1
Monroe,"London Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Milan Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 2",Governor,Absentee,,,Write-in,2
Monroe,"Monroe Township, Precinct 3",Governor,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 4",Governor,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 5",Governor,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 6",Governor,Absentee,,,Write-in,0
Monroe,"Raisinville Township, Precinct1",Governor,Absentee,,,Write-in,0
Monroe,"Raisinville Township, Precinct2",Governor,Absentee,,,Write-in,0
Monroe,"Summerfield Township,Precinct 1",Governor,Absentee,,,Write-in,0
Monroe,"Whiteford Township, Precinct1",Governor,Absentee,,,Write-in,0
Monroe,"Whiteford Township, Precinct2",Governor,Absentee,,,Write-in,0
Monroe,"Ash Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,299
Monroe,"Ash Township, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,276
Monroe,"Ash Township, Precinct 3",Secretary of State,Election Day,,DEM,Jocelyn Benson,187
Monroe,"Bedford Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,117
Monroe,"Bedford Township, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,235
Monroe,"Bedford Township, Precinct 3",Secretary of State,Election Day,,DEM,Jocelyn Benson,236
Monroe,"Bedford Township, Precinct 4",Secretary of State,Election Day,,DEM,Jocelyn Benson,266
Monroe,"Bedford Township, Precinct 5",Secretary of State,Election Day,,DEM,Jocelyn Benson,266
Monroe,"Bedford Township, Precinct 6",Secretary of State,Election Day,,DEM,Jocelyn Benson,327
Monroe,"Bedford Township, Precinct 7",Secretary of State,Election Day,,DEM,Jocelyn Benson,276
Monroe,"Bedford Township, Precinct 8",Secretary of State,Election Day,,DEM,Jocelyn Benson,253
Monroe,"Bedford Township, Precinct 9",Secretary of State,Election Day,,DEM,Jocelyn Benson,148
Monroe,"Bedford Township, Precinct 10",Secretary of State,Election Day,,DEM,Jocelyn Benson,135
Monroe,"Bedford Township, Precinct 11",Secretary of State,Election Day,,DEM,Jocelyn Benson,267
Monroe,"Bedford Township, Precinct 12",Secretary of State,Election Day,,DEM,Jocelyn Benson,213
Monroe,"Bedford Township, Precinct 13",Secretary of State,Election Day,,DEM,Jocelyn Benson,214
Monroe,"Bedford Township, Precinct 14",Secretary of State,Election Day,,DEM,Jocelyn Benson,199
Monroe,"Berlin Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,246
Monroe,"Berlin Township, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,296
Monroe,"Berlin Township, Precinct 3",Secretary of State,Election Day,,DEM,Jocelyn Benson,185
Monroe,"Berlin Township, Precinct 4",Secretary of State,Election Day,,DEM,Jocelyn Benson,289
Monroe,"City of Luna Pier, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,294
Monroe,"City of Milan, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,576
Monroe,"City of Monroe, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,312
Monroe,"City of Monroe, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,278
Monroe,"City of Monroe, Precinct 3N",Secretary of State,Election Day,,DEM,Jocelyn Benson,192
Monroe,"City of Monroe, Precinct 3S",Secretary of State,Election Day,,DEM,Jocelyn Benson,158
Monroe,"City of Monroe, Precinct 4",Secretary of State,Election Day,,DEM,Jocelyn Benson,397
Monroe,"City of Monroe, Precinct 5",Secretary of State,Election Day,,DEM,Jocelyn Benson,371
Monroe,"City of Monroe, Precinct 6",Secretary of State,Election Day,,DEM,Jocelyn Benson,356
Monroe,"City of Petersburg, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,156
Monroe,"Dundee Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,250
Monroe,"Dundee Township, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,397
Monroe,"Dundee Township, Precinct 3",Secretary of State,Election Day,,DEM,Jocelyn Benson,369
Monroe,"Erie Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,183
Monroe,"Erie Township, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,147
Monroe,"Exeter Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,356
Monroe,"Exeter Township, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,478
Monroe,"Frenchtown Township,Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,131
Monroe,"Frenchtown Township,Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,184
Monroe,"Frenchtown Township,Precinct 3",Secretary of State,Election Day,,DEM,Jocelyn Benson,141
Monroe,"Frenchtown Township,Precinct 4",Secretary of State,Election Day,,DEM,Jocelyn Benson,153
Monroe,"Frenchtown Township,Precinct 5",Secretary of State,Election Day,,DEM,Jocelyn Benson,255
Monroe,"Frenchtown Township,Precinct 6",Secretary of State,Election Day,,DEM,Jocelyn Benson,251
Monroe,"Frenchtown Township,Precinct 7",Secretary of State,Election Day,,DEM,Jocelyn Benson,274
Monroe,"Frenchtown Township,Precinct 8",Secretary of State,Election Day,,DEM,Jocelyn Benson,176
Monroe,"Frenchtown Township,Precinct 9",Secretary of State,Election Day,,DEM,Jocelyn Benson,203
Monroe,"Ida Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,204
Monroe,"Ida Township, Precinct 2",Secretary of State,Election Day,,DEM,Jocelyn Benson,234
Monroe,"La Salle Township, Precinct 1",Secretary of State,Election Day,,DEM,Jocelyn Benson,187
