county,precinct,office,vote_type,district,party,candidate,votes
Monroe,"Bedford Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,202
Monroe,"Bedford Township, Precinct 3",U.S. House,Election Day,5,DEM,Bart Goldberg,200
Monroe,"Bedford Township, Precinct 4",U.S. House,Election Day,5,DEM,Bart Goldberg,224
Monroe,"Bedford Township, Precinct 5",U.S. House,Election Day,5,DEM,Bart Goldberg,221
Monroe,"Bedford Township, Precinct 6",U.S. House,Election Day,5,DEM,Bart Goldberg,272
Monroe,"Bedford Township, Precinct 7",U.S. House,Election Day,5,DEM,Bart Goldberg,214
Monroe,"Bedford Township, Precinct 8",U.S. House,Election Day,5,DEM,Bart Goldberg,225
Monroe,"Bedford Township, Precinct 9",U.S. House,Election Day,5,DEM,Bart Goldberg,125
Monroe,"Bedford Township, Precinct 10",U.S. House,Election Day,5,DEM,Bart Goldberg,103
Monroe,"Bedford Township, Precinct 11",U.S. House,Election Day,5,DEM,Bart Goldberg,223
Monroe,"Bedford Township, Precinct 12",U.S. House,Election Day,5,DEM,Bart Goldberg,181
Monroe,"Bedford Township, Precinct 13",U.S. House,Election Day,5,DEM,Bart Goldberg,171
Monroe,"Bedford Township, Precinct 14",U.S. House,Election Day,5,DEM,Bart Goldberg,175
Monroe,"Berlin Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,179
Monroe,"Berlin Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,215
Monroe,"Berlin Township, Precinct 3",U.S. House,Election Day,5,DEM,Bart Goldberg,119
Monroe,"Berlin Township, Precinct 4",U.S. House,Election Day,5,DEM,Bart Goldberg,183
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,239
Monroe,"City of Monroe, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,272
Monroe,"City of Monroe, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,236
Monroe,"City of Monroe, Precinct 3N",U.S. House,Election Day,5,DEM,Bart Goldberg,160
Monroe,"City of Monroe, Precinct 3S",U.S. House,Election Day,5,DEM,Bart Goldberg,147
Monroe,"City of Monroe, Precinct 4",U.S. House,Election Day,5,DEM,Bart Goldberg,310
Monroe,"City of Monroe, Precinct 5",U.S. House,Election Day,5,DEM,Bart Goldberg,303
Monroe,"City of Monroe, Precinct 6",U.S. House,Election Day,5,DEM,Bart Goldberg,281
Monroe,"City of Petersburg, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,125
Monroe,"Dundee Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,192
Monroe,"Dundee Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,228
Monroe,"Dundee Township, Precinct 3",U.S. House,Election Day,5,DEM,Bart Goldberg,273
Monroe,"Erie Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,142
Monroe,"Erie Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,108
Monroe,"Exeter Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,255
Monroe,"Exeter Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,350
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,98
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,129
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Election Day,5,DEM,Bart Goldberg,111
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Election Day,5,DEM,Bart Goldberg,120
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Election Day,5,DEM,Bart Goldberg,206
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Election Day,5,DEM,Bart Goldberg,178
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Election Day,5,DEM,Bart Goldberg,204
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Election Day,5,DEM,Bart Goldberg,129
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Election Day,5,DEM,Bart Goldberg,147
Monroe,"Ida Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,158
Monroe,"Ida Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,160
Monroe,"La Salle Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,130
Monroe,"La Salle Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,171
Monroe,"London Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,435
Monroe,"Milan Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,274
Monroe,"Monroe Township, Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,143
Monroe,"Monroe Township, Precinct 2",U.S. House,Election Day,5,DEM,Bart Goldberg,109
Monroe,"Monroe Township, Precinct 3",U.S. House,Election Day,5,DEM,Bart Goldberg,102
Monroe,"Monroe Township, Precinct 4",U.S. House,Election Day,5,DEM,Bart Goldberg,191
Monroe,"Monroe Township, Precinct 5",U.S. House,Election Day,5,DEM,Bart Goldberg,195
Monroe,"Monroe Township, Precinct 6",U.S. House,Election Day,5,DEM,Bart Goldberg,133
Monroe,"Raisinville Township, Precinct1",U.S. House,Election Day,5,DEM,Bart Goldberg,141
Monroe,"Raisinville Township, Precinct2",U.S. House,Election Day,5,DEM,Bart Goldberg,252
Monroe,"Summerfield Township,Precinct 1",U.S. House,Election Day,5,DEM,Bart Goldberg,208
Monroe,"Whiteford Township, Precinct1",U.S. House,Election Day,5,DEM,Bart Goldberg,179
Monroe,"Whiteford Township, Precinct2",U.S. House,Election Day,5,DEM,Bart Goldberg,118
Monroe,"Ash Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,232
Monroe,"Ash Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,291
Monroe,"Ash Township, Precinct 3",U.S. House,Absentee,5,DEM,Bart Goldberg,209
Monroe,"Bedford Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,80
Monroe,"Bedford Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,202
Monroe,"Bedford Township, Precinct 3",U.S. House,Absentee,5,DEM,Bart Goldberg,151
Monroe,"Bedford Township, Precinct 4",U.S. House,Absentee,5,DEM,Bart Goldberg,247
Monroe,"Bedford Township, Precinct 5",U.S. House,Absentee,5,DEM,Bart Goldberg,217
Monroe,"Bedford Township, Precinct 6",U.S. House,Absentee,5,DEM,Bart Goldberg,278
Monroe,"Bedford Township, Precinct 7",U.S. House,Absentee,5,DEM,Bart Goldberg,230
Monroe,"Bedford Township, Precinct 8",U.S. House,Absentee,5,DEM,Bart Goldberg,254
Monroe,"Bedford Township, Precinct 9",U.S. House,Absentee,5,DEM,Bart Goldberg,168
Monroe,"Bedford Township, Precinct 10",U.S. House,Absentee,5,DEM,Bart Goldberg,115
Monroe,"Bedford Township, Precinct 11",U.S. House,Absentee,5,DEM,Bart Goldberg,186
Monroe,"Bedford Township, Precinct 12",U.S. House,Absentee,5,DEM,Bart Goldberg,203
Monroe,"Bedford Township, Precinct 13",U.S. House,Absentee,5,DEM,Bart Goldberg,202
Monroe,"Bedford Township, Precinct 14",U.S. House,Absentee,5,DEM,Bart Goldberg,172
Monroe,"Berlin Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,157
Monroe,"Berlin Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,245
Monroe,"Berlin Township, Precinct 3",U.S. House,Absentee,5,DEM,Bart Goldberg,147
Monroe,"Berlin Township, Precinct 4",U.S. House,Absentee,5,DEM,Bart Goldberg,194
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,0
Monroe,"City of Monroe, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,280
Monroe,"City of Monroe, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,192
Monroe,"City of Monroe, Precinct 3N",U.S. House,Absentee,5,DEM,Bart Goldberg,104
Monroe,"City of Monroe, Precinct 3S",U.S. House,Absentee,5,DEM,Bart Goldberg,89
Monroe,"City of Monroe, Precinct 4",U.S. House,Absentee,5,DEM,Bart Goldberg,348
Monroe,"City of Monroe, Precinct 5",U.S. House,Absentee,5,DEM,Bart Goldberg,458
Monroe,"City of Monroe, Precinct 6",U.S. House,Absentee,5,DEM,Bart Goldberg,258
Monroe,"City of Petersburg, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,74
Monroe,"Dundee Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,157
Monroe,"Dundee Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,233
Monroe,"Dundee Township, Precinct 3",U.S. House,Absentee,5,DEM,Bart Goldberg,251
Monroe,"Erie Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,201
Monroe,"Erie Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,133
Monroe,"Exeter Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,0
Monroe,"Exeter Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,0
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,103
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,128
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Absentee,5,DEM,Bart Goldberg,174
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Absentee,5,DEM,Bart Goldberg,313
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Absentee,5,DEM,Bart Goldberg,143
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Absentee,5,DEM,Bart Goldberg,223
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Absentee,5,DEM,Bart Goldberg,341
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Absentee,5,DEM,Bart Goldberg,151
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Absentee,5,DEM,Bart Goldberg,213
Monroe,"Ida Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,168
Monroe,"Ida Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,171
Monroe,"La Salle Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,178
Monroe,"La Salle Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,225
Monroe,"London Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,0
Monroe,"Milan Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,0
Monroe,"Monroe Township, Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,205
Monroe,"Monroe Township, Precinct 2",U.S. House,Absentee,5,DEM,Bart Goldberg,124
Monroe,"Monroe Township, Precinct 3",U.S. House,Absentee,5,DEM,Bart Goldberg,144
Monroe,"Monroe Township, Precinct 4",U.S. House,Absentee,5,DEM,Bart Goldberg,208
Monroe,"Monroe Township, Precinct 5",U.S. House,Absentee,5,DEM,Bart Goldberg,286
Monroe,"Monroe Township, Precinct 6",U.S. House,Absentee,5,DEM,Bart Goldberg,198
Monroe,"Raisinville Township, Precinct1",U.S. House,Absentee,5,DEM,Bart Goldberg,249
Monroe,"Raisinville Township, Precinct2",U.S. House,Absentee,5,DEM,Bart Goldberg,325
Monroe,"Summerfield Township,Precinct 1",U.S. House,Absentee,5,DEM,Bart Goldberg,203
Monroe,"Whiteford Township, Precinct1",U.S. House,Absentee,5,DEM,Bart Goldberg,161
Monroe,"Whiteford Township, Precinct2",U.S. House,Absentee,5,DEM,Bart Goldberg,110
Monroe,"Ash Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,544
Monroe,"Ash Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,597
Monroe,"Ash Township, Precinct 3",U.S. House,Election Day,5,REP,Tim Walberg,520
Monroe,"Bedford Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,316
Monroe,"Bedford Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,512
Monroe,"Bedford Township, Precinct 3",U.S. House,Election Day,5,REP,Tim Walberg,517
Monroe,"Bedford Township, Precinct 4",U.S. House,Election Day,5,REP,Tim Walberg,559
Monroe,"Bedford Township, Precinct 5",U.S. House,Election Day,5,REP,Tim Walberg,462
Monroe,"Bedford Township, Precinct 6",U.S. House,Election Day,5,REP,Tim Walberg,654
Monroe,"Bedford Township, Precinct 7",U.S. House,Election Day,5,REP,Tim Walberg,516
Monroe,"Bedford Township, Precinct 8",U.S. House,Election Day,5,REP,Tim Walberg,474
Monroe,"Bedford Township, Precinct 9",U.S. House,Election Day,5,REP,Tim Walberg,345
Monroe,"Bedford Township, Precinct 10",U.S. House,Election Day,5,REP,Tim Walberg,387
Monroe,"Bedford Township, Precinct 11",U.S. House,Election Day,5,REP,Tim Walberg,664
Monroe,"Bedford Township, Precinct 12",U.S. House,Election Day,5,REP,Tim Walberg,375
Monroe,"Bedford Township, Precinct 13",U.S. House,Election Day,5,REP,Tim Walberg,486
Monroe,"Bedford Township, Precinct 14",U.S. House,Election Day,5,REP,Tim Walberg,345
Monroe,"Berlin Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,513
Monroe,"Berlin Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,614
Monroe,"Berlin Township, Precinct 3",U.S. House,Election Day,5,REP,Tim Walberg,372
Monroe,"Berlin Township, Precinct 4",U.S. House,Election Day,5,REP,Tim Walberg,639
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,349
Monroe,"City of Monroe, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,371
Monroe,"City of Monroe, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,347
Monroe,"City of Monroe, Precinct 3N",U.S. House,Election Day,5,REP,Tim Walberg,224
Monroe,"City of Monroe, Precinct 3S",U.S. House,Election Day,5,REP,Tim Walberg,97
Monroe,"City of Monroe, Precinct 4",U.S. House,Election Day,5,REP,Tim Walberg,576
Monroe,"City of Monroe, Precinct 5",U.S. House,Election Day,5,REP,Tim Walberg,517
Monroe,"City of Monroe, Precinct 6",U.S. House,Election Day,5,REP,Tim Walberg,481
Monroe,"City of Petersburg, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,235
Monroe,"Dundee Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,401
Monroe,"Dundee Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,515
Monroe,"Dundee Township, Precinct 3",U.S. House,Election Day,5,REP,Tim Walberg,724
Monroe,"Erie Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,494
Monroe,"Erie Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,374
Monroe,"Exeter Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,611
Monroe,"Exeter Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,745
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,244
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,317
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Election Day,5,REP,Tim Walberg,371
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Election Day,5,REP,Tim Walberg,326
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Election Day,5,REP,Tim Walberg,362
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Election Day,5,REP,Tim Walberg,455
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Election Day,5,REP,Tim Walberg,505
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Election Day,5,REP,Tim Walberg,360
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Election Day,5,REP,Tim Walberg,355
Monroe,"Ida Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,675
Monroe,"Ida Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,584
Monroe,"La Salle Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,515
Monroe,"La Salle Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,643
Monroe,"London Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,876
Monroe,"Milan Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,509
Monroe,"Monroe Township, Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,271
Monroe,"Monroe Township, Precinct 2",U.S. House,Election Day,5,REP,Tim Walberg,214
Monroe,"Monroe Township, Precinct 3",U.S. House,Election Day,5,REP,Tim Walberg,291
Monroe,"Monroe Township, Precinct 4",U.S. House,Election Day,5,REP,Tim Walberg,441
Monroe,"Monroe Township, Precinct 5",U.S. House,Election Day,5,REP,Tim Walberg,616
Monroe,"Monroe Township, Precinct 6",U.S. House,Election Day,5,REP,Tim Walberg,389
Monroe,"Raisinville Township, Precinct1",U.S. House,Election Day,5,REP,Tim Walberg,656
Monroe,"Raisinville Township, Precinct2",U.S. House,Election Day,5,REP,Tim Walberg,716
Monroe,"Summerfield Township,Precinct 1",U.S. House,Election Day,5,REP,Tim Walberg,825
Monroe,"Whiteford Township, Precinct1",U.S. House,Election Day,5,REP,Tim Walberg,613
Monroe,"Whiteford Township, Precinct2",U.S. House,Election Day,5,REP,Tim Walberg,604
Monroe,"Ash Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,256
Monroe,"Ash Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,366
Monroe,"Ash Township, Precinct 3",U.S. House,Absentee,5,REP,Tim Walberg,294
Monroe,"Bedford Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,94
Monroe,"Bedford Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,191
Monroe,"Bedford Township, Precinct 3",U.S. House,Absentee,5,REP,Tim Walberg,132
Monroe,"Bedford Township, Precinct 4",U.S. House,Absentee,5,REP,Tim Walberg,230
Monroe,"Bedford Township, Precinct 5",U.S. House,Absentee,5,REP,Tim Walberg,182
Monroe,"Bedford Township, Precinct 6",U.S. House,Absentee,5,REP,Tim Walberg,210
Monroe,"Bedford Township, Precinct 7",U.S. House,Absentee,5,REP,Tim Walberg,177
Monroe,"Bedford Township, Precinct 8",U.S. House,Absentee,5,REP,Tim Walberg,243
Monroe,"Bedford Township, Precinct 9",U.S. House,Absentee,5,REP,Tim Walberg,150
Monroe,"Bedford Township, Precinct 10",U.S. House,Absentee,5,REP,Tim Walberg,123
Monroe,"Bedford Township, Precinct 11",U.S. House,Absentee,5,REP,Tim Walberg,224
Monroe,"Bedford Township, Precinct 12",U.S. House,Absentee,5,REP,Tim Walberg,189
Monroe,"Bedford Township, Precinct 13",U.S. House,Absentee,5,REP,Tim Walberg,170
Monroe,"Bedford Township, Precinct 14",U.S. House,Absentee,5,REP,Tim Walberg,122
Monroe,"Berlin Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,178
Monroe,"Berlin Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,278
Monroe,"Berlin Township, Precinct 3",U.S. House,Absentee,5,REP,Tim Walberg,158
Monroe,"Berlin Township, Precinct 4",U.S. House,Absentee,5,REP,Tim Walberg,228
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,0
Monroe,"City of Monroe, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,168
Monroe,"City of Monroe, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,106
Monroe,"City of Monroe, Precinct 3N",U.S. House,Absentee,5,REP,Tim Walberg,44
Monroe,"City of Monroe, Precinct 3S",U.S. House,Absentee,5,REP,Tim Walberg,44
Monroe,"City of Monroe, Precinct 4",U.S. House,Absentee,5,REP,Tim Walberg,236
Monroe,"City of Monroe, Precinct 5",U.S. House,Absentee,5,REP,Tim Walberg,270
Monroe,"City of Monroe, Precinct 6",U.S. House,Absentee,5,REP,Tim Walberg,206
Monroe,"City of Petersburg, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,48
Monroe,"Dundee Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,132
Monroe,"Dundee Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,195
Monroe,"Dundee Township, Precinct 3",U.S. House,Absentee,5,REP,Tim Walberg,205
Monroe,"Erie Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,242
Monroe,"Erie Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,128
Monroe,"Exeter Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,0
Monroe,"Exeter Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,0
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,134
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,113
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Absentee,5,REP,Tim Walberg,161
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Absentee,5,REP,Tim Walberg,282
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Absentee,5,REP,Tim Walberg,115
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Absentee,5,REP,Tim Walberg,203
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Absentee,5,REP,Tim Walberg,364
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Absentee,5,REP,Tim Walberg,174
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Absentee,5,REP,Tim Walberg,145
Monroe,"Ida Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,253
Monroe,"Ida Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,203
Monroe,"La Salle Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,227
Monroe,"La Salle Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,268
Monroe,"London Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,0
Monroe,"Milan Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,0
Monroe,"Monroe Township, Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,164
Monroe,"Monroe Township, Precinct 2",U.S. House,Absentee,5,REP,Tim Walberg,63
Monroe,"Monroe Township, Precinct 3",U.S. House,Absentee,5,REP,Tim Walberg,149
Monroe,"Monroe Township, Precinct 4",U.S. House,Absentee,5,REP,Tim Walberg,171
Monroe,"Monroe Township, Precinct 5",U.S. House,Absentee,5,REP,Tim Walberg,360
Monroe,"Monroe Township, Precinct 6",U.S. House,Absentee,5,REP,Tim Walberg,248
Monroe,"Raisinville Township, Precinct1",U.S. House,Absentee,5,REP,Tim Walberg,390
Monroe,"Raisinville Township, Precinct2",U.S. House,Absentee,5,REP,Tim Walberg,716
Monroe,"Summerfield Township,Precinct 1",U.S. House,Absentee,5,REP,Tim Walberg,275
Monroe,"Whiteford Township, Precinct1",U.S. House,Absentee,5,REP,Tim Walberg,173
Monroe,"Whiteford Township, Precinct2",U.S. House,Absentee,5,REP,Tim Walberg,165
Monroe,"Ash Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,12
Monroe,"Ash Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,7
Monroe,"Ash Township, Precinct 3",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"Bedford Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,2
Monroe,"Bedford Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"Bedford Township, Precinct 3",U.S. House,Election Day,5,LIB,Norman Peterson,14
Monroe,"Bedford Township, Precinct 4",U.S. House,Election Day,5,LIB,Norman Peterson,7
Monroe,"Bedford Township, Precinct 5",U.S. House,Election Day,5,LIB,Norman Peterson,13
Monroe,"Bedford Township, Precinct 6",U.S. House,Election Day,5,LIB,Norman Peterson,22
Monroe,"Bedford Township, Precinct 7",U.S. House,Election Day,5,LIB,Norman Peterson,16
Monroe,"Bedford Township, Precinct 8",U.S. House,Election Day,5,LIB,Norman Peterson,12
Monroe,"Bedford Township, Precinct 9",U.S. House,Election Day,5,LIB,Norman Peterson,3
Monroe,"Bedford Township, Precinct 10",U.S. House,Election Day,5,LIB,Norman Peterson,5
Monroe,"Bedford Township, Precinct 11",U.S. House,Election Day,5,LIB,Norman Peterson,7
Monroe,"Bedford Township, Precinct 12",U.S. House,Election Day,5,LIB,Norman Peterson,8
Monroe,"Bedford Township, Precinct 13",U.S. House,Election Day,5,LIB,Norman Peterson,7
Monroe,"Bedford Township, Precinct 14",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"Berlin Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,15
Monroe,"Berlin Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,17
Monroe,"Berlin Township, Precinct 3",U.S. House,Election Day,5,LIB,Norman Peterson,9
Monroe,"Berlin Township, Precinct 4",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"City of Luna Pier, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,8
Monroe,"City of Monroe, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,13
Monroe,"City of Monroe, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,22
Monroe,"City of Monroe, Precinct 3N",U.S. House,Election Day,5,LIB,Norman Peterson,13
Monroe,"City of Monroe, Precinct 3S",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"City of Monroe, Precinct 4",U.S. House,Election Day,5,LIB,Norman Peterson,14
Monroe,"City of Monroe, Precinct 5",U.S. House,Election Day,5,LIB,Norman Peterson,28
Monroe,"City of Monroe, Precinct 6",U.S. House,Election Day,5,LIB,Norman Peterson,12
Monroe,"City of Petersburg, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,11
Monroe,"Dundee Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,11
Monroe,"Dundee Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,17
Monroe,"Dundee Township, Precinct 3",U.S. House,Election Day,5,LIB,Norman Peterson,13
Monroe,"Erie Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,8
Monroe,"Erie Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,9
Monroe,"Exeter Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"Exeter Township, Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,16
Monroe,"Frenchtown Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,1
Monroe,"Frenchtown Township,Precinct 2",U.S. House,Election Day,5,LIB,Norman Peterson,10
Monroe,"Frenchtown Township,Precinct 3",U.S. House,Election Day,5,LIB,Norman Peterson,8
Monroe,"Frenchtown Township,Precinct 4",U.S. House,Election Day,5,LIB,Norman Peterson,7
Monroe,"Frenchtown Township,Precinct 5",U.S. House,Election Day,5,LIB,Norman Peterson,16
Monroe,"Frenchtown Township,Precinct 6",U.S. House,Election Day,5,LIB,Norman Peterson,13
Monroe,"Frenchtown Township,Precinct 7",U.S. House,Election Day,5,LIB,Norman Peterson,8
Monroe,"Frenchtown Township,Precinct 8",U.S. House,Election Day,5,LIB,Norman Peterson,15
Monroe,"Frenchtown Township,Precinct 9",U.S. House,Election Day,5,LIB,Norman Peterson,9
Monroe,"Ida Township, Precinct 1",U.S. House,Election Day,5,LIB,Norman Peterson,12
