county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Cast Votes,,698,575,1273
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Undervotes,,5,5,10
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Governor,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,232,346,578
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,444,212,656
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,9,4,13
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,7,9,16
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRE,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Cast Votes,,694,571,1265
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Undervotes,,10,9,19
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Dana Nessel,DEM,214,323,537
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Matthew DePerno,REP,455,229,684
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Joseph W. McHugh Jr.,LIB,12,8,20
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,6,7,13
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Cast Votes,,687,567,1254
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Undervotes,,17,13,30
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Hillary Scholten,DEM,216,319,535
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,John Gibbs,REP,438,222,660
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Jamie Lewis,LIB,20,13,33
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Louis Palus,WC,9,8,17
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Cast Votes,,683,562,1245
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Undervotes,,20,18,38
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Kim S. Nagy,DEM,186,299,485
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Roger Victory,REP,472,251,723
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Jessica L. Fox,LIB,19,13,32
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Cast Votes,,677,563,1240
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Undervotes,,26,17,43
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",State Senate,31,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Christine Baker,DEM,192,290,482
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Greg VanWoerkom,REP,470,269,739
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Marv Bolthouse,LIB,14,7,21
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Cast Votes,,676,566,1242
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Undervotes,,28,14,42
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 1",State House,88,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Democratic,DEM,162,146,308
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Republican,REP,203,109,312
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Libertarian,LIB,5,1,6
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,U.S. Taxpayers,UST,3,0,3
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Working Class,WC,4,0,4
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Green,GRE,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Cast Votes,,377,257,634
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Undervotes,,260,170,430
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Straight Party,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Gretchen Whitmer,DEM,292,252,544
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Tudor M. Dixon,REP,321,164,485
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Mary Buzuma,LIB,12,4,16
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Donna Brandenburg,UST,6,2,8
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Kevin Hogan,GRE,5,1,6
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Cast Votes,,636,423,1059
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Undervotes,,0,2,2
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Rejected,,0,2,2
Ottawa,"Grand Haven Charter Township, Precinct 2",Governor,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,287,262,549
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,309,154,463
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,12,3,15
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,11,1,12
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRE,6,1,7
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Cast Votes,,625,421,1046
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Undervotes,,11,6,17
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Rejected,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 2",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Dana Nessel,DEM,272,249,521
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Matthew DePerno,REP,314,161,475
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Joseph W. McHugh Jr.,LIB,25,5,30
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,9,3,12
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Cast Votes,,620,418,1038
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Undervotes,,15,9,24
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Rejected,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 2",Attorney General,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Hillary Scholten,DEM,266,238,504
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,John Gibbs,REP,309,160,469
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Jamie Lewis,LIB,23,7,30
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Louis Palus,WC,30,10,40
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Cast Votes,,628,415,1043
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Undervotes,,7,11,18
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Rejected,,2,1,3
Ottawa,"Grand Haven Charter Township, Precinct 2",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Kim S. Nagy,DEM,246,223,469
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Roger Victory,REP,336,190,526
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Jessica L. Fox,LIB,32,7,39
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Cast Votes,,614,420,1034
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Undervotes,,21,7,28
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Rejected,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 2",State Senate,31,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Christine Baker,DEM,252,225,477
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Greg VanWoerkom,REP,330,187,517
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Marv Bolthouse,LIB,29,7,36
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Cast Votes,,611,419,1030
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Undervotes,,24,8,32
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Rejected,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 2",State House,88,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Democratic,DEM,113,241,354
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Republican,REP,276,235,511
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Libertarian,LIB,1,2,3
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Working Class,WC,1,1,2
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Green,GRE,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Cast Votes,,392,479,871
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Undervotes,,369,434,803
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Gretchen Whitmer,DEM,280,527,807
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Tudor M. Dixon,REP,467,366,833
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Mary Buzuma,LIB,8,5,13
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Donna Brandenburg,UST,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Kevin Hogan,GRE,1,1,2
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Daryl M. Simpson,NAL,0,4,4
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Cast Votes,,757,903,1660
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Undervotes,,4,9,13
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Overvotes,,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Jocelyn Benson,DEM,280,545,825
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Kristina Elaine Karamo,REP,451,346,797
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Gregory Scott Stempfle,LIB,10,7,17
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Christine C. Schwartz,UST,3,1,4
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,1,5
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Cast Votes,,748,900,1648
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Undervotes,,13,13,26
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Dana Nessel,DEM,258,506,764
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Matthew DePerno,REP,465,373,838
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Joseph W. McHugh Jr.,LIB,16,6,22
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Gerald T. Van Sickle,UST,5,3,8
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Cast Votes,,744,888,1632
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Undervotes,,17,24,41
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Rejected,,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Hillary Scholten,DEM,269,502,771
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,John Gibbs,REP,453,356,809
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Jamie Lewis,LIB,17,17,34
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Louis Palus,WC,4,8,12
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Cast Votes,,743,883,1626
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Undervotes,,18,30,48
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Kim S. Nagy,DEM,240,446,686
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Roger Victory,REP,482,437,919
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Jessica L. Fox,LIB,15,7,22
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Cast Votes,,737,890,1627
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Undervotes,,24,23,47
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Christine Baker,DEM,241,440,681
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Greg VanWoerkom,REP,483,437,920
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Marv Bolthouse,LIB,13,8,21
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Cast Votes,,737,885,1622
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Undervotes,,23,28,51
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Democratic,DEM,125,186,311
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Republican,REP,222,146,368
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Libertarian,LIB,6,2,8
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,U.S. Taxpayers,UST,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Working Class,WC,2,1,3
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Green,GRE,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Cast Votes,,357,335,692
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Undervotes,,350,242,592
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Straight Party,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Gretchen Whitmer,DEM,287,358,645
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Tudor M. Dixon,REP,403,208,611
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Mary Buzuma,LIB,6,6,12
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Donna Brandenburg,UST,3,0,3
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Kevin Hogan,GRE,2,4,6
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Daryl M. Simpson,NAL,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Cast Votes,,701,577,1278
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Undervotes,,5,0,5
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Rejected,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 4",Governor,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Jocelyn Benson,DEM,286,379,665
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Kristina Elaine Karamo,REP,386,185,571
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Gregory Scott Stempfle,LIB,12,5,17
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Christine C. Schwartz,UST,3,2,5
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,1,4
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Cast Votes,,690,572,1262
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Undervotes,,17,4,21
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Rejected,,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 4",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Dana Nessel,DEM,271,352,623
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Matthew DePerno,REP,391,213,604
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Joseph W. McHugh Jr.,LIB,18,4,22
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Gerald T. Van Sickle,UST,8,2,10
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Cast Votes,,688,571,1259
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Undervotes,,19,5,24
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Rejected,,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 4",Attorney General,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Hillary Scholten,DEM,258,342,600
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,John Gibbs,REP,392,202,594
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Jamie Lewis,LIB,20,9,29
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Louis Palus,WC,19,12,31
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Cast Votes,,689,565,1254
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Undervotes,,17,12,29
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Kim S. Nagy,DEM,237,318,555
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Roger Victory,REP,413,237,650
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Jessica L. Fox,LIB,28,10,38
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Cast Votes,,678,565,1243
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Undervotes,,29,12,41
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",State Senate,31,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Christine Baker,DEM,245,313,558
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Greg VanWoerkom,REP,419,242,661
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Marv Bolthouse,LIB,13,6,19
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Cast Votes,,677,561,1238
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Undervotes,,30,16,46
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Rejected,,0,0,0
