county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Rejected,,3,0,3
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Democratic,DEM,170,114,284
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Republican,REP,143,66,209
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Libertarian,LIB,8,0,8
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,U.S. Taxpayers,UST,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Working Class,WC,3,0,3
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Green,GRE,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Natural Law,NAL,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Cast Votes,,327,180,507
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Undervotes,,229,97,326
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Straight Party,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Gretchen Whitmer,DEM,293,169,462
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Tudor M. Dixon,REP,249,101,350
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Mary Buzuma,LIB,6,0,6
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Donna Brandenburg,UST,2,2,4
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Kevin Hogan,GRE,2,0,2
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Daryl M. Simpson,NAL,0,1,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Bob Scott (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Cast Votes,,552,273,825
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Undervotes,,4,3,7
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Overvotes,,0,1,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Governor,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Jocelyn Benson,DEM,282,176,458
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Kristina Elaine Karamo,REP,234,92,326
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Gregory Scott Stempfle,LIB,13,3,16
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Christine C. Schwartz,UST,8,2,10
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,0,4
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Cast Votes,,541,273,814
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Undervotes,,14,3,17
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Overvotes,,0,1,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Secretary of State,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Dana Nessel,DEM,265,166,431
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Matthew DePerno,REP,237,100,337
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Joseph W. McHugh Jr.,LIB,20,1,21
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Gerald T. Van Sickle,UST,12,3,15
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Cast Votes,,534,270,804
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Undervotes,,21,6,27
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Overvotes,,0,1,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",Attorney General,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Joseph Alfonso,DEM,248,151,399
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Bill Huizenga,REP,262,114,376
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Lorence Wenke,LIB,18,6,24
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Curtis Michael Clark,UST,8,2,10
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Cast Votes,,536,273,809
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Undervotes,,19,4,23
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",U.S. House,4,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Kim S. Nagy,DEM,263,151,414
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Roger Victory,REP,243,111,354
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Jessica L. Fox,LIB,24,8,32
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Cast Votes,,530,270,800
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Undervotes,,25,7,32
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",State Senate,31,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Larry D. Jackson,DEM,256,150,406
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Nancy De Boer,REP,275,119,394
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Cast Votes,,531,269,800
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Undervotes,,24,8,32
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,,,,,
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Pamela Pugh,DEM,252,163,415
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Mitchell Robinson,DEM,225,155,380
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Tamara D. Carlone,REP,229,97,326
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Linda Lee Tarver,REP,213,94,307
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Donna Gundle-Krieg,LIB,23,0,23
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Bill Hall,LIB,18,5,23
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Ethan Hobson,UST,12,3,15
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Mary Anne Hering,WC,27,3,30
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Cast Votes,,999,520,1519
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Undervotes,,112,34,146
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 7",State House,86,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Democratic,DEM,167,191,358
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Republican,REP,276,148,424
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Libertarian,LIB,8,1,9
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,U.S. Taxpayers,UST,3,0,3
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Working Class,WC,2,0,2
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Green,GRE,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Cast Votes,,457,340,797
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Undervotes,,383,224,607
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Straight Party,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Gretchen Whitmer,DEM,373,351,724
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Tudor M. Dixon,REP,446,206,652
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Mary Buzuma,LIB,8,4,12
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Donna Brandenburg,UST,6,1,7
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Kevin Hogan,GRE,2,0,2
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Daryl M. Simpson,NAL,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Bob Scott (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Cast Votes,,836,562,1398
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Undervotes,,4,2,6
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Governor,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Jocelyn Benson,DEM,383,363,746
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Kristina Elaine Karamo,REP,413,188,601
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Gregory Scott Stempfle,LIB,14,5,19
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Christine C. Schwartz,UST,13,1,14
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Larry James Hutchinson Jr.,GRE,6,2,8
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Cast Votes,,829,559,1388
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Undervotes,,11,4,15
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Overvotes,,0,1,1
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Secretary of State,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Dana Nessel,DEM,349,348,697
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Matthew DePerno,REP,438,195,633
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Joseph W. McHugh Jr.,LIB,23,5,28
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Gerald T. Van Sickle,UST,9,3,12
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Cast Votes,,819,551,1370
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Undervotes,,21,12,33
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Overvotes,,0,1,1
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",Attorney General,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Joseph Alfonso,DEM,310,315,625
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Bill Huizenga,REP,491,231,722
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Lorence Wenke,LIB,16,8,24
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Curtis Michael Clark,UST,4,0,4
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Cast Votes,,821,554,1375
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Undervotes,,17,10,27
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Rejected,,2,0,2
Ottawa,"City of Holland, Ward 4, Precinct 8",U.S. House,4,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Kim S. Nagy,DEM,315,307,622
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Roger Victory,REP,465,235,700
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Jessica L. Fox,LIB,32,11,43
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Cast Votes,,812,553,1365
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Undervotes,,28,11,39
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",State Senate,31,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Larry D. Jackson,DEM,311,303,614
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Nancy De Boer,REP,501,250,751
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Cast Votes,,812,553,1365
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Undervotes,,23,10,33
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Overvotes,,1,1,2
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Rejected,,4,0,4
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,,,,,
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Pamela Pugh,DEM,306,309,615
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Mitchell Robinson,DEM,287,298,585
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Tamara D. Carlone,REP,448,217,665
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Linda Lee Tarver,REP,435,222,657
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Donna Gundle-Krieg,LIB,23,12,35
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Bill Hall,LIB,21,9,30
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Ethan Hobson,UST,5,2,7
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Mary Anne Hering,WC,18,9,27
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Cast Votes,,1543,1078,2621
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Undervotes,,135,50,185
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Overvotes,,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 8",State House,86,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Democratic,DEM,112,127,239
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Republican,REP,124,42,166
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Libertarian,LIB,5,0,5
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,U.S. Taxpayers,UST,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Working Class,WC,3,0,3
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Green,GRE,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Cast Votes,,245,169,414
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Undervotes,,208,120,328
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Straight Party,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Gretchen Whitmer,DEM,234,216,450
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Tudor M. Dixon,REP,207,71,278
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Mary Buzuma,LIB,5,2,7
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Donna Brandenburg,UST,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Kevin Hogan,GRE,2,0,2
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Daryl M. Simpson,NAL,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Bob Scott (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Cast Votes,,450,289,739
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Undervotes,,2,0,2
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Overvotes,,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Governor,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Jocelyn Benson,DEM,240,215,455
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Kristina Elaine Karamo,REP,190,69,259
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Gregory Scott Stempfle,LIB,9,2,11
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Christine C. Schwartz,UST,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Larry James Hutchinson Jr.,GRE,5,1,6
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Cast Votes,,445,287,732
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Undervotes,,7,2,9
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 10",Secretary of State,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Dana Nessel,DEM,224,207,431
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Matthew DePerno,REP,204,74,278
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Joseph W. McHugh Jr.,LIB,9,1,10
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Gerald T. Van Sickle,UST,4,1,5
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Cast Votes,,441,283,724
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Undervotes,,11,6,17
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Rejected,,1,0,1
Ottawa,"City of Holland, Ward 4, Precinct 10",Attorney General,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,4,Joseph Alfonso,DEM,194,189,383
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,4,Bill Huizenga,REP,233,93,326
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,4,Lorence Wenke,LIB,13,1,14
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,4,Curtis Michael Clark,UST,4,1,5
Ottawa,"City of Holland, Ward 4, Precinct 10",U.S. House,4,Cast Votes,,444,284,728
